DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
down	TARM1; SNAP23; PSMD12; SIRPB1; PSMD14; SDCBP; DDX3X; FCN1; MAN2B1; ADAM10; APAF1; DEGS1; SURF4; SIGLEC5; ARPC5; PSMD3; GMFG; DIAPH1; TOM1; LILRB3; CPNE3; DNAJC13; CREG1; ATP6AP2; DGAT1; TRPM2; STK10; TMEM63A; ATG7; BRI3; RAB3D; CYB5R3; PLAU; SERPINA3; C3; CST3; HLA-B; HLA-H; AHSG; TTR; LTF; FTL; CAT; FUCA1; ALDOA; CSTB; ARG1; ITGB2; GLA; GSN; S100A9; PYGL; GPI; ITGAV; CTSD; ANXA2; CAPN1; PSAP; CTSB; HSP90AA1; CD55; GUSB; HSP90AB1; ELANE; CTSG; CD14; PTPRC; CD63; ACAA1; GSTP1; HMGB1; CTSH; FGR; HSPA1A; HSPA1B; RNASE2; GAA; HLA-C; CTSA; HSPA8; SLC2A3; ITGAM; LAMP1; IGF2R; FCGR2A; ANXA3; RNASE3; DEFA4; XRCC6; LAMP2; CYBA; PRG2; APEH; CD59; SELL; PKM; MMP9; JUP; ARSA; B4GALT1; GNS; TIMP2; CD44; GLB1; PECAM1; CD36; PFKL; CR1; VCL; CD53; CD33; TNFRSF1B; RAB3A; RAB6A; ITGAL; ITGAX; IMPDH1; FPR1; SLC2A5; PTPRB; CXCR1; CXCR2; FPR2; PTAFR; CTSS; S100P; PTX3; STOM; ATP6V0C; MAPK1; GCA; GRN; PTPN6; SERPINB3; FCER1G; SERPINB1; CHRNB4; S100A7; CDA; GALNS; SERPINB6; AGL; PGM1; SRP14; DDOST; CEACAM3; IQGAP1; GYG1; SERPINB10; DNASE1L1; SLC11A1; PSEN1; CAMP; RAB5C; RAB7A; RAB27A; P2RX1; HK3; ACLY; IST1; CRISP3; VCP; NCKAP1L; GSDMD; RAB5B; RAB10; RAB14; ACTR2; RAP1B; RAP2B; RHOA; LYZ; B2M; YPEL5; RAP1A; RAC1; VAMP2; DYNLL1; DYNLT1; EEF1A1; TUBB4B; PAFAH1B2; HBB; ADAM8; RHOG; ATP11A; CAP1; PRKCD; CD47; SIGLEC14; BST2; LRMP; PTPRJ; PSMD2; DNAJC3; KCNAB2; PDAP1; ROCK1; TCIRG1; ASAH1; IQGAP2; RAB31; SPTAN1; CDK13; COTL1; MLEC; DYNC1H1; MVP; KPNB1; STXBP2; MAPK14; ANO6; CLEC12A; UBR4; ATAD3B; NAPRT; NBEAL2; UNC13D; CYFIP1; DOK3; TMC6; C6orf120; GOLGA7; RAB44; HUWE1; CAND1; ADGRG3; TBC1D10C; SLC44A2; ORMDL3; STK11IP; SLC15A4; NFAM1; LPCAT1; TSPAN14; PLEKHO2; ATP8B4; CLEC4C; CLEC4D; DOCK2; ARHGAP45; ATP6V0A1; RAB24; TMBIM1; LRRC7; CNN2; PSMD1; NEU1; CPNE1; CPPED1; ARHGAP9; ERP44; CRACR2A; VAMP8; AP1M1; ADGRE3; CRISPLD2; TOLLIP; MAGT1; DNAJC5; PTGES2; RHOF; MMP25; CD93; TMEM30A; CMTM6; ACTR10; PLAC8; KCMF1; VAPA; CTSZ; BIN2; DBNL; PSMD13; PPIE; HPSE; ATP11B; PRG3; CAB39; RAP2C; ATP6V1D; HEBP2; DYNC1LI1; ENPP4;	GO:0043312~neutrophil degranulation	284	483	58.7991718426501	0	0	0	0	0	0	0
down	MSGN1; NKX6-3; TLR4; BMPR1B; SUPT5H; WWP2; ARNTL; WASL; AGRN; MEIS1; DDX3X; NFIB; E2F3; RFXANK; KMT2D; MEIS2; BACH1; IRF6; IKBKB; CASK; TFEC; PPP1R12A; ZNF609; KDM6B; SMAD7; CHUK; PLSCR1; FOXN1; HDAC3; TLR3; CLOCK; NKX2-8; PER1; TET3; CRX; HOXC11; FOXO3; TCF21; CHP2; AIRE; ZNF292; ZEB2; ZIC3; CCNT1; LMX1B; KPNA6; BRD4; TBL1X; PROP1; PITX3; MAF; RPS6KA5; GCM2; RPS6KA4; STK16; KLF7; PRPF6; NFAT5; ABLIM3; CAMTA2; SIX3; IL33; DDX58; ECD; ONECUT2; EGFR; FOS; HRAS; TGFB1; CGA; IGF2; IFNB1; PF4; RAF1; APP; FGF1; EDN1; JUN; RB1; PGR; SP1; GLI1; MET; FGF4; NFIC; HOXD4; HMGB1; WNT2; UBB; UBC; GLI2; MYBL2; RARA; TGFB3; IRF1; VDR; ESRRA; SRF; SKI; XRCC6; HOXD8; IRF2; HCLS1; HOXB1; POU2F1; LIF; ETS2; MYOG; ATF2; FOSL2; VEGFA; HIVEP1; PAX1; TCF4; TCF3; CREB1; EPCAM; HMGA1; JUNB; JUND; CEBPB; XBP1; SPI1; EGR1; ATF1; ATF4; ATF6; TNFRSF1A; TFEB; TFE3; WT1; SLC9A1; BCL3; TAF1; BMP5; NR4A1; SFPQ; MYF6; PAX7; YY1; LMO1; NFKBIA; HMGB2; ACVR2A; MAPK3; ARNT; ELK4; TEAD1; HOXD10; MSX1; ARID4A; HOXD3; TLX1; AKT1; OTX1; ELF1; GTF2H1; CIITA; CTNNB1; GTF2F1; RORA; HOXD13; DDIT3; SOX18; ZNF76; SREBF1; PPARG; ZEB1; BRCA1; GDNF; PBX2; PBX3; STAT3; ETV5; ETV6; HNF4A; ELK3; STAT1; STAT6; WAS; CDKN2B; NR4A2; NAMPT; GATA4; NKX2-1; ATRX; NOTCH1; CDX1; ID4; RFX2; RFX3; SOX9; NRIP1; NR2C2; SLC11A1; ARRB1; EVX1; CEBPD; GSK3A; MEOX2; CSRP3; ETV1; ASCL1; CDK9; SMARCA2; SMARCA4; STAT5B; RPS6KA3; CCNH; ZNF131; ZNF143; PDX1; GBX2; NKX2-5; FOSB; NR1H2; UCN; MLLT6; CDH13; FOXA1; PKNOX1; HDAC4; CTBP2; FOXL2; CD81; IL2; ACTR3; ACTR2; HAND2; ISL1; HNRNPK; CNBP; RPS27A; PPP3R1; YBX1; NKX6-1; JAG1; PRKDC; ELF3; SMAD3; HSF1; HNRNPU; E2F1; FOXK2; RUNX1; FLI1; MC1R; POU4F1; SPIB; MEF2A; MEF2B; SP3; PAX2; CREM; KMT2A; RELA; ACVR1; REL; UBE3A; EGR4; GRIN1; EN1; RBPJ; MEF2C; GABPA; GABPB1; EP300; SREBF2; TFCP2; SMARCB1; BPTF; NFIA; TP53BP1; FOXF2; PRDM2; KLF10; RLF; MAP2K5; MAPK7; NR5A1; ATM; FZD5; SQSTM1; MED21; RIPK1; HDAC1; NEUROD1; SNW1; BMPR2; KLF5; RUNX2; CBFB; NFYC; IL18; VEZF1; TFDP1; TFDP2; E2F2; HES1; NFE2L1; HNF4G; GBX1; IRF3; NCOA6; MEF2D; NFIX; MORF4L2; PRKD1; PPP2R5B; IRF4; PCBP1; RPS6KA1; SHH; MED1; NCOA1; SMAD2; USF2; ZFHX3; ZIC1; NFE2L2; E2F4; MAPK14; TAF9; NRF1; HIF1A; IFI16; RFX4; GLYR1; ARID4B; AKIRIN2; DCAF6; UTF1; FHL5; MYSM1; DAB2IP; IER5; TET2; ZNF746; JMJD6; CDC73; TAF2; FIGLA; DUX4L9; CRTC1; RNF111; CREB3L2; MED25; ASXL2; PID1; SETX; MAVS; AKNA; TFAP2D; PCGF5; LDB1; BCL9L; NLRC5; METTL23; PPARGC1B; RFX6; CRLF3; CREBRF; ARID3B; SIRT2; ASXL1; MAML2; AHI1; OSR2; SPIC; RNF10; PAF1; ZBTB38; NFATC2IP; ZMIZ2; FLCN; NCOA7; CTCFL; GABPB2; FEZF2; KLF14; LMX1A; DOT1L; LEO1; GLMP; LMO7; PHIP; AUTS2; ARNTL2; CSRNP3; TFAP2B; LPIN2; RTF1; NR4A3; MAML1; RREB1; CREBBP; KAT2B; DDX17; COPS5; ARHGEF2; IRF7; MED12; WBP2; RGMA; SIRT1; SFRP2; FUBP3; RAX2; MAML3; IFT74; NEUROD6; NLRP3; SIN3A; PHOX2B; GPER1; RIT2; TBX5; ELF4; NDN; KLF6; PITX2; NPAS2; NKX3-1; EPAS1; ARID3A; ATF6B; CITED2; OVOL2; PAGR1; IER2; HELZ2; PRKD2; EGLN1; WWTR1; CSRNP2; IRF2BPL; NUCKS1; IL25; EPC1; HIPK2; SOX17; BCAS3; SMYD3; NANOG; MLXIP; NOD2; SENP2; CHD8; SLC40A1; GCM1; MLXIPL; SIX2; TCF7L2; ASH1L; SIRT7; MED17; SOHLH2; HOXC10; PLAC8; GRHL1; FOXJ2; SENP1; CALCOCO1; ZFAT; CHD7; ZNF219; ONECUT1; PPARGC1A; LHX3; MLX; TBK1; MED13; KLF15; FOXD3; GDF2; AGO2; AGO1; INO80; ZMIZ1; MYO6; PLAGL1; PLAGL2; HDAC5; RUVBL2; FOXA2; THRAP3; KLF13; MTF2; KDM3A; TRAF6; USP16; KLF2; NR2E3; SOX21; GMEB1; IKBKG; NCOA3; MGA; LPIN3; SOX13; TBX3; LHX6; SSBP3; POU6F2; ZNF148; KAT6B; MED19; LRP5L; SETD3; CAMTA1; KDM1B; EBF1; ZNF382; POU2F2; LAGE3; MAX; CTAG2; RAI1; STAT2; DLX5; POU5F2; IKZF3; TAF4; SMARCA5; TBX18; LPIN1; SRY; SOX1; PPARD; CTCF; IKZF1; CCDC160; PTOV1; DLX2; ASXL3; SBNO2; THRA; NR2F1; CRTC2; LHX8; PCGF6; NCOA2; KAT8; LHX9; POU6F1; DR1; ZNF613; RELB; ABRA; KMT2C; SIM1; CRTC3; CDK13; RSF1; TEAD3; HMGB1P1; TBX4; JUP; AHR; ATAD2B; ZNF740; DLX6; SOX14; IKZF4; DPF2; TCF20; ZNF462; KAT6A; PROX1;	GO:0045944~positive regulation of transcription by RNA polymerase II	569	1138	50	0	0	0	0	0	0	0
down	PSMD12; PIK3CD; BTN3A1; PSMD14; IKBKB; CHUK; PDPK1; PSMD3; PAK3; HRAS; CD4; TRBV12-3; TRAC; TRBC1; HLA-DRA; HLA-DQA2; HLA-DQA1; HLA-DRB1; HLA-DQB1; THY1; TRBV7-9; HLA-A; HLA-DPB1; HLA-DQB2; PTPRC; HLA-DPA1; PSMA3; PSMA4; PSMB4; MAPK1; PSMB10; CSK; PIK3CA; WAS; PSMC4; PSMB2; PSEN1; EIF2B2; PSMD4; BCAR1; PSMA6; PSME3; PSMC5; PSMC6; SKP1; RELA; PSME1; PDE4B; PDE4D; PTPRJ; LCP2; EIF2B5; PAK1; PAK2; PSMD2; PSME4; STK11; HLA-DRB5; RC3H1; NFKBID; SPPL3; PSMF1; INPP5D; RNF31; PSMD1; NFKBIZ; RBCK1; PRKD2; WNK1; PAG1; TAB2; MALT1; EIF2B4; PSME2; PSMD13; PTPN22; TRAF6; IKBKG; THEMIS2; CD276; BTN3A2; BTNL2; PRAM1; BTNL9; BTN2A2; HHLA2; BTN2A1; TEC;	GO:0050852~T cell receptor signaling pathway	88	174	50.5747126436782	0.000104215102442518	0.0194105736882642	0.984728502979348	0.989939258101474	0.727142079474977	0.984728502979348	0.188985423784341
up	IGKV2-28; IGKV2D-30; IGKV3D-20; IGKV1-12; IGLC7; CFD; IGKV1D-33; IGKV1-33; IGKV1-39; IGKV1D-16; IGKV1D-12; IGKV2D-40; IGKV2D-28; IGKV3-15; IGLV1-51; IGLV2-8; IGLV3-19; IGLV3-1; IGLV3-25; IGLV6-57; IGHV1-69; IGHV1-46; IGHV3-11; IGHV3-48; IGHV3-23; IGHV3-13; IGHV3-53; IGHV3-30; IGHV2-70; IGHG4; C1QA; C1QC; IGLV7-43; IGKV1-16; IGKV1D-39; IGKV2-30; IGKV5-2; C2; C8B; C4B; IGLC6; IGLC3; C7; C6; IGHV1-2; CFP; MASP1; FCN2; COLEC11;	GO:0006956~complement activation	49	92	53.2608695652174	0.000126800617085476	0.169447891298558	1	1	0.886567167804631	0.999999892218462	1
down	CASC3; FOXO3; AIRE; NEURL1; APP; RPLP1; EIF4E; ACO1; RPL10; AKT1; AKT2; RPS14; RBM3; TCOF1; NOLC1; PIWIL3; MAPKAPK5; EIF4E3; LSM14A; PUM2; TSC1; PIWIL1; QKI; ATXN2; MKNK1; LSM14B; PCIF1; MKNK2; EIF2B4; CNOT11; CNOT6; PKP3; RBM8A; ZNF706; CYFIP1; MATR3; PTBP2; HNRNPL; PTBP1; HNRNPLL; RBM20;	GO:0006417~regulation of translation	41	62	66.1290322580645	0.000142558473143373	0.0260415949305557	1	1	0.779783292387787	0.999928378335249	0.253546439843084
down	SLC9A3R1; IKBKB; GAK; SEC16A; RAMP2; RAMP3; ROCK2; CLASP2; FLOT1; BAG4; TSPAN15; ATP1B1; ANXA2; CDH1; JUP; EZR; CDH2; TNFRSF1A; FLNA; FCER1G; AKT2; ACTN2; BSG; DPP6; EMP2; CD81; RAB10; RAB11A; RAP1A; SPTBN1; CACNB2; FCHO2; ANK3; DLG1; PPIL2; ROCK1; EFR3A; FLOT2; KCNB1; SLMAP; TMED2; WDR72; ZFYVE27; GPR158; DENND4C; PACS1; TTC7B; ABCA12; PACS2; ZDHHC23; MPP5; DPP10; ZDHHC22; TSPAN14; FGF13; KCNB2; MRAP2; PIP5K1A; CRB3; PACSIN1; SMURF1; SCN3B; ZDHHC3; EPB41L3; PKP3; RAPGEF2; MYO5A; F11R; RAB8B; RAB3B; RAB3A; FAM126B; PRAM1; RAB40C; RAB3D;	GO:0072659~protein localization to plasma membrane	75	144	52.0833333333333	0.000163632043294282	0.0287840885046737	1	1	0.797763257671474	0.999928378335249	0.280247933505989
down	WASL; SDCBP; ARPC1B; ARPC2; ARPC3; ARPC5; SIPA1L1; EFNA2; KALRN; ROCK2; PAK3; AP2A1; HRAS; LYN; MMP9; EFNA1; RASA1; EPHA3; EPHB2; CRK; PSEN1; PSEN2; EPHA5; EPHB4; EPHB1; ARPC4; ACTB; CDC42; ACTR3; ACTR2; RHOA; RAC1; AP2B1; ACTG1; EFNB1; PTK2; GRIN1; PTPN11; TIAM1; PAK1; ROCK1; CDK5R1; EPHA7; ITSN1; EPHA10; ANKS1A; ARPC1A; APH1A; AP2M1; PSENEN; EPHA6;	GO:0048013~ephrin receptor signaling pathway	51	86	59.3023255813954	0.000181237257701472	0.0313013220164779	1	1	0.812809176430372	0.999928378335249	0.304756247872816
down	WWP2; PIK3CD; ZBTB7B; INPPL1; CLDN3; SLIT3; ROCK2; DYSF; FGF19; HRAS; TGFB1; APOE; APP; RB1; PGR; CRH; ACE; VEGFA; ANXA7; TAF1; ATP2B4; YY1; ERP29; AKT1; KDR; MAP2K2; CDKN1A; VHL; OPRD1; NOTCH1; PSEN1; MECP2; DGKQ; PRKAA2; AIF1; UCN; HAND2; RACK1; TMF1; RUNX1; POU4F1; MAP2K1; NOTCH2; REL; MEF2C; REST; PRKAA1; HDAC1; FLOT2; DIP2A; TERF2; BAK1; OCLN; HIF1A; PARP14; TIPARP; PARP9; SFRP1; CLDN19; TNRC6A; FLCN; SMCR8; ABCC2; FBXW7; TP53INP1; SIRT1; ZNF503; SFRP2; GPER1; NKX3-1; CPNE1; SH3GL2; CITED2; OVOL2; PDCD10; BBS2; PINK1; ADNP; FOXP1; GGNBP2; AGO3; MOV10; TNRC6C; AGO4; SLC35C2; DLL4; NDFIP2; TBK1; ANAPC2; NOCT; AGO2; AGO1; TNRC6B; DICER1; ZNF148; PTPN22; SETDB2; SETDB1;	GO:0010629~negative regulation of gene expression	98	204	48.0392156862745	0.000188271869012269	0.0319356157812061	1	1	0.818794358334356	0.999928378335249	0.310931865237665
down	SNAP23; PSMD12; PSMD14; IKBKB; CHUK; TAPBP; PSMD3; SEC22B; HLA-B; HLA-H; HLA-A; ITGAV; HLA-C; CYBA; HLA-E; CD36; NCF2; PSMA3; PSMA4; CALR; PSMB4; PDIA3; HLA-F; PSMB10; PSMC4; PSMB2; PSMD4; PSMA6; PSME3; B2M; PSMC5; PSMC6; TAP1; TAP2; PSME1; PSMD2; PSME4; NCF4; VAMP3; PSMF1; PSMD1; VAMP8; CD207; PSME2; PSMD13; IKBKG;	GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	46	75	61.3333333333333	0.000209508495826127	0.0349144070500418	1	1	0.833717194368314	0.999928378335249	0.339934002904847
down	LILRA5; TBKBP1; TARM1; TLR4; SIRPB1; PIK3CD; DDX3X; PPP6C; RIOK3; APOL1; AIM2; IKBKB; CHUK; TLR3; PJA2; PSTPIP1; TLR5; TRIM13; CRCP; PRDM1; HEXIM1; IPO7; LY86; DDX58; NCR2; JCHAIN; IGHM; FGA; ANXA1; APP; ARG1; CFI; POLR3D; S100A9; CSF1R; LYN; CD55; CD14; KRT16; HMGB1; CSF1; FGR; IFI6; NLRP2B; ITGAM; RNASE3; DEFA4; XRCC6; CYBA; HLA-E; CD1D; CR1; EIF2AK2; NCF2; MX1; C4BPB; SFPQ; PTX3; HMGB2; PML; CORO1A; S100A7; SFTPD; PPARG; IFI27; MATR3; CAPZA2; PIK3CG; CASP4; JAK3; CAPZA1; CRISP3; ADAR; GSDMD; NLRP6; LILRA4; DEFB1; B2M; SRPK2; PRKDC; ADARB1; DEFA5; OTUD4; ARID5A; MST1R; SIGLEC14; BST2; MAP4K2; TRIM26; NAIP; TRAF3; KLRD1; TRIM28; G3BP1; SLAMF1; IFIT5; SERINC3; TRIM25; PRKD1; NONO; PCBP2; TLR1; IFI16; MPEG1; PARP14; CD300E; AKIRIN2; SDHAF4; DAB2IP; TREML4; ZC3HAV1; MAVS; DEFB132; SERINC5; NLRC5; RNF135; CLEC10A; SIRT2; PARP9; DDX60; DEFB124; DEFB108B; DTX3L; CLEC4C; PYDC1; CLEC4D; SEC14L1; TNFRSF14; ARHGEF2; IRF7; RNASE6; MR1; RNF166; DHX58; TIFA; OPTN; TRIM11; ITCH; SIGLEC10; NLRP3; DEFB118; ALPK1; SRPK1; GPER1; ELF4; MAP3K5; CNPY3; LGR4; TLR10; IFIH1; PLA2G2F; TRIM8; NLRP1; TRIM5; TOLLIP; ZBP1; UNC93B1; RNASE7; IL1RL2; APOBEC3G; NOD2; IL1RAP; CYLD; DDX21; TLR8; APOBEC3C; MSRB1; TBK1; FBXO9; CLEC4A; NOD1; YTHDF2; IKBKG; LY96; TRDC; MALT1; IGHV3-16; RELB; RELA; IGHV3OR16-8; IGHV3OR16-12; IGHV2-70; IGHV4-59; IGHV4-39; CRP; IGHV2OR16-5; TRBC1; IRAK1; IGHV3-21; TRIM59; IGHV3-38; IGHV3OR16-9; IGLL1; IGHV1OR21-1; IGHV3OR16-10; IGHV4OR15-8; IGHV7-81; IGHV3OR15-7; IGHV3-64; IGHV1-45; FCER1G; MYD88; ANKHD1; IGHV4-34; IGHV2-5; CAMP; REL;	GO:0045087~innate immune response	207	505	40.990099009901	0.000227220735148137	0.0372132717788302	1	1	0.842053537726852	0.999928378335249	0.362316232918771
