DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	LST1; CCL22; TNFSF11; AIM2; DEFB4A; CCL25; TNFSF14; AIRE; CXCL13; LY75; TLR2; FCGR3B; PRKRA; CST7; TNFSF15; IL18RAP; IGSF6; S1PR4; PNP; C1R; JCHAIN; IGKV1D-33; IGKV1-33; IGKV1-39; IGKV1D-16; IGKV1D-12; IGKV2D-40; IGKV2D-28; IGKV3-20; IGLV2-23; IGLV2-8; IGLV3-1; IGLV6-57; TRBV12-3; IGHV1-69; IGHV1-46; IGHV3-11; IGHV3-48; IGHV3-13; IGHV3-53; IGHV3-30; IGHV3-33; IGHV2-70; IGKC; IGHE; IGHA1; IGHA2; HLA-B; HLA-H; HLA-DQA1; HLA-DRB1; HLA-DQB1; FTH1; SLPI; VTN; CSF2; IGLV7-43; IGKV1-16; IGKV1D-39; TRBV7-9; IL4; CD1A; IGKV2-30; IGKV5-2; IGHV4-34; C8B; FCGR3A; IFI6; CSF3; HLA-C; CD8B; CCL4; OSM; VAV1; CYP11B1; CD1E; IGLL1; RAG1; CEBPB; CR2; C5AR1; BMP6; RFX1; IGHV1-2; IL32; PTAFR; FAS; IL1R2; IL2RG; FCGR2B; CEACAM8; CCR1; GBP2; TNFSF8; IL15; WAS; TNFRSF4; KIR2DL1; NOTCH1; CRIP1; SERPINB9; CTSC; GEM; CCL23; CCL18; IL2; CCL20; IGLV3-21; HAMP; IFITM3; IFITM2; IL1RL1; SP2; IRF8; EXOSC9; LTB; C1QBP; IL10RB; SCAP; MAP4K2; LCP2; CHIT1; ITGAD; MADCAM1; IL18R1; IL16; IKBKE; TLR1; LTB4R; IL17A; IL27RA; CLNK; PKHD1L1; NRROS; LAX1; TRIM22; LILRB2; SECTM1; EDA; SEMA4D; TNFRSF14; MR1; MYLPF; TCF12; MAP3K14; TLR10; IL21; CCL28; IL36B; CD274; IL19; IL17B; TNFSF13B; SAMHD1; ATP6V0A2; PTGDR2; IKBKG; ICOS; IGKV1D-8; IGLV8-61; IGLV10-54; IGKV6D-21; CTSS; CXCR1; TMIGD2; IGLV9-49; TRAV38-1; IGKV3D-15; IGKV2D-29; IGLV3-16; IGLV3-12; CXCL1; CXCL5; ULBP2; CX3CR1; IGLV7-46; IGKV2D-30; IGLV3-32; CD1C; IGLV4-3; CCR10; IGLV2-33; TLR8; CCR9; IGLV4-69; IGLV5-52; IGLV1-36; CCR7; IGLV5-37; IGLV3-9; IGKV3OR2-268; IGKV1-13; IGLV5-48; IGLV2-18; CCR4; IGKV2-40; MICB; VPREB3; TRDV2; HLA-G; PPBP; IFI44L; HLA-E; CXCL8; IGLV4-60; CCR3; CCR6; IGKV1-6; IGLV1-50; CXCR2; IGKV3D-7; IGKV1D-17; IGKV2-28; IGKV1D-43; IGKV1-12; IGKV2-29; CD86; XCR1; IGKV3-7; CXCL3; HLA-F; CXCL9; IGKV1-8; IGKV2D-26; CXCL2; IGKV3D-11; CD1B; IGKV2D-24; CXCL11; CXCL6; IGKV6D-41; IGKV3D-20; IGKV1D-13; TRAV38-2DV8; IGKV6-21; CCRL2; IGLV3-10; IGKV1-9; IGKV2-24;	GO:0006955~immune response	239	433	55.1963048498845	0	0	0	0	0	0	0
down	TMEM129; UBA6; ASB14; NEURL1B; KBTBD13; RNF103; WWP2; UBE2C; SOCS2; SOCS7; SOCS6; ENC1; AREL1; TRIM24; PJA2; KLHL41; PPP1R11; MYCBP2; KLHL2; ARIH2; HERC2; BCL10; HLA-A; RAB40AL; FBXO45; UBB; UBC; UCHL3; UBA1; CBL; PEX2; AKT1; ARRB2; HIST1H2BB; BRCA1; VHL; CCNF; USP5; CDC34; PEX5; PLK1; VCP; RAG2; HIST1H2BD; UBE2G2; CDC42; UBE2D3; UBE2M; DCAF7; UBE2G1; UBE2H; UBE2D2; RPS27A; UBE2B; SKP1; RACK1; PRKDC; XIAP; MDM2; CDC20; MKRN3; CBLB; TRIM28; OS9; BIRC3; MED21; CUL3; CUL4B; TNFAIP1; KEAP1; HLTF; HERPUD1; HERC3; LRRC41; MED1; HERC1; NEUROD2; NEDD8; NFE2L2; DDB1; HIF1A; UBE2S; UVSSA; FBXO43; DCAF6; HERC4; DCAF17; DCAF10; DCST1; HECTD3; UBR4; RNF220; RNF123; E4F1; RNF43; SPOPL; KLHL10; CDC73; RFWD3; SPSB3; TRAF7; KLHL24; RNF111; UBR3; ASB18; UBE2R2; CBLL1; KCTD9; IRF2BP2; UBE2Q1; CAND1; FBXO11; MIB1; RNF135; CUL9; UBR1; AMN1; RNF168; KLHL36; FBXL6; WDTC1; ARRDC1; TRIML2; RNF148; PAF1; RNF152; TRIML1; RNF149; KCTD6; RNF169; ARRDC4; FBXO25; DCAF11; TRPC4AP; RNF139; TRIM41; LEO1; RNF138; LMO7; ASB5; ASB11; SOCS4; RAB40A; ASB10; ASB17; ASB15; MYLIP; KCTD13; RTF1; PEX13; USP9X; USP7; MED12; FBXW7; FBXO32; TRIM63; FBXW5; UBE2W; C18orf25; SPSB1; ANAPC16; RSPRY1; ASB9; SIRT1; TRIM11; ITCH; VCPIP1; FEM1C; LRR1; C10orf90; KLHL15; RNF145; NEDD4L; RAB40C; CDCA3; BARD1; EPAS1; NEURL2; UBAC1; WAC; HERC2P3; TRAIP; PINK1; TRIM8; TRIM7; WWTR1; BTBD1; RNF38; WWP1; GAN; UBE2Z; SMURF1; CCNB1IP1; UBE2T; BIRC6; TULP4; RAD18; ATG3; RLIM; ASB6; DCAF16; KCMF1; RNF181; KLHL9; KLHL13; SAE1; PEF1; MALT1; FBXL17; FBXL7; FEM1B; FBXO9; FBXO3; FBXL5; FBXL2; RNF150; ZNRF3; TRIM33; DTX4; KLHL20; HIF3A; NOSIP; UBE2J1; HECTD4; ARIH1; RNF215; MIB2; HUWE1; CHFR; AMFR; HECW1; RNF126; HECW2; CNOT4; SMURF2; UBR2;	GO:0016567~protein ubiquitination	236	444	53.1531531531532	0.000103561607801228	0.136840947669889	1	1	0.806019993516958	1	1
down	HMX3; ARGFX; UNCX; DRGX; VGLL3; FOXO6; ZNF487; ANHX; PDLIM1; FOXN3; ARID1A; CHD1; CHD2; ZNF609; ZBTB22; FOXN1; CLOCK; ZBTB43; PAX4; FOXO3; RAD21; SMARCA5; NOBOX; ZBED4; TSC22D2; TADA2A; CREG1; ACTL6B; MED26; SIX6; PTTG1; EGFR; TGFA; MYCN; ERBB2; ZFY; HMGB1; ANXA4; HOXC6; RHOXF2B; MYBL2; PRKAR1A; HSPD1; THRA; ATF2; ZFX; ZSCAN20; UBTF; HOXB6; ATF7; DDX5; ATF6; PAM; WT1; POU3F2; HNF1A; MYF6; ATP2B4; NFYB; BRD2; YY1; UCP1; HMGB2; HOXA6; HOXC12; HOXD11; FOXN2; CKS2; HOXD12; DEK; SREBF1; PPARG; BRCA1; CDKN1A; SOX3; MLLT3; CRK; ID4; RFX2; SMARCA2; SMARCA4; STAT5B; MNAT1; ZNF143; DGKQ; CEBPG; SUB1; VSX2; ZC3H6; RHOA; IRX6; IRX4; IRX3; SMAD3; HOXC5; FOXK2; POU5F1; CREB5; PPARD; EVX2; GLO1; GABPB1; MESP2; TEF; TFCP2; SMARCB1; BPTF; NFATC3; HDAC1; SNW1; NFYC; ELF2; NEUROD2; NEDD8; MAPK14; ECM1; LRRFIP1; GON4L; KLF17; UTF1; DMRTA1; OTP; USF3; ELP2; FOXR1; ATAD2; ASCL4; NFXL1; ZNF704; ZNF367; NFE4; DMRTC2; ATOH7; LCORL; TPRX1; JMY; SNIP1; SMARCC2; ARNTL2; AHCTF1; TFAP2C; DDX17; SMARCC1; SMARCD2; SMARCE1; ELP4; SMARCD1; SNF8; LCOR; PKNOX2; ZNF396; DACH2; FOXN4; TRERF1; MED15; TSC22D3; TEAD3; RBBP8; PRRX2; CITED1; VGLL1; RHOXF2; PHF20; ABCA2; GSX2; CTDSP1; HOXD1; NUCKS1; NEUROG2; ADNP; FOXP1; KDM4C; NEUROD4; UBN1; TCF7L2; BAZ1A; MED17; ZNF446; CNOT2; VSX1; STOX2; RCOR3; MYEF2; RERE; THAP10; KDM5B; GTF2IRD1; BAZ2B; POU2F3; TRAK1; MYRF; KCNIP3; ZNF711; USP16; SOX21; ELF1; CCNL2; RUVBL2; TCF23; KLF10; HIF3A; KLF7; HAND1; TFAP2D; PIAS1; CBFB; KLF2; ELK4; ZNF823; MED1; CCNC; NFE2L1; FOXE3; BRWD1; NHLH2; EGR4; NR2F6; SUPT5H; HMGB3; EMX2; SP6; SP9; MED13; LIN9; ELF4; ARID4A; EPC1; RFX6; ZNF791; FOSL2; VEZF1; KLF13; KLF4; ZNF443; HIF1A; EPAS1; KLF16; FOXD4L3; NFE2L3; FOXC2; ZMYM4; JDP2; ZIC5; ZNF625; MED18; NOTO; MTDH; ETV3; FOXL2; SUPT20H; SP8; RLF; ZIC2; FOXD4L5; NR2C2; DLX6; SUPT20HL2; NANOGP8; FOXC1; IFRD1; FOXA1; FOXI3; FOXD4L6; MLXIPL; NFE2L2; TBL1X; ETV4; SUPT20HL1; GRHL3; RFX3; ASCL5; FOXD4L4; PIAS2; ZMYM2; DUX4L9; EN1; DBX2; NR2F1; BARHL2; MED12; CCNH; FOXI2; ZNF292; KLF5; MYT1; EN2; MED14; TFDP1; PTF1A; TFAP2B; FIGLA; BRWD3; ANKRD2; SP5; NUPR2; KLF14; TFDP2; GRHL1; TCF15; ASCL1; HMGB1P1; KLF15; ZIC3; GMEB2; NR2E3; PRDM13; SPIC; BSX; BARHL1; FOXS1; MED21; ARID1B; KLF3; TCF21; BHLHA9; CDX2; NR2E1; FOXD1; NRF1; HAND2; GRHL2; CCNT1; DUXB; ZIC4; IRF2BP2; SIM1; TWIST2; RXRG; ARID5B; ARID4B; VAX1; ATF4; SATB1; NPAS4; ZNF799; RFXANK; ETV6; ELF5; EMX1; MLX; DLX5; GABPA; MED13L; ZNF608; RFX4; ERF; SP1; PHIP; EHF; PIAS4; DLX1; CCNL1; GMEB1; NR2F2; ZMYM1; FEV; SATB2; RUVBL1; SP3; ZIC1; TBL1XR1; NANOGP1; ZNF57; RXRA; ELF3; BARX2; ETS2; DEAF1; SIM2; FOXD2; FOXB1;	GO:0006357~regulation of transcription by RNA polymerase II	371	747	49.665327978581	0.000112730674632799	0.136840947669889	1	1	0.821609997635895	1	1
up	PRMT5; GEMIN2; SART1; SNUPN; SNRPB; CLNS1A; GEMIN4; SNRPE; SNRPF; SNRPG; SNRPD1; SNRPD2; SNRPD3; SART3; SMN1; GEMIN5; TGS1; WDR77; GEMIN7; PRMT7; GEMIN8; DDX20; COIL; LSM4;	GO:0000387~spliceosomal snRNP assembly	24	28	85.7142857142857	0.000117922603996456	0.0427665977160482	1	1	0.815526318955373	0.99999998705187	0.412646821800292
down	FEZF1; CNOT1; NUPR2; NOTO; CBX4; SUPT5H; WWP2; ARID1A; BHLHE40; OVOL1; MEIS2; BACH1; XPO1; MDM4; ZBTB7B; HDAC3; FOXP2; CBFA2T2; KLF4; FOXO3; FOXS1; TCF21; SORBS3; MAFK; TBL1X; PROP1; ZNF217; NCOR1; DEAF1; FOXH1; LEFTY1; KLF7; PIAS1; HEXIM1; ZNF205; ZBTB7A; SOX14; CBX6; IL33; HAND1; PTH; IGF2; HBZ; EDN1; RB1; ENO1; HMGB1; UBB; UBC; GLI2; MYB; NR2F6; NR2F1; VDR; ESRRA; TPR; BMP4; SKI; HOXD8; IRF2; ETS2; EZR; ATF2; TCF3; GCFC2; YBX3; PTPN2; DDX5; WT1; RXRA; EFNA1; HNRNPA2B1; SFPQ; CCND1; NR2F2; GADD45A; YY1; LMO1; PAX6; RPL10; CALR; POU1F1; ELK4; PEX2; HOXD9; KDM5A; HOXA7; HOXC8; CTNNB1; PCGF2; RFC1; SOX6; SOX18; SOX11; PPM1A; PPARG; IFI27; VHL; LEP; ETV3; ETV6; FRK; NKX2-1; SOX2; SOX9; NRIP1; NR2C2; CTCF; CEBPA; PSEN1; MXI1; ERF; ASCL1; RORC; SMARCA2; SMARCA4; HDGF; ZNF131; HMGA2; NKX2-5; PLK1; MAPK10; PRRX1; FOXG1; FOXA1; DLX1; PER3; KLF3; PCBP3; FOXL2; UBE2D3; MAX; ISL1; RPS14; CNBP; RPS27A; SUMO1; UBE2I; YBX1; NKX3-2; NKX6-1; SARNP; SMAD3; FOXK1; CDK6; PURA; HNRNPU; MDM2; E2F1; INSM1; FOXK2; SATB1; POU4F1; POU5F1; MEF2A; SP3; CAV1; PPARD; NOTCH2; TLE4; EMX1; EMX2; MXD1; EN1; RBPJ; MEF2C; GABPA; KHDRBS1; FOXM1; EP300; SREBF2; BPTF; POU4F2; FOXC1; DLG1; KLF10; REST; MAP2K5; TBX2; TRIM28; ZNF177; ORC2; SMAD4; SQSTM1; HDAC1; TDG; SNW1; CUL3; ACVR2B; KLF5; CBFB; SIM2; FHL2; HES1; CBX2; ARID5B; CRYM; SUZ12; NR6A1; TGIF1; NCOA2; MED1; ALX1; SMAD2; VPS72; ZFHX3; NFIL3; LRRFIP1; ZNF568; CRY2; VAX1; BEND3; MLIP; DAB2IP; KANK2; E4F1; SP5; OTUD7B; NIPBL; HMBOX1; CDC73; ATF7IP; BCOR; AEBP2; KCTD1; MEPCE; OLIG3; IRF2BP2; MTDH; JAZF1; CIR1; WWC1; SIRT2; MYOCD; OSR2; PIAS4; SDR16C5; RYBP; WDTC1; NKAP; ESX1; PAF1; GLIS1; ZBTB34; CPEB3; GLIS3; FLCN; DMBX1; OSR1; FEZF2; ZNF431; FNIP1; PPP1R13L; JDP2; TFAP2B; RTF1; TFAP2C; RREB1; DPF2; PROX1; EZH1; N4BP2L2; HOXB13; GATA6; FOXJ1; USP9X; E2F7; NACC2; SIRT1; DNAJA3; AURKB; PAWR; NSD1; ZNF354B; HEXIM2; NEDD4L; PURB; ARX; NACC1; NODAL; SIN3A; SPEN; MNT; CDX2; SMAD5; MDFI; SMO; FOXC2; CITED2; TCF25; HINFP; OVOL2; DUSP26; KLF16; HDAC8; IRX2; TBL1XR1; NKX6-2; PEG3; ANKRD2; WWTR1; GZF1; BCL11A; EPC1; HIPK2; TXNIP; PRDM12; SUV39H2; SMURF2; PRDM16; CBX8; ZBTB20; CHD8; HMX1; MLXIPL; TCF7L2; KMT5A; PRDM6; DLL4; SIRT7; SALL1; TENM2; DNAJC17; THAP1; RLIM; CHCHD3; WWOX; CNOT2; H2AFY2; ZNF219; MBD2; DNMT3B; HESX1; MLX; DACH1; RCOR1; TCFL5; ZNF608; YEATS2; BARX2; TBX20; TRIM33; DICER1; HDAC5; ZNF148; KCNIP3; STRAP; TBX22; MTF2; NFE2L3; TRAF6; NEUROG3; HEY1; DMRT1; KLF2; DNMT3A; KDM1B; ZFPM2; INSM2; FOXO6; NR2E1; NFIA; CC2D1B; PAXBP1; TBX4; E2F2; PDX1; MBD3L1; SREBF1; NR2E3; DR1; FAM220A; PHF21A; RARA; ASCL5; NFIB; HES4; TBX5; REL; PRDM14; HES6; MECP2; MGA; ZHX3; MIER1; TBX18; ANKRD33; HES3; PRDM13; HEYL; ATXN1; MBD1; NR0B2; TBX15; PCGF6; RIPPLY1; E2F4; MTA1; SATB2; HOXA2; RARB; ZNF564; JUN; HBP1; MIER3; THRA; ID4; VRTN; HOMEZ; LDB1; ASCL4; THRB; GATAD2A; TBR1;	GO:0000122~negative regulation of transcription by RNA polymerase II	414	847	48.8783943329398	0.000130280687521855	0.140572861836082	1	1	0.850732889517716	1	1
up	ZBTB42; OVOL3; FOXE1; PDE2A; WNT10B; CUX2; TCERG1; KLF11; ZNF263; PER2; ZBTB5; ZNF536; SMAD7; PER1; SNAI2; SOX15; ZEB2; KDM1A; ZNF254; MAF; SAP30; E2F6; HSBP1; USP2; PRDM1; ZNF189; PSMD10; WFS1; URI1; PHF14; TRIM37; SOX30; SNAI1; CBX7; EOMES; MYC; TNF; EPO; NR3C1; TFAP2A; ELANE; NFIC; FBP1; PARP1; ATXN1L; GLI3; AR; TXN; FGFR1; SCGB1A1; PCNA; BMP2; SKIL; NR2C1; RARG; HCLS1; TRIM27; HOXB3; HIVEP1; GATA1; HOXB4; TAL1; CEBPB; SPI1; EGR1; ATF3; NFKB1; FST; NR1D1; BMP6; S100A1; SP100; GATA2; GATA3; EDNRB; CCNE1; CDK2; ZFP36; MSX1; MZF1; RBL1; BMI1; PHB; DRD3; DDIT3; ZEB1; SNCA; MMP12; STAT3; BCL6; ELK3; STAT1; STAT6; NR4A2; CBX5; NOTCH1; HCFC1; UBE2D1; ZNF136; ZNF140; ATN1; HDAC4; GSC; COPS2; PKIA; RPL23; IGBP1; IRX1; BTG2; HAMP; ZBED6; HSF1; RUNX1; SP2; PAX5; IRF8; HHEX; CREM; ARID5A; RELA; C1QBP; PPID; FOXF1; NFX1; PRDM2; CTBP1; OLIG2; PTCH1; HIC1; MXD4; ZNF268; IRF3; POU6F1; DRAP1; NFIX; TCEAL1; ANKRD1; SIX1; TWIST1; EZH2; ZBTB6; CRY1; RBBP7; ZNF239; IFI16; SNAI3; AKIRIN2; ZBTB37; RIF1; GFI1B; TAF3; WWC2; ZNF746; CTR9; ETV3L; MED25; NRARP; ZNF589; TMPRSS6; IRF2BP1; AEBP1; PHF6; ZFPM1; PARP9; BCL6B; ZGPAT; ZC3H8; ZBTB2; MCPH1; TRPV1; KDM2B; ZNF675; TCP10L; HDAC7; NR4A3; HDAC2; CREBBP; JARID2; SEMA4D; IRF7; KAT5; CREB3L1; THAP11; RITA1; ZNF668; ZBTB45; PRMT6; PHF12; UHRF1; NOTCH4; RNF2; ZBTB18; NPAS1; ASCL2; ZKSCAN3; ZNF692; MXD3; SCRT1; GLIS2; FOXP3; BHLHE41; ZNF350; SAP130; IRF2BPL; TP63; PLK3; GSX1; IKZF5; SUDS3; EHMT1; TRPV4; TAF9B; ZBTB26; HMG20A; MYOZ1; MYOZ2; SCRT2; BATF3; SMYD2; DUSP22; DACT1; TFCP2L1; ZNF224; FNIP2; IMPACT; UXT; HEY2; CGGBP1; TRPS1; DDX20; TAGLN3; VAX2; MOSPD1; FOXD3; PURG; HDAC9; ZHX1; TBX21; MYT1L; WWC3; ZBTB21; HSF4; NOTCH3; TIMELESS; PKIG; ZBTB1; ZNF281; ZBTB32; ZBTB12; NOC2L; DCAF1; KLF12; HCFC2; ETV7; NCOR2; EID1; USP3; ZHX2; HES7; JUND; ID1; SIRT6; LDB2; ZFHX2; ID2; CUX1; ZNF8; SRY; ZNF835; SKOR1; DLX2; GATAD2B; PROX2; NFKB2; MTF1; TBX10; MTA2; ZNF501; SOX8; CIC; IGHMBP2; EED; ZNF382; ZNF497; PCGF1; ID3; ZNF567; RELB; NR1D2; ZNF613; BRMS1; CC2D1A; TBX1; E2F5; RIPPLY2; ZNF649; ASCL3; SOX10; NR1H2; E2F3; ZNF691; MIER2; SKOR2; ZFP90; MTA3; ZFHX4; JUNB; NR1I3; MBD3;	GO:0000122~negative regulation of transcription by RNA polymerase II	309	847	36.4817001180638	0.000182663911626024	0.0635962674717166	1	1	0.889927099338347	0.99999998705187	0.613628370084663
up	PIK3CD; PIP5K1C; IL1B; PLA2G1B; ITGB2; S100A8; S100A9; SAA1; CXCL8; CCL3; VAV1; DPEP1; CXCL3; C5AR1; CXCR2; XCL1; PIK3CG; NCKAP1L; ITGA1; CXCL6; PDE4B; PREX1; CKLF; CCL1; CXCL9; XCL2; CXCL2; CCL4; CXCL1; CCL22; CXCR1; CCL25; PPBP; CCL17; FCER1G; CXCL5; CCL11; CCL18; CXCL13; CCL23; CXCL11; CCL15; CCL20; CCL2;	GO:0030593~neutrophil chemotaxis	44	76	57.8947368421053	0.000240838128432896	0.0806251949953819	1	1	0.919566679722845	0.99999998705187	0.777937274617211
up	LGALS9; TRAF5; TNFSF11; AIM2; IKBKB; IRAK2; MAP3K7; RIPK2; TLR2; TRIM37; IL18RAP; TNF; IL1B; LTF; AMH; PLA2G1B; ITGB2; S100A8; ICAM1; PRKCB; S100A9; NPM1; AR; CLU; NFKB1; CAPN3; PRKCH; CD40; CD40LG; STAT3; WNT5A; CX3CR1; MTPN; TIRAP; UBE2N; ADAM8; NFKB2; RELA; DHX9; TRAF2; TRIM32; TRAF1; IL18R1; IL18; TRIM14; FLOT2; TRADD; CARD16; CARM1; TICAM1; ERC1; TRIM22; RTKN2; EDA; RAB7B; RNF25; RNF31; DDRGK1; NLRP3; TRAPPC9; MYD88; CARD14; PRKD2; DHX33; NOD2; SPHK1; MID2; PYCARD; ALK; TNFSF18; NOD1; RIPK3; IRAK3; IKBKG;	GO:0051092~positive regulation of NF-kappaB transcription factor activity	74	154	48.0519480519481	0.000253280118289845	0.0816500055405485	1	1	0.924205193442165	0.99999998705187	0.787825477958009
down	FEZF1; FAM170A; HAS3; TAF4; ARNTL; NFIB; ARID1A; DVL1; MAP2K7; MSTN; IRF6; ARHGEF11; CHUK; TRIM24; AXIN1; TP73; CLOCK; ATMIN; KLF4; FOXO3; MED14; ZIC3; EDF1; TBL1X; FZD7; LRP5; PITX3; DEAF1; MED24; LRP6; FOXH1; PIAS1; PIAS2; SEC14L2; TRIM16; ZIC2; BCL10; WNT11; CHEK2; EGFR; AGT; EGF; TF; MYCN; IL5; JUN; INSR; RB1; SP1; FGF2; GLI2; ZBTB48; MYB; RARA; TGFB3; PIM1; BMP4; CDH1; XRCC6; ETS2; TCF3; CREB1; HMGA1; BMP7; ATF4; WT1; TBP; POU3F3; HNF1A; NFYA; PAX3; NR2F2; MT3; PAX6; HMGB2; ARNT; POU1F1; TEAD1; SMARCA1; MAPK1; KDM5A; NOS1; AKT1; OTX2; ELF1; CTNNB1; RFC1; SOX18; SOX11; PPM1A; MAP2K2; PPARG; BRCA1; VHL; MLLT3; NKX2-1; RFX3; SOX2; SOX9; NRIP1; CTCF; PSEN1; CDKN1C; AGTR2; DNM2; RORC; SMARCA2; SMARCA4; BRCA2; MECP2; HMGA2; NKX2-5; DLX5; WNT3A; WNT4; FOXL2; HAND2; PCBD1; ESRRG; CNBP; ELF3; SMAD3; FOXK1; E2F1; FOXK2; ROR2; SP3; MAP2K1; CREB5; PAX2; KMT2A; PPARD; YWHAH; MEF2C; PAX8; FOXM1; EP300; TP53BP1; ILF3; FOXC1; REST; RLF; BAMBI; TRIM28; UBE2V1; SMAD4; PICALM; HDAC1; NEUROD1; NCOA4; HNRNPD; SERTAD2; FHL2; HES1; NCOA6; NOLC1; ATXN7L3; ERBB4; TEAD2; MED1; TRIP4; ALX1; ELF2; NCOA1; SMAD2; ZFHX3; ZIC1; NFIL3; HIF1A; ZXDC; EDRF1; RNF187; GDF6; NAA16; HMBOX1; RGMB; JMJD6; ATAD2; ATF7IP; KDM7A; RNF111; CREB3L2; RAI1; SETD3; RBM23; GPBP1; SFR1; RFX6; CRLF3; YAF2; KMT2E; MYOCD; OSR2; SFRP1; RYBP; RNF10; CTCFL; SMARCC2; FANK1; SETD7; NAT14; PHIP; ARNTL2; KAT6B; TFAP2B; ZNF516; RREB1; PROX1; KAT6A; TAF15; GATA6; SMARCC1; DVL3; MED12; TESC; TRIM44; FUBP3; NSD1; FOXN4; TRERF1; CAMKK2; CDK5RAP2; ATOH8; RSF1; DNAJC2; TBX5; ELF4; CDX2; SMAD5; NPAS2; FOXC2; CITED1; CITED2; HINFP; MESP1; WAC; LGR4; ZNF341; TBL1XR1; FGF23; ING2; EPC1; HIPK2; TASP1; KAT8; PTGES2; PRDM16; GPBP1L1; CHD8; MLXIPL; SALL1; MED17; EHF; CALCOCO1; PPARGC1A; LHX3; MED13; SIX4; GDF2; USP22; MAPRE3; MYRF; MAP3K2; THRAP3; GRIP1; ZNF711; DYRK1B; KDM3A; HEY1; USP16; KLF2; SNX5; SPIN1; NCOA3; NFYB; ARID1B; PRDM9; DYRK1A; ING1; PRDM7; ABRA; NFE2L1; FEZF2; MYBL2; PRDM13; NFE2L2; NUP85; NFE2L3;	GO:0045893~positive regulation of transcription, DNA-templated	288	570	50.5263157894737	0.000269041675980075	0.237514883222046	1	1	0.941914907606243	1	1
up	IGKV2-28; IGKV2D-30; IGKV3D-20; IGKV1-12; IGLC7; IGKV2-29; C1R; IGKV1D-33; IGKV1-33; IGKV1-39; IGKV1D-16; IGKV1D-12; IGKV2D-40; IGKV2D-28; IGKV3-20; IGLV2-23; IGLV2-8; IGLV3-1; IGLV6-57; IGHV1-69; IGHV1-46; IGHV3-11; IGHV3-48; IGHV3-13; IGHV3-53; IGHV3-30; IGHV3-33; IGHV2-70; IGKC; IGHG2; IGHG3; C4BPA; VTN; IGLV7-43; IGKV1-16; IGKV1D-39; IGKV2-30; IGKV5-2; IGHV4-34; C8B; C8G; CD55; CFH; C4A; C4B; IGLC6; IGLC2; CLU; CR2; C5AR1; IGHV1-2; IGLV3-21; C1QBP; C3AR1; CR1L; CFHR4; CFHR5; C5AR2;	GO:0030449~regulation of complement activation	58	113	51.3274336283186	0.000319574038976977	0.0962310535467736	1	1	0.942816190444534	0.99999998705187	0.928515255485682
