DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	 Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process	Hochberg step-up process	Benjamini and Yekutieli
up	NKX6-3; ARID3C; EFCAB7; MCIDAS; OVOL3; TLR4; APBB1; BMPR1B; MEN1; SUPT5H; WWP2; ARNTL; WASL; MEIS1; NR5A2; DLL1; DDX3X; NFIB; E2F3; WNT7A; RFXANK; KMT2D; OVOL1; PHOX2A; BACH1; IKBKB; CASK; PPP1R12A; ZNF609; CHUK; FOXN1; SOX12; HDAC3; TLR3; CLOCK; MAFG; PER1; TET3; CRX; HOXC11; ATMIN; TBX1; FOXO3; GALR2; TCF21; TLX2; AIRE; MED14; SOX15; ZNF292; FOXD2; CCNT1; GREM1; LMX1B; GALR3; BRD4; TBL1X; LRP5; PROP1; MAF; NR1I2; RPS6KA5; FOXH1; RPS6KA4; STK16; KLF7; PRPF6; NFAT5; ABLIM3; CAMTA2; SPDEF; SIX3; FSTL3; ESRRB; IL33; ECD; EOMES; ONECUT2; ABL1; EGFR; FOS; MYC; HRAS; TGFB1; CGA; IGF2; PF4; RAF1; PLA2G1B; WNT1; IGF1; APP; IL4; SERPINE1; IL6; EDN1; JUN; TFAP2A; RB1; DCN; HEXB; YES1; SP1; GLI1; PFKM; MET; FGF4; NFIC; SERPINF2; HOXB5; HMGB1; HOXB7; CSF3; UBB; UBC; GLI2; MYB; MYBL1; AR; RARA; TGFB3; CD28; ERG; VDR; ESRRA; SRF; BMP4; SKI; XRCC6; RARG; HCLS1; DRD2; POU2F1; ETS1; LIF; ETS2; MYOG; ATF2; FOSL2; VEGFA; TCF3; CREB1; EPCAM; HMGA1; JUNB; HOXB4; XBP1; ERCC2; BMP7; EGR1; ADCYAP1; ATF1; ATF4; ATF6; TNFRSF1A; TFEB; TFE3; EN2; SLC9A1; RXRA; POU3F2; HOXA5; IL11; TAF1; BMP6; NME2; NR4A1; ITGA6; SFPQ; MYF6; GATA3; YY1; LMO1; PAX6; HMGB2; MAPK3; ARNT; ELK4; TEAD1; HOXD10; MSX1; SMARCA1; ARID4A; TLX1; AKT1; OTX1; ELF1; GTF2H1; CIITA; CTNNB1; RORA; HOXD13; DRD3; SOX18; SOX11; ZNF76; BMPR1A; ACVR1B; PPARG; ZEB1; BRCA1; GDNF; PBX2; PBX3; STAT3; ETV5; ETV6; WNT5A; ELK3; STAT6; WAS; CDKN2B; ETV4; NAMPT; ATRX; GALR1; ID4; RFX2; RFX3; SOX2; SOX9; NRIP1; NR2C2; SLC11A1; CDK8; ARRB1; HOXA1; EVX1; CEBPA; CEBPD; FLT3LG; GSK3A; CSRP3; ASCL1; CDK9; SMARCA2; SMARCA4; STAT5B; RPS6KA3; CCNH; MNAT1; ZNF131; ZNF143; HMGA2; NKX2-5; FOSB; NR1H2; UCN; MLLT6; FOXA1; PKNOX1; PAX9; DLX1; HDAC4; CTBP2; WNT3A; CD81; IL2; ACTR3; ACTR2; HAND2; LMO4; HNRNPK; ESRRG; CNBP; RPS27A; PPP3R1; YBX1; JAG1; PRKDC; ELF3; SMAD3; PKD1; HOXA4; HSF1; HNRNPU; E2F1; FOXK2; RUNX1; FLI1; TFAP4; MC1R; POU4F1; POU5F1; MEF2A; MEF2B; SP3; NHLH2; PAX2; CREM; KMT2A; ACVR1; UBE3A; EGR4; GRIN1; RNASEL; RBPJ; GABPA; GABPB1; SOX4; PPARA; FOXM1; EP300; DBP; TEF; TFCP2; SMARCB1; BPTF; NFIA; TCF15; TP53BP1; HYAL2; FOXF2; FOXC1; FOXI1; NFATC3; PRDM2; RLF; NR1H3; FADD; MAP2K5; MAPK7; ATM; FZD5; SMAD4; MED21; PIN1; HDAC1; SNW1; KLF5; CBFB; NFYC; IL18; VEZF1; TFDP1; TFDP2; E2F2; HES1; NFE2L1; HLTF; IRF3; NCOA6; MEF2D; NR1I3; MORF4L2; PRKD1; PPP2R5B; IRF4; E2F5; RPS6KA1; SIX1; TCEA2; MED1; TWIST1; NEUROD2; NCOA1; SMAD2; SMAD1; ZFHX3; ZIC1; E2F4; MAPK14; IL17A; TAF9; POU2AF1; NRF1; HIF1A; FOXD1; PTPRN; ZNF750; RFX4; GLYR1; CDON; ARID4B; AKIRIN2; DCAF6; AKNAD1; MLIP; IER5; TET2; ZNF746; JMJD6; CDC73; TAF2; CRTC1; MAMSTR; RNF111; CREB3L2; MED25; ASXL2; SCX; SETX; MAVS; AKNA; TFAP2D; PCGF5; LDB1; NFE4; BCL9L; NLRC5; METTL23; PPARGC1B; CRLF3; NPAS4; CREBRF; ARID3B; SIRT2; ASXL1; MAML2; PELP1; MYOCD; AHI1; SIX5; SPIC; RNF10; PAF1; ZBTB38; GLIS1; NFATC2IP; GLIS3; ZMIZ2; FLCN; MAFA; CTCFL; GABPB2; KLF14; SP7; LMX1A; GRHL3; DOT1L; CREB3L4; LEO1; ZFPM2; LMO7; PHIP; AUTS2; TFAP2B; LPIN2; RTF1; MAML1; RORB; TFAP2C; RREB1; CREBBP; EZH1; KAT2A; KAT2B; DDX17; COPS5; GATA6; SMARCC1; ARHGEF2; MED12; E2F7; RGMA; SIRT1; SFRP2; DDRGK1; FUBP3; ZBED3; ABHD14B; MAML3; IFT74; TOX2; IL17F; CITED4; NODAL; SIN3A; UHRF1; PHOX2B; EYA1; ELF4; PITX2; NPAS2; NKX3-1; EPAS1; ARID3A; ATF6B; FOXC2; CITED2; OVOL2; PAGR1; IER2; GLIS2; TBL1XR1; PRKD2; EGLN1; PEG3; ALX4; CSRNP2; IRF2BPL; NUCKS1; EPC1; HIPK2; TP63; SOX17; BCAS3; SMYD3; NANOG; MLXIP; BCL2L12; ELL3; BARX1; SENP2; CHD8; SLC40A1; GCM1; SIX2; IL26; TCF7L2; ASH1L; SIRT7; SALL1; SOHLH2; HOXC10; WWOX; FOXJ2; SENP1; CALCOCO1; CHD7; ZNF219; ONECUT1; PPARGC1A; FBLN5; MLX; TBK1; MED13; KLF15; SIX4; SALL4; LEF1; AGO2; AGO1; INO80; MYO6; PLAGL1; PLAGL2; FOXJ3; HDAC5; RUVBL2; RAX; THRAP3; KLF13; SALL2; MTF2; KDM3A; TRAF6; KLF12; USP16; KLF2; NR2E3; GMEB1; CHCHD2; IKBKG; NCOA3; FOXO6; ZNF821; ONECUT3; MGA; LPIN3; SOX13; TBX2; DDN; TBX20; SSBP3; POU6F2; ZNF148; KAT6B; MED19; NPAS3; CHCHD2P9; LRP5L; NKX1-2; SETD3; CAMTA1; KDM1B; EBF1; ZNF382; POU2F2; LAGE3; CTAG2; HMGB3; RAI1; DLX5; IKZF3; HOXA9; TAF4; SMARCA5; TBR1; HOXC9; LPIN1; MECOM; SOX1; PPARD; NFATC4; DLX3; CTCF; ZNF835; IKZF1; PAXBP1; CCDC160; PTOV1; ZNF497; DLX2; ASXL3; SBNO2; EBF2; THRA; SOX5; NR2F1; MEOX1; DPF1; CRTC2; NKX6-2; SOX6; GFI1; TEAD4; NCOA2; KAT8; NR1D1; BCL9; LHX9; POU6F1; DR1; ZNF613; ABRA; POU5F1B; KMT2C; SIM1; CRTC3; CDK13; RSF1; POU3F3; SPAG8; EGR3; TNIP3; HMGB1P1; SSBP4; NKX2-2; SIM2; ATAD2B; ZNF740; DLX6; SOX14; IKZF4; TBX21; DPF2; TBX15; TCF20; POU3F1; TBX6; ZNF462; KAT6A; NKX3-2;	GO:0045944~positive regulation of transcription by RNA polymerase II	654	1138	57.4692442882249	0	0	0	0	0	0	0
down	POLR3A; PLSCR1; PQBP1; DDX58; TTC4; OAS1; ISG15; RNASE1; IFI6; BCL2; IRF1; IRF2; EIF2AK2; MX1; MX2; FLNA; CD40; PML; OAS2; APOBEC3A; GBP1; STAT1; IFNAR2; STAT2; F2RL1; ADAR; ABCE1; IFITM3; RELA; IL10RB; BST2; AIMP1; BNIP3; IFIT5; PMAIP1; ZMYND11; OASL; IFI16; ZC3H12A; PDE12; ZC3HAV1; IFNE; TICAM1; APOBEC3F; PARP9; DDX60; TRIM22; LILRB1; DTX3L; RSAD2; DDX1; IRF7; TRIM52; ISG20; DHX58; RTP4; NLRP3; FAM111A; TRIM34; IFIH1; TRIM5; NT5C3A; UNC93B1; APOBEC3G; MOV10; IL23A; ZCCHC3; ABCF3; POLR3E; POLR3B; TLR7; APOBEC3B; HERC5; CNOT7; DDX41; POLR3H; OAS3; AICDA; IFIT1; AEN; TLR9; IFIT3; IFIT2; APOBEC3C;	GO:0051607~defense response to virus	84	198	42.4242424242424	0	0	0	0	0	0	0
down	DDX39A; NUDT21; ZC3H11A; CPSF4; CSTF2; NCBP2; MAGOH; U2AF1; CSTF1; SRSF1; SRSF6; RNPS1; FIP1L1; ALYREF; THOC6; CPSF7; U2AF1L4; MAGOHB; UPF3B; CSTF2T; CPSF2; CPSF3; RPRD1A; RPRD1B;	GO:0031124~mRNA 3'-end processing	24	59	40.6779661016949	0.00010288299407768	0.00902233671234873	0.731498087892304	0.739831610412596	0.629541040761323	0.731498087892304	0.0853320941974136
up	CHEK1; PDPK1; ROCK2; OXSR1; PRKCA; PRKACA; TAF1; GRK2; CAD; MAPK1; AKT1; TTK; ACVR1B; TGFBR2; MTOR; MAPK8; CLK1; GSK3A; GSK3B; CDK5; MAP2K1; MAP3K10; ACVR1; PRKCD; CAMK2D; DYRK1A; CDK5R1; CDK10; PRKD1; LRRK2; TTBK1; MARK2; LMTK2; WNK3; PRKD2; MYLK2; HIPK2; HIPK3; WNK1; STK39; TBK1; SBK1; HIPK4; HIPK1; DYRK3; DYRK1B; CIT; CDC42BPB; DYRK2; CDC42BPA;	GO:0018107~peptidyl-threonine phosphorylation	50	66	75.7575757575758	0.000113226289630619	0.0182635802416881	1	1	0.733635083061877	1	0.179050212681313
up	TMEM8B; MCIDAS; DAPK3; RB1; RPA3; IQGAP1; ASCL1; CDK9; FOXG1; SIK1; HNRNPU; TTLL12; MAEA; AFAP1L2; NEK7; GBF1; TTC28; SIRT1; SRA1; ASAH2; THAP1; MAP3K14; MAP3K4; CDK11B; PAK2; PAK5; MAP3K8; CKS2; MAP2K4; CKS1B; STK39; PIM2; MAP2K2; MAP3K19; MAP3K2; MAP4K4; MAP4K1; MAP2K3; MINK1; MAP3K1; MAP4K2; MAP2K7; STRADB; SLK; MAP2K1; STK24; RPRM; STK3; NRK; MAP2K5; CDC26; MAP4K5; STK4; STK25; TAOK3; STK10; OXSR1; TAOK2; TAOK1; PAK1; CDK11A; MAP3K3;	GO:0007346~regulation of mitotic cell cycle	62	90	68.8888888888889	0.000131119454672701	0.0208193109122498	1	1	0.753433875403165	1	0.204105766634294
down	XRCC1; POLR2C; POLR2E; ERCC3; XPA; TCEA1; POLD1; LIG3; CDK7; POLR2K; COPS2; POLR2G; RBX1; UBA52; ERCC8; GTF2H5; ERCC4; ZNF830; COPS8; COPS4; COPS7B; XAB2; POLK; COPS7A; ISY1; PRPF19; COPS3;	GO:0006283~transcription-coupled nucleotide-excision repair	27	73	36.986301369863	0.000142210747707372	0.0120310292560437	1	1	0.707302337216952	0.999999999987522	0.113787919305142
down	PXDNL; ZC3H12D; EME2; DXO; ENDOD1; PMS2; WRN; GEN1; SETMAR; PDE12; TATDN1; APTX; PLD3; FANCM; PLD6; ANKLE1; TSEN15; DDX1; TATDN2; HARBI1; ATAD5; MGME1; PELO; ZC3H12C; DCLRE1B; TDP1; RAD50;	GO:0090305~nucleic acid phosphodiester bond hydrolysis	27	73	36.986301369863	0.000142210747707372	0.0120310292560437	1	1	0.707302337216952	0.999999999987522	0.113787919305142
up	ARID1A; CHD1; KDM6A; SMARCA5; ACTL6B; ZBTB7A; MYC; RB1; MYB; TOP1; GATA3; SMARCA1; ATRX; SOX9; SMARCA2; SMARCA4; FOXA1; HDAC4; HILS1; RBBP4; SMARCB1; BPTF; PAK1; CBX3; HDAC1; PABPC1L; BRDT; SMARCD3; SUPT6H; NPM2; PBRM1; SMYD1; INO80E; SMARCC2; EZH1; KAT2A; KAT2B; SMARCC1; SMARCD2; SCMH1; SMARCD1; RSF1; TP63; CHRAC1; PIH1D1; CHD7; RERE; BAZ2B; BAZ2A; INO80; HDAC5; RUVBL2; HCFC1; DR1; KDM5C; HMGB1; KDM4C; TADA2A; KDM5A; HMGB3; RUVBL1; HMGB1P1; HMGB2; KDM5B; SATB1; KDM4B; JARID2; KDM4E; NPM3;	GO:0006338~chromatin remodeling	69	105	65.7142857142857	0.000158000192395868	0.0243272417443457	1	1	0.78320695370632	1	0.23849638190503
up	WASL; DNM1L; KPNA3; SLC9A3R1; LIN7A; MDM4; TCAP; FANCA; TAPBP; GPAA1; PPIH; WIPF1; CLDN14; FGA; CD74; VIL1; CD3G; LAMC1; EPB41; HMGA1; MATN1; GLDC; APC; MAPK3; TEAD1; GCHFR; PPP2R1A; ADD2; WAS; CAPZA2; SOX9; KNTC1; MNAT1; CAPZA1; NCKAP1L; SH3BGR; VAMP2; DLG4; SLC7A9; FANCC; MDM2; TFAP4; KMT2A; PICALM; PTK2B; HES1; LLGL1; VAMP3; OCLN; HFE; NFE4; RIMS1; WDR19; REPS2; DLG5; NUP210; PARD3; CHCHD10; CREBBP; KIFAP3; MAGI1; RANBP9; NAPG; TUBGCP2; CARD10; SSBP3; PARD6B; ADGRL4; IL1RAP; MDN1; MPP6; PPARGC1A; SLC24A2; ZNF148; SHANK1; CD2AP; SNX9; IKBKG; SAMM50; ST13P4;	GO:0065003~protein-containing complex assembly	80	128	62.5	0.000166394886611299	0.0252373856379704	1	1	0.792494616411516	1	0.247419137222857
up	ARHGAP32; MYO9A; RHOD; ARHGAP33; ARHGEF9; KALRN; SIPA1L3; OPHN1; TRIO; PLEKHG5; RHOBTB1; A2M; RHOC; BCR; RAC2; VAV1; RAP1GAP; TSC2; VAV2; CHN2; RAC3; CDC42; RHOA; RHOB; ARHGAP8; ARHGAP4; SOS1; SOS2; ARHGAP1; ARHGEF5; AKAP13; ABR; ARHGAP5; MYO9B; ARHGEF7; GNA13; ARHGEF6; RALBP1; RHOH; ITSN1; RALGAPA2; ARHGAP11B; ARHGAP15; FGD3; ARHGAP21; ARHGAP40; OBSCN; SYDE2; RAP1GAP2; ARHGAP17; RALGAPA1; ARHGAP11A; ARHGAP36; ARHGEF18; SYDE1; RHOU; SRGAP1; ARHGAP30; RALGAPB; ARHGEF19; ARHGAP12; RHOT1; TAGAP; PREX1; DEPDC1B; ARAP3; ARHGAP45; ARHGEF1; ARHGEF2; ARHGEF26; SIPA1; FGD4; ARAP1; ARHGAP9; RHOBTB2; ARHGAP39; RACGAP1; PLEKHG2; ARHGEF4; ARHGAP35; FAM13B; ARHGEF12; GMIP; ARHGAP23; ARHGAP26; STARD13;	GO:0051056~regulation of small GTPase mediated signal transduction	86	141	60.9929078014184	0.000177811246583781	0.0264952112251219	1	1	0.803543244990662	1	0.259750451013206
