Species	sample	counts
Pandoraea_fibrosis	CM317	2
Pandoraea_fibrosis	CMCD140	9
Pandoraea_fibrosis	CMCD147	90
Pandoraea_fibrosis	CMCD152	0
Pandoraea_fibrosis	CMCD154	3
Pandoraea_fibrosis	CMCD159	39
Pandoraea_fibrosis	CMCD161	0
Pandoraea_fibrosis	CMCD174	49
Pandoraea_fibrosis	CMCD196	0
Pandoraea_fibrosis	CMCD198	5
Pandoraea_fibrosis	CMCD203	3
Pandoraea_fibrosis	CMCD211	0
Pandoraea_fibrosis	CMCD227	0
Pandoraea_fibrosis	CMCD240	0
Pandoraea_fibrosis	CMCD259	2
Pandoraea_fibrosis	CMCD270	0
Pandoraea_fibrosis	CMCD275	22
Pandoraea_fibrosis	CMCD282	2
Pandoraea_fibrosis	CMCD286	0
Pandoraea_fibrosis	CMCD287	0
Pandoraea_fibrosis	CMCD294	12
Pandoraea_fibrosis	CMCD327	2
Pandoraea_fibrosis	CMCD335	7
Pandoraea_fibrosis	CMCD337	0
Pandoraea_fibrosis	CMCD357	0
Pandoraea_fibrosis	CMCD398	0
Pandoraea_fibrosis	CMCD403	2
Pandoraea_fibrosis	CMCD422	0
Pandoraea_fibrosis	CMCD426	6
Pandoraea_fibrosis	CMCD71	2
Pandoraea_fibrosis	CMCD72	13
Pandoraea_fibrosis	CMCD76	3
Pandoraea_fibrosis	CMCD88	0
Pandoraea_fibrosis	CMSA256	1
Pandoraea_fibrosis	CMSA316	13
Pandoraea_fibrosis	CMUC110	0
Pandoraea_fibrosis	CMUC192	1
Pandoraea_fibrosis	CMUC199	4
Pandoraea_fibrosis	CMUC200	0
Pandoraea_fibrosis	CMUC208	2
Pandoraea_fibrosis	CMUC231	0
Pandoraea_fibrosis	CMUC234	0
Pandoraea_fibrosis	CMUC285	3
Pandoraea_fibrosis	CMUC291	0
Pandoraea_fibrosis	CMUC295	1
Pandoraea_fibrosis	CMUC299	0
Pandoraea_fibrosis	CMUC301	0
Pandoraea_fibrosis	CMUC307	2
Pandoraea_fibrosis	CMUC313	11
Pandoraea_fibrosis	CMUC314	5
Pandoraea_fibrosis	CMUC323	2
Pandoraea_fibrosis	CMUC324	0
Pandoraea_fibrosis	CMUC331	1
Pandoraea_fibrosis	CMUC333	2
Pandoraea_fibrosis	CMUC334	4
Pandoraea_fibrosis	CMUC346	6
Pandoraea_fibrosis	CMUC352	3
Pandoraea_fibrosis	CMUC360	7
Pandoraea_fibrosis	CMUC363	24
Pandoraea_fibrosis	CMUC365	5
Pandoraea_fibrosis	CMUC366	1
Pandoraea_fibrosis	CMUC368	2
Pandoraea_fibrosis	CMUC377	2
Pandoraea_fibrosis	CMUC379	7
Pandoraea_fibrosis	CMUC380	1
Pandoraea_fibrosis	CMUC383	3
Pandoraea_fibrosis	CMUC394	12
Pandoraea_fibrosis	CMUC419	13
Pandoraea_fibrosis	CMUC427	0
Pandoraea_fibrosis	CMUC428	0
Pandoraea_fibrosis	CMUC431	2
Pandoraea_fibrosis	CMUC435	3
Pandoraea_fibrosis	CMUC439	4
Pandoraea_fibrosis	CMUC89	0
Pandoraea_fibrosis	CS219	0
Pandoraea_fibrosis	CS256	0
Pandoraea_fibrosis	CS257	31
Pandoraea_fibrosis	CS259	1
Pandoraea_fibrosis	CS261	6
Pandoraea_fibrosis	CS266	68
Pandoraea_fibrosis	CS270	4
Pandoraea_fibrosis	CS277	33
Pandoraea_fibrosis	CS288	7
Pandoraea_fibrosis	CS290	1
Pandoraea_fibrosis	CS292	2
Pandoraea_fibrosis	CS293	3
Pandoraea_fibrosis	CS301	5
Pandoraea_fibrosis	CS306	10
Pandoraea_fibrosis	CS308	4
Pandoraea_fibrosis	CS315	13
Pandoraea_fibrosis	CS317	84
