DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
down	PRKRA; GSR; ABL1; SOD3; PARP1; HSPA1A; GPX2; PRDX5; PRDX2; PYCR1; RAD52; NR4A2; NUDT2; RBM11; CYCS; FOXO1; DHRS2; ZC3H12A; ADNP2; SLC25A24; VRK2; VKORC1L1; ZFAND1; PYROXD1; PARK7; BRF2; ATP13A2; TMEM161A; PPARGC1A; SRXN1;	GO:0034599~cellular response to oxidative stress	30	94	31.9148936170213	1.00635777402047e-4	0.0127993799851344	0.685832822994952	0.69116651919726	0.605118557640784	0.685832822994952	0.120466698059581
down	NDC80; XRCC2; ENSA; DCTN3; ABL1; NUP214; CETN2; CENPF; NEK3; NEK4; CLTCL1; CDH13; CENPE; DCTN1; CENPW; DIS3L2; SKA2; SKA1; CDC5L; RNF2; NUP88; CDC6; TBCD; AZI2; PRDM5; KIF15; NUDT15; CDC23; MYBL2; WDHD1; TUBB4B; PLK4; PLK3; TUBA1A; TUBGCP4; TUBB; TUBGCP5; TUBA1C;	GO:0000278~mitotic cell cycle	38	134	28.3582089552239	1.08187709943253e-4	0.01304815200229	0.73708286784338	0.743033191890259	0.62455439932203	0.73708286784338	0.122808119558993
down	TTC26; UNC119B; MCIDAS; ABCC4; SNAP29; GSN; NME5; IFT88; TCTN1; TMEM67; TMEM107; NUDCD3; BBS7; SPAG16; BBS5; GALNT11; IFT81; FOXJ1; WDR34; TCTN2; WDR90; HYLS1; FOPNL; TMEM237; IFT140; CEP89; B9D2; CEP41; FHDC1; ARL6; TMEM231; MKKS; IFT46; PARVA; TMEM216; HDAC6; RAB23; INTU; B9D1; IFT52; CEP83; ATP6V1D; CFAP20; MAFIP; CFAP44; TRAF3IP1; CLUAP1; CDKN3;	GO:0060271~cilium assembly	48	187	25.668449197861	1.18412953952207e-4	0.0137840706397247	0.806392216414531	0.813260167743759	0.646061076763242	0.806392216414531	0.129734524462609
down	ENC1; APAF1; N4BP3; DCX; TIMM8A; FKTN; RGS9; SERF1A; CSPG5; SEMA4F; LGI1; GJB1; CHRM2; INHBA; SRGAP2B; PCSK2; SMPD1; NDUFV2; CHRM3; GAL; BDNF; L1CAM; CHRNA3; GDNF; EFNA5; NAGLU; GMFB; JAG1; APBA1; PCDH1; GPM6B; DOC2A; DCTN1; MEF2D; PAFAH1B3; EFNB3; ZC3H12A; FUT10; CPLX2; TTLL7; NLGN1; MYLIP; ST8SIA2; NELL1; ATOH8; SIGMAR1; CHRDL1; SDCBP2; CRIM1; INTU; UTP11; NEUROG3; PCDHB4; PCDHB15; PCDHB11; PCDHA2; BZW2; ACTL6A; NAV2; ROR2; NAV3; GFRA2; UNC119B; NRSN2; RYK; ACTL6B; NTRK3;	GO:0007399~nervous system development	67	294	22.7891156462585	1.40514722412721e-4	0.0158205756316487	0.956624230185806	0.965055113530569	0.684306698149952	0.956624230185806	0.14890193977834
down	LRP4; TULP3; HOXA11; HOXD12; HOXD13; BMPR1A; ROR2; ZBTB16; HDAC1; IHH; SHH; FREM2; TMEM107; TRAF3IP1; IFT140; LNPK; TMEM231; IMPAD1; INTU; B9D1; IFT52;	GO:0042733~embryonic digit morphogenesis	21	55	38.1818181818182	1.49238286042741e-4	0.0165317507829282	1	1	0.697688987249814	0.999999858882623	0.155595461051727
down	PSMD11; DVL2; SIAH2; FZD6; LRP4; NPHP4; LRP6; PSMD10; DKK1; APC2; IGFBP1; EGR1; PSMA5; PSMB4; PSMB6; PSMC2; PSMD8; PSMB3; SOX10; DAB2; ROR2; FOXO1; HDAC1; PSMD6; SHH; PSMD5; PTPRO; KLHL12; AMER1; DAB2IP; TMEM88; HECW1; DRAXIN; PTPRU; DACT3; PSMB7; FERMT1; LZTS2; WNT5B; TCF7L2; DACT1; LIMD1; FZD1; CSNK1A1L; MAPK8IP2; MAPK8IP1;	GO:0090090~negative regulation of canonical Wnt signaling pathway	46	179	25.6983240223464	1.5820184998605e-4	0.0172465127889555	1	1	0.711475642342732	0.999999858882623	0.162322741503167
down	HAX1; TERT; FANCG; OPA1; GBA; PARP1; PHB; CYCS; TFAM; MTFR1; PPRC1; MTFR2; CAMKMT; TFB1M; MIEF2; CEP89; PARK7; MTERF1; P2RX7; SLC25A33; MSTO1; TFB2M; SIRT5; PPARGC1A; STOML2; BCS1L; FXN; CHCHD2;	GO:0007005~mitochondrion organization	28	88	31.8181818181818	1.75534535561517e-4	0.0185753938924143	1	1	0.738122722036178	0.999999858882623	0.174830059735252
down	PSMD11; USP9Y; SIAH2; USP2; PTTG1; USP17L7; PSMC2; ARRB1; UBE2D1; UBE2E1; TTC3; USP14; FBXW4; ANAPC15; USP46; UBE2L3; CDC20; MAD2L1; TRIM25; USP41; KCTD21; RNF20; RNF43; USP30; USP43; FBXL14; USP38; CDC26; LNX1; USP13; NTAN1; AURKB; RCHY1; NEDD4L; UHRF1; SPSB2; USP26; KLHL25; KCTD10; SMURF1; FBXO8; TOPORS; DTL; BFAR; CDC23; CBLC; USP18; STUB1; RNF6; RNF11; UCHL5; RNF14; RMND5A; RNF19B; RNF144A; RNF114; RNF130; CUL4A; UBQLN1; ADRM1; RNF7; RNF5; FBXL13; MYLIP; HECW1; COPS3;	GO:0006511~ubiquitin-dependent protein catabolic process	66	291	22.680412371134	1.7580090317515e-4	0.0185753938924143	1	1	0.738539594238803	0.999999858882623	0.174830059735252
down	IGHV3-11; IGHV1-69; IGHV3-30; IGHV1-2; IGHV4-4; IGHV3-43; IGHV4-28; IGHV3OR16-13; IGHV3OR16-12; IGHV1-46; IGHV3-64; IGHV3-66; IGHV3OR15-7; IGHV1-3; IGHV1-18; IGHV3-15; IGHV3-49; IGLC7; IGHV3-23; IGHV3-13; IGHV3-53; IGHV1-58; IGHV4-61; IGHV2OR16-5; IGHV2-26; IGLC2; IGHV4-31; IGHV3-48; IGHV1-24; IGHV3-33;	GO:0006910~phagocytosis, recognition	30	99	30.3030303030303	2.13429480439009e-4	0.0215563775243399	1	1	0.773445757939405	0.999999858882623	0.202886829322906
down	IRF6; EREG; KLK8; KRT2; CDH13; PPARD; PTCH1; SDR16C5; FERMT1;	GO:0043616~keratinocyte proliferation	9	11	81.8181818181818	2.27209602379874e-4	0.0219785288611968	1	1	0.785463595427225	0.999999858882623	0.206860082534519
