DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
down	SNAP23; STXBP3; SIRPB1; MANBA; PSMD14; SDCBP; DDX3X; RNASET2; MAN2B1; ADAM10; APAF1; AGPAT2; DEGS1; SURF4; ARPC5; PSMD3; MGAM; SYNGR1; TYROBP; GMFG; TLR2; DIAPH1; TOM1; LILRB3; CPNE3; DNAJC13; PGLYRP1; CREG1; ATP6AP2; TRPM2; STK10; TMEM63A; NDUFC2; ATG7; VNN1; RAB3D; SNAP29; CYB5R3; HP; SERPINA1; C3; CST3; HLA-B; HLA-H; LRG1; AHSG; TTR; PPBP; LTF; FTL; FTH1; FUCA1; ALDOA; CSTB; A1BG; KRT1; CYBB; ITGB2; S100A8; GLA; S100A9; PYGL; GPI; ITGAV; CTSD; CAPN1; PRSS2; PSAP; HEXB; CTSB; HSP90AA1; CD55; GUSB; HSP90AB1; ELANE; CTSG; MME; CD14; PTPRC; CD63; ACAA1; GSTP1; HMGB1; CTSH; FGR; ALOX5; ALDOC; GAA; HLA-C; CTSA; HSPA8; SLC2A3; ITGAM; LAMP1; EPX; IGF2R; FCGR2A; ANXA3; XRCC6; LAMP2; EEF2; PRG2; APEH; SELL; PKM; MMP9; JUP; GNS; DSP; TIMP2; CD44; GLB1; PECAM1; CD36; PFKL; CR1; VCL; CD58; CD53; AOC1; NFKB1; CD33; TNFRSF1B; RAB3A; RAB6A; ITGAL; ITGAX; IMPDH1; FPR1; C5AR1; SLC2A5; MMP8; FCAR; PRTN3; CXCR1; CXCR2; FPR2; PTAFR; CTSS; PSMA2; S100P; STOM; ATP6V0C; MAPK1; GCA; GRN; PTPN6; SERPINB3; FCER1G; SERPINB1; S100A7; S100A11; CEACAM8; GALNS; SERPINB6; AGL; CHI3L1; PGM1; SRP14; DDOST; CEACAM3; PRCP; ALDH3B1; IQGAP1; GYG1; DNASE1L1; SLC11A1; PSEN1; CAMP; RAB5C; RAB7A; RAB27A; P2RX1; HK3; ACLY; IST1; CRISP3; VCP; NCKAP1L; GSDMD; RAB5B; RAB10; RAB14; ACTR2; RAP1B; RHOA; LYZ; B2M; NPC2; YPEL5; RAP1A; RAC1; VAMP2; DYNLT1; EEF1A1; SIRPA; ADAM8; OLR1; RHOG; TNFAIP6; ATP11A; AMPD3; CAP1; DSG1; PRKCD; DSC1; CD47; SIGLEC14; BST1; BST2; LRMP; PTPRJ; PSMD2; DNAJC3; KCNAB2; PLD1; PDAP1; ROCK1; TCIRG1; ASAH1; IQGAP2; RAB31; SPTAN1; CDK13; COTL1; MLEC; DYNC1H1; FGL2; MVP; KPNB1; STXBP2; MAPK14; C3AR1; QPCT; ANO6; NHLRC3; CLEC12A; UBR4; HGSNAT; LAMTOR1; NAPRT; NBEAL2; UNC13D; CYFIP1; DOK3; TMC6; C6orf120; GOLGA7; RAB44; HUWE1; TMEM179B; ABCA13; CAND1; TICAM2; ADGRG3; TBC1D10C; SLC44A2; ORMDL3; STK11IP; LILRB2; SLC15A4; CD177; NFAM1; LPCAT1; TSPAN14; MOSPD2; PLEKHO2; ATP8B4; NCSTN; DOCK2; ARHGAP45; ATP6V0A1; RAB24; TMBIM1; ARL8A; HVCN1; SERPINB12; CNN2; PSMD1; NEU1; CPNE1; CPPED1; ARHGAP9; ERP44; CRACR2A; VAMP8; AP1M1; ADGRE3; CRISPLD2; TOLLIP; MAGT1; DNAJC5; PTGES2; RHOF; RETN; MMP25; CD93; GPR84; TMEM30A; CMTM6; CLEC5A; ACTR10; PLAC8; CALML5; COMMD9; KCMF1; VAPA; CTSZ; BIN2; DBNL; PSMD13; PPIE; ATP11B; PADI2; PRG3; DERA; CAB39; RAP2C; ATP6V1D; TRAPPC1; DYNC1LI1; ENPP4;	GO:0043312~neutrophil degranulation	322	483	66.6666666666667	0	0	0	0	0	0	0
down	ZBTB7C; NKX2-6; HELT; MSGN1; NKX6-3; TLR4; SUPT5H; WWP2; ARNTL; WASL; AGRN; DDX3X; E2F3; RFXANK; CDX4; KMT2D; OVOL1; TNFSF11; BACH1; IRF6; IKBKB; CASK; TFEC; PPP1R12A; ZNF609; KDM6B; SMAD7; CHUK; PLSCR1; OGT; FOXN1; HDAC3; CLOCK; NKX2-8; MAFG; TET3; CRX; ATMIN; RIPK2; FOXO3; NCK2; CHP2; TLX2; MED14; ZNF292; ST18; ZEB2; ZIC3; CCNT1; TLR2; LMX1B; BRD4; TBL1X; LRP5; PROP1; MAF; NR1I2; RPS6KA5; RPS6KA4; STK16; KLF7; PRPF6; NFAT5; CAMTA2; SIX3; ESRRB; DDX58; ECD; HAND1; EGFR; FOS; HRAS; TGFB1; POMC; FSHB; TNF; IFNB1; PF4; CXCL10; RAF1; PLA2G1B; CD3D; IL4; RB1; HEXB; SP1; GLI1; FGF4; NFIC; SERPINF2; HOXC4; HMGB1; HOXB7; UBB; UBC; MYBL1; RARA; TGFB3; IRF1; EGR2; VDR; ESRRA; SRF; SKI; XRCC6; IRF2; HCLS1; HOXB2; POU2F1; LIF; ETS2; MYOD1; MYOG; ATF2; FOSL2; VEGFA; HIVEP1; PAX1; TCF3; CREB1; EPCAM; HMGA1; JUNB; CEBPB; XBP1; SPI1; EGR1; ATF1; ATF4; ATF6; TNFRSF1A; TFEB; TFE3; EN2; SLC9A1; RXRA; NFKB1; POU3F2; HOXA5; BCL3; TAF1; NR4A1; SFPQ; PAX7; PAX3; GATA3; YY1; NFKBIA; PAX6; HMGB2; MAPK3; ARNT; POU1F1; ELK4; MZF1; RXRB; ARID4A; TLX1; AKT1; OTX2; ELF1; GTF2H1; TNFSF8; CTNNB1; GTF2F1; RORA; DRD3; ZNF76; SREBF1; PPARG; ZEB1; BRCA1; PBX2; STAT3; ETV6; HNF4A; ELK3; STAT1; STAT6; WAS; NAMPT; GATA4; NKX2-1; ATRX; NOTCH1; GALR1; RFX2; RFX3; SOX2; SOX9; NRIP1; NR2C2; SLC11A1; CDK8; EVX1; CEBPA; CEBPD; FLT3LG; GSK3A; ASCL1; CDK9; SMARCA2; SMARCA4; STAT5B; RPS6KA3; CCNH; ZNF131; ZNF143; PDX1; FOSB; NRL; NR1H2; UCN; MLLT6; FOXA1; PKNOX1; HDAC4; CTBP2; SOX8; CD81; IL2; ACTR3; ACTR2; HNRNPK; CNBP; RPS27A; UBA52; PPP3R1; YBX1; JAG1; ELF3; SMAD3; HSF1; NFKB2; HNRNPU; E2F1; FOXK2; RUNX1; FLI1; MC1R; POU4F1; SPIB; MEF2A; MEF2B; SP3; PAX2; HHEX; CREM; KMT2A; RELA; ACVR1; REL; UBE3A; GRIN1; RNASEL; EN1; RBPJ; GABPA; GABPB1; PPARA; EP300; TEF; SREBF2; TFCP2; SMARCB1; BPTF; NFIA; TP53BP1; FOXI1; NFATC3; PRDM2; KLF10; RLF; MAP2K5; MAPK7; NOG; NR5A1; ATM; FZD5; SMAD4; SQSTM1; MED21; C1orf61; RIPK1; HDAC1; NEUROD1; IRF5; SNW1; BMPR2; KLF5; RUNX2; CBFB; NFYC; IL18; VEZF1; TFDP1; TFDP2; E2F2; HES1; NFE2L1; IRF3; NCOA6; MEF2D; MTF1; MORF4L2; TNIP1; PPP2R5B; IRF4; E2F5; PCBP1; NR6A1; RPS6KA1; SAFB; TAF7; MED1; ALX1; NEUROD2; NCOA1; SMAD2; USF2; ZFHX3; ZIC1; NFE2L2; E2F4; MAPK14; IL17A; TAF9; NRF1; HIF1A; IFI16; BSX; GLYR1; ARID4B; AKIRIN2; DCAF6; HES3; MYSM1; DAB2IP; IER5; CREB3L3; GRHL2; TET2; ZNF746; JMJD6; CDC73; TAF2; CCDC62; FIGLA; DUX4L9; CRTC1; MACC1; RNF111; ZBTB49; CREB3L2; MED25; ASXL2; BHLHA15; PTF1A; SETX; MAVS; AKNA; TFAP2D; STRA8; PCGF5; LDB1; BCL9L; NLRC5; METTL23; PPARGC1B; RFX6; CRLF3; CREBRF; ARID3B; SIRT2; ASXL1; MAML2; SPIC; RNF10; PAF1; ZBTB38; NFATC2IP; ZMIZ2; FLCN; LILRB1; MAFA; NCOA7; CTCFL; GABPB2; FEZF2; KLF14; LMX1A; DOT1L; LEO1; ZDHHC19; GLMP; LMO7; PHIP; AUTS2; TFAP2B; LPIN2; RTF1; MAML1; RREB1; CREBBP; EZH1; KAT2B; DDX17; ATOH1; NEUROG1; COPS5; GATA6; SMARCC1; ARHGEF2; IRF7; KAT5; MED12; LHX4; WBP2; SFRP2; FUBP3; ZBED3; ABHD14B; CDK5RAP3; MAML3; IFT74; NEUROD6; NLRP3; IL17F; NODAL; SIN3A; PHOX2B; TBX5; ELF4; KLF6; NPAS2; EPAS1; ARID3A; ATF6B; CITED2; OVOL2; PAGR1; IER2; GATA5; HELZ2; TBL1XR1; PRKD2; EGLN1; CSRNP2; IRF2BPL; NUCKS1; IL25; EPC1; MIXL1; HIPK2; TP63; GSX1; BCAS3; SMYD3; NANOG; MLXIP; BEX1; NOD2; SENP2; CHD8; SLC40A1; IL23A; IL26; TCF7L2; ASH1L; TLR9; SIRT7; BARHL2; WWOX; PLAC8; FOXJ2; SENP1; CALCOCO1; ZFAT; CHD7; ZNF219; PPARGC1A; DUX4; MLX; TBK1; MED13; LEF1; FOXD3; GDF2; AGO2; AGO1; INO80; ZMIZ1; AKAP8L; MYO6; PLAGL1; ATP1B4; PLAGL2; FOXJ3; SATB2; HDAC5; RUVBL2; THRAP3; KLF13; NR2E1; MTF2; KDM3A; TRAF6; KLF12; NEUROG3; MAFB; DMRT2; USP16; KLF2; GMEB1; IKBKG; NCOA3; ZNF821; ONECUT3; MGA; SOX13; SSBP3; POU6F2; ZNF148; KAT6B; LHX1; LRP5L; TBX22; MYCL; NKX1-2; SETD3; CAMTA1; LHX5; KDM1B; STAT5A; EBF1; ZNF382; POU2F2; LAGE3; MAX; HMGB3; NKX1-1; HMGB4; RAI1; STAT2; DLX5; IKZF3; SOX10; TAF4; SMARCA5; LPIN1; SRY; SOX1; PPARD; ZBED2; DLX3; CTCF; IKZF1; PAXBP1; CCDC160; PTOV1; ASXL3; SBNO2; THRA; CRTC2; PROX2; PCGF6; NCOA2; KAT8; NR1D1; LHX9; ZNF567; POU6F1; DR1; ZNF613; RELB; RXRG; POU5F1B; KMT2C; CRTC3; CDK13; RSF1; POU3F3; SPAG8; NFATC2; NKX2-2; JUP; IKZF2; AHR; ATAD2B; ZNF740; DLX6; SOX14; IKZF4; DPF2; TCF20; POU3F1; TBX6; ZNF462; KAT6A; ZNF691;	GO:0045944~positive regulation of transcription by RNA polymerase II	600	1138	52.7240773286467	0	0	0	0	0	0	0
down	SRRM4; SAP18; DHX15; RBFOX2; HNRNPR; PRPF3; KIN; ZRANB2; PTBP3; TRUB2; ECD; PRKACA; SON; HNRNPA2B1; SFPQ; U2AF2; ELAVL4; PTBP1; APOBEC1; RBM25; AFF2; ADAR; ADARB1; HSF1; SRSF2; SRSF11; RNASEL; FMR1; ZFP36L1; KHDRBS1; SRSF4; PPP1R8; SRSF9; SRSF5; RBM39; PDCD11; WTAP; NONO; SF3B4; SF3A2; SRSF7; CPSF6; PAN2; USP39; PAN3; BRDT; ZC3H13; RBM26; PRPF38B; KHDRBS2; MBNL2; ARL6IP4; ESRP1; JMJD6; SUPT6H; RBBP6; TSEN54; RBM23; CIR1; CCAR2; CLASRP; FAM172A; HNRNPLL; SREK1; CELF1; KHSRP; LSM10; CNOT6L; ZNF830; QKI; IWS1; SCAF11; PRPF18; TSEN34; AICDA; XRN2; NSRP1; SCAF1; PRKRIP1; MBNL1; ADARB2; MBNL3; RBFOX1; PPP4R2; CDK12; PHRF1; PPARGC1A; ACIN1; AKAP8L; TTF2; APOBEC2; THRAP3; AURKAIP1; RBM38;	GO:0006397~mRNA processing	94	152	61.8421052631579	1.01068238425595e-4	0.0339205918826314	0.980867253920395	0.983697164596312	0.781440075263348	0.980867253920395	0.331083446132111
down	EIF4E1B; EIF3F; DDX3X; EIF1AY; EIF3D; EIF3H; EIF4G3; EIF4E2; EIF1B; EIF3G; EIF3J; EIF2S1; RPLP1; RPLP2; RPS17; PABPC1; RPS2; RPL35A; EIF2S2; RPS4Y1; RPS3; EIF4B; RPS12; RPL13; RPL10; RPL9; RPL13A; EIF2S3; EIF1; RPS27; RPL27A; RPL28; RPS9; RPS5; RPL29; EIF2B2; EIF3B; EIF6; EIF3E; EIF4A1; RPL26; RPL37A; RPL37; RPS7; RPS8; RPS15A; RPS16; RPS14; RPS23; RPS18; RPS29; RPS13; RPS11; RPS6; RPS28; RPL30; RPL31; RPL11; RPL8; RPL41; RPS27A; UBA52; RPS21; EIF4G2; RPL24; RPL19; RPL18A; EIF4G1; EIF2B5; EIF3A; EIF4A2; EIF4H; LARP1; EIF4E3; EIF1AD; COPS5; MTFMT; EIF3C; EIF3K; EIF2B4; AGO2; RPL36;	GO:0006413~translational initiation	82	130	63.0769230769231	1.68936394181141e-4	0.0530405782117755	1	1	0.869663516055756	0.998074149760099	0.517704923309024
down	ARID1A; CHD1; KDM6B; KDM6A; SMARCA5; ACTL6B; ZBTB7A; RB1; TOP1; PAX7; GATA3; ATRX; SOX9; SMARCA2; SMARCA4; FOXA1; HDAC4; RBBP4; SMARCB1; BPTF; PAK1; CBX3; HDAC1; PABPC1L; BRDT; MYSM1; SMARCD3; SUPT6H; NPM2; PBRM1; SMYD1; INO80E; SMARCC2; EZH1; KAT2B; SMARCC1; SMARCD2; SMARCD1; RSF1; TP63; CHRAC1; BAZ1A; CHD7; RERE; DAXX; BAZ2B; BAZ2A; INO80; HDAC5; RUVBL2; HCFC1; DR1; TADA2B; KDM5C; HMGB1; KDM4C; SATB2; TADA2A; KDM5A; HMGB3; KDM5D; RUVBL1; HMGB2; KDM5B; SATB1; KDM4B; JARID2; HMGB4; KDM4E;	GO:0006338~chromatin remodeling	69	105	65.7142857142857	2.28235607408478e-4	0.0646082895314677	1	1	0.902221299326554	0.998074149760099	0.630612084270038
down	IKBKB; MAPK13; MAP3K13; ROCK2; ULK1; EPO; TOP1; SRC; PRKCA; PRKACA; TAF1; RPS6KB1; GRK2; MAPK3; MARK3; MAPK1; AKT1; TGFBR2; PRKCI; MTOR; SYK; MAPK8; MAPK9; CSNK1A1; CSNK1D; MAPKAPK2; CSNK1E; CLK1; GSK3A; GSK3B; RPS6KA3; PRKX; SRPK2; CSNK1G2; PRKCE; PRKCD; STK4; MAPK7; PAK2; ATM; ROCK1; ATR; CAMK2D; DYRK1A; MORC3; CDK5R1; MAPK14; MAPKAPK3; LRRK2; RICTOR; TSSK4; MARK2; LMTK2; UHMK1; SMG1; MKNK1; TSSK6; PINK1; PRKD2; HIPK2; HIPK3; WNK1; STK39; TBK1; CAB39; CSNK1G3; CSNK1A1L; DYRK2; LATS1; TLK1; PRKY; MASTL; PRKCH; IKBKE; AKT2; MAST4; VRK1; STK38L; DYRK1B; MAST2; MAPKAPK5; SGK1; PKN2; STK38; CAMK4; PDPK1; SGK3; CHUK; SGK2; MAST3; VRK3; MKNK2; HIPK1; PRKCG;	GO:0018105~peptidyl-serine phosphorylation	94	158	59.4936708860759	2.73031491349052e-4	0.071554498158194	1	1	0.920825127352727	0.998074149760099	0.69841086259462
down	BTBD17; DDX3X; CCL22; IFIT3; IKBKB; CHUK; LAMTOR5; DDX58; OAS1; TNF; IFNB1; IFNG; IFNW1; ENO1; FGR; IFIT2; IFIT1; CLU; SRC; CCL4; CCL5; TPT1; CCDC130; IFNGR1; HMGA1; IFNAR1; EIF2AK2; MX1; MX2; BCL3; CFL1; GATA3; PSMA2; OAS2; GTF2F1; IFNGR2; XCL1; CCT5; ADAR; CXCR4; NPC2; AP1S1; RPS15A; IFITM3; IFITM2; MST1R; BCL2L1; BST2; OASL; ZC3HAV1; DDX60; TRIM22; LILRB1; IFI44; RSAD2; IRF7; DHX58; HNRNPUL1; IFIH1; BATF3; TLR8; PIM2; XPR1; TBK1; IRAK3; OAS3; IKBKG; IVNS1ABP;	GO:0009615~response to virus	68	104	65.3846153846154	2.79366169733009e-4	0.071554498158194	1	1	0.92244726198124	0.998074149760099	0.69841086259462
down	IFIT3; IRF6; OAS1; IFNA2; IFNA21; IFNB1; HLA-B; HLA-H; HLA-A; ISG15; IFI6; IFIT2; IFIT1; HLA-C; IRF1; HLA-E; IRF2; IFNAR1; EGR1; MX1; MX2; JAK1; SP100; TYK2; OAS2; HLA-F; GBP2; IFI27; STAT1; IRAK1; STAT2; ADAR; IFI35; IRF9; IFITM3; IFITM2; RNASEL; BST2; IRF5; IRF3; IRF4; OASL; XAF1; RSAD2; IRF7; MYD88; IP6K2; SAMHD1; OAS3;	GO:0060337~type I interferon signaling pathway	49	67	73.134328358209	3.18936597886954e-4	0.0795951258265057	1	1	0.932536256444032	0.998074149760099	0.776891766663188
down	TRAV27; HLA-DRA; CCL24; GTPBP1; TLR4; LST1; CCL22; TNFSF11; AIM2; CHUK; DEFB4A; CCL25; TAPBP; TNFSF14; CXCL13; LY75; TLR2; SEMA7A; TNFSF13; CST7; IL18RAP; CNIH1; IGSF6; S1PR4; C3; IGKV1D-33; IGKV1-33; IGKV1-39; IGKV1-17; IGKV1D-16; IGKV1-5; IGKV1D-12; IGKV3-15; IGLV1-44; IGLV1-47; IGLV1-40; IGLV2-14; IGLV2-23; IGLV2-11; IGLV3-25; IGLV3-27; IGLV6-57; TRBV12-3; IGHV3-48; IGHV3-23; IGHV2-70; IGHV2-5; IGHV4-39; IGHE; IGHD; HLA-B; HLA-H; HLA-DQA1; HLA-DRB1; HLA-DQB1; MBP; C1QC; FTH1; IGKV1D-39; IGKV3-11; HLA-A; IL4; IGKV4-1; IGHV4-34; C8B; IGF1R; CTSG; FCGR3A; IL3; IFI6; HLA-C; CCL4; IL1R1; LIF; IL9; VAV1; CYP11B1; CD1E; IGLL1; SPN; CTLA4; IL7R; CEBPB; XBP1; IL1RN; CR2; HLA-DPA1; C5AR1; ENPP1; RFX1; IL32; FCAR; IL4R; HRH2; PTAFR; IL2RG; FCGR2B; FCGR2C; CEACAM8; CCR1; GBP2; TNFSF8; CRHR1; IL13; LTBR; IL15; OPRD1; OPRK1; WAS; ZAP70; KIR3DL1; NOTCH1; CCL18; IL2; IGLV3-21; SMAD3; MS4A2; IFITM3; IFITM2; SP2; CD164; LTB; MAP4K2; LCP2; MADCAM1; IL18R1; TNFAIP1; IKBKE; TLR1; IL17A; NFIL3; DPP8; GBP6; NRROS; LAX1; TRIM22; LILRB2; SECTM1; FCGR1B; SEMA4D; PRG4; TNFRSF14; MR1; MYLPF; MAP3K14; IL21; IL1RAP; IL36B; CD274; KAAG1; IL19; IL17B; PRELID1; TNFSF13B; SAMHD1; IKBKG; ICOS; CXCR4; IGLV5-45; CD80; TRAV9-1; IGKV6D-21; CTSS; IGKV1-37; IGKV1D-42; CXCR1; TMIGD2; IGKV3D-15; CXCR5; IGKV2D-29; IGLV3-16; IGLV3-12; IGKV1-27; MICA; IGKV2D-30; IGLV3-32; CXCL10; IGLV2-33; TLR8; CXCR3; IGKV1-13; IGLV5-48; CCR4; VPREB1; TLR9; CD1D; FCGRT; RAET1L; PF4; PPBP; HLA-E; CCR3; CCR6; IGLV1-50; CXCR2; TRAV40; IGKV3D-7; IGKV1D-17; IGKV1D-43; IGKV1-12; IGKV2-29; IGLV3-22; HLA-F; IGKV2D-26; CXCL2; IGLV11-55; CD1B; IFI44; IGKV2D-24; IGKV6D-41; CCRL2; IGKV1OR2-108; IGLV3-10; IGKV1-9; CTSK;	GO:0006955~immune response	215	433	49.6535796766744	3.89590428659603e-4	0.0947970910535979	1	1	0.942468237319195	0.998074149760099	0.925271224568324
down	AXIN1; TOM1L1; WNT11; CALCA; EPO; RPLP1; INSR; ADRA2A; VEGFA; TGFBR2; PIK3CA; SLC11A1; EMP2; NCKAP1L; PRKCD; DLG1; ACVR2B; CDK5R1; STK11; CCDC88A; MARK2; STRADA; PPP2R3C; STRADB; ADNP; WNK1; GPRC5C; GPRC5D; TAOK2; CAB39; TRAF6; MAP2K7; MAP2K3; MAP4K5; STK10; MAP2K4; MAP3K3; MINK1; TAOK1; MAP2K5; MAP4K4; STK25; SLK; PAK4; MAP2K2; STK4; PAK3; STK3; STK26; OXSR1; MAP2K1; MAP3K1; PAK6; MAP4K2; MAP3K4; MAP3K14; MAP3K2; STK24; PAK1; ATG13; TAOK3; PAK2; STK39;	GO:0032147~activation of protein kinase activity	63	96	65.625	4.2579270062848e-4	0.101079033054073	1	1	0.947257742760117	0.998074149760099	0.986586398935441
