DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
up	OR2A2; OR2A25; OR5D3P; OR5BS1P; OR51C1P; OR2M5; OR6C74; OR14I1; OR5H15; OR6C68; OR5K3; OR6C6; OR2W5; OR51F1; OR4C46; OR5H14; OR6C70; OR6C65; OR5H1; OR6C75; OR5B21; OR6C76; OR5K4; OR52A4P; OR4C45; OR11H12; OR7A17; OR1F1; OR2T1; OR10H2; OR10H3; OR7C2; OR2B3; OR2J3; OR2J2; OR7A10; OR2F2; OR6B1; OR4F21; OR5F1; OR4A8; OR5AL1; OR4Q2; OR5G3; OR5AC1; OR10J4; OR52Z1; OR2T7; OR56A5; OR5H8; OR13C7; OR12D1; OR1E1; OR10J1; OR3A4P; OR1D4; OR1E2; OR1G1; OR1D5; OR4D2; OR10A3; OR12D2; OR5I1; OR8G1; OR1C1; OR8B8; OR7A5; OR10J3; OR5M10; OR4C11; OR2T5; OR2T2; OR8G2P; OR4A47; OR10K2; OR52E8; OR6B2; OR7E24; OR4N5; OR4N4; OR8I2; OR5AS1; OR8H3; OR6V1; OR8H2; OR5T1; OR2T33; OR2T12; OR2M7; OR2AK2; OR13H1; OR11H1; OR7G3; OR2Z1; OR7G2; OR7G1; OR1M1; OR7A2P; OR10H4; OR4F17; OR4C5; OR4S1; OR4M2; OR4F15; OR4F6; OR10G3; OR4K17; OR11H6; OR4M1; OR4N2; OR4K5; OR4K1; OR4K14; OR6C4; OR2AP1; OR10P1; OR10A7; OR9K2; OR9Q2; OR52R1; OR51D1; OR5AP2; OR10W1; OR5B17; OR4B1; OR4X2; OR8J3; OR8J2; OR5T2; OR5T3; OR8H1; OR8K1; OR8B12; OR52L2P; OR52L1; OR56A4; OR52E4; OR52N2; OR4D11; OR4D10; OR10V1; OR4D6; OR52E1; OR52E2; OR51L1; OR51A4; OR51A2; OR51S1; OR51T1; OR51G2; OR51G1; OR52B4; OR52M1; OR5D16; OR5L2; OR5D18; OR5L1; OR5D14; OR5D13; OR4A15; OR4P4; OR4C16; OR4C15; OR6M1; OR8D4; OR4D5; OR6T1; OR10S1; OR10G4; OR10G9; OR10G8; OR10G7; OR10D4P; OR4A4P; OR4C13; OR8J1; OR5M9; OR5M3; OR5M8; OR5M1; OR5AR1; OR9G4; OR6Q1; OR1S2; OR9Q1; OR9I1; OR1L4; OR1B1; OR1N2; OR1N1; OR1J4; OR1J2; OR1J1; OR13F1; OR13C4; OR13C3; OR13C8; OR13C5; OR13C2; OR13C9; OR2K2; OR9A2; OR9A1P; OR2Y1; OR13D1; OR5H6; OR5H2; OR6B3; OR6K6; OR11L1; OR2T34; OR2T35; OR10T2; OR10K1; OR10R2; OR6Y1; OR6P1; OR10X1; OR10Z1; OR6K2; OR6N1; OR6N2; OR10J6P; OR2L8; OR2AJ1; OR14K1; OR2G3; OR2G2; OR6F1; OR2T4; OR2T29; OR2T3; OR2T27; OR4Q3; OR1P1; OR11H2; OR8S1; OR8U1; OR5J2; OR10AG1; OR4F5; OR4C3; OR6S1; OR4K15; OR4L1; OR5B3; OR4X1; OR8K5; OR8K3; OR52N1; OR52E5; OR52N5; OR51Q1; OR52J3; OR51F2; OR51H1; OR51A7; OR5W2; OR4A16; OR4C6; OR4S2; OR10A6; OR6X1; OR10G6; OR4A5; OR5R1; OR9G1; OR5AK3P; OR5AK2; OR1S1; OR1L3; OR1L1; OR13C6P; OR2AE1; OR2V1; OR5K1; OR10J5; OR14A16; OR14C36; OR2T6; OR5P2; OR5P3; OR1E3; OR10C1; OR5B12; OR2M4; OR2M2; OR2V2; OR14A2; OR4C12; OR4F4; OR4K3; OR1F2P; OR5M11; OR8B4; OR6C1; OR52E6; OR2B2; OR2J1; OR11A1; OR8D2; OR52A5; OR51V1; OR51B6; OR51J1; OR51I1; OR52D1; OR6C3; OR6C2; OR5AC2; OR1A1; OR14J1; OR5V1; OR12D3; OR2W1; OR10H1; OR1A2; OR51B4; OR51B2;	GO:0050911~detection of chemical stimulus involved in sensory perception of smell	319	435	73.3333333333333	0	0	0	0	0	0	0
down	E2F8; EFCAB7; MCIDAS; HAX1; APBB1; MEN1; ETV2; DLL1; ITGB1BP1; OVOL1; MEIS2; TNFSF11; BACH1; CASK; TFEC; PPP1R12A; SMAD7; CHUK; NKRF; OGT; TP73; FOXN1; SOX12; CLOCK; FGF10; CRX; FOXO3; NCK2; TCF21; TRIAP1; CHP2; TLX2; CREB3; AIRE; KDM1A; ZIC3; FOXD2; CCNT1; GREM1; CCNT2; KPNA6; GALR3; TBL1X; MITF; MAF; LRP6; RPS6KA5; MED6; GCM2; STK16; CCNK; MTA2; PRPF6; NFAT5; SPDEF; KAT7; TNKS; SIX3; YEATS4; FSTL3; NFATC1; IL33; DDX58; ECD; EOMES; ABL1; EGFR; FOS; MYC; TGFB1; CGA; IGF2; CXCL10; RAF1; NR3C1; CD3D; TP53; IGF1; SERPINE1; FGF1; JUN; NPM1; ADRB2; DCN; YES1; GLI1; PFKM; FGF4; NFIC; SERPINF2; HOXC4; FGF2; HOXB5; HMGB1; PARP1; UBB; UBC; GLI2; GLI3; MYB; MYBL1; MYBL2; AR; CD28; EGR2; ERG; TOP2A; BMP4; SKI; XRCC6; HOXD8; RARG; GTF2F2; HGF; HOXB3; HOXB2; HOXB1; ETS1; VEGFA; HIVEP1; TCF4; CREB1; PPP3CB; NCK1; ZNF24; RHOQ; HMGA1; HOXB4; TAL1; ENG; PSMC3; ERCC2; BMP7; NELFE; ATF1; ATF6; NCL; ELK1; ERCC3; TFEB; EN2; POU3F2; HOXA5; HNF1A; S1PR1; FGFR2; BMP5; BMP6; NME2; USF1; ITGA6; PAX7; PAX3; GATA2; GATA3; CCNC; LMO2; LMO1; CD40; HMGB2; ACVR2A; MAPK3; PIK3R1; MSX1; SMARCA1; MZF1; RXRB; RBL1; HOXA10; OTX1; OTX2; CTNNB1; GTF2F1; RORA; DRD3; DDIT3; SOX18; BMPR1A; ACVR1B; PPARG; ZEB1; RBMX; MMP12; GDNF; STAT3; ETV5; ETV6; WNT5A; HNF4A; ELK3; TXK; ETV4; YAP1; P2RY1; CDX1; ID4; RFX2; RFX5; SOX9; SLC11A1; CDK8; HOXA1; EVX1; CEBPA; MEOX2; CSRP3; ETV1; CDK7; CDK9; STAT5B; LUM; CCNH; MNAT1; GTF2A2; HMGA2; GBX2; NKX2-5; CEBPG; PRRX1; NRL; NR1H2; MLLT10; CDH13; FOXA3; PKNOX1; PAX9; WNT3A; PRDM15; SOX8; FOXL2; CD81; IL2; ACTR3; ACTR2; LMO4; HNRNPK; TBPL1; ESRRG; CNBP; RPS27A; UBA52; PPP3R1; RNF4; PITX1; CX3CL1; NKX6-1; PRKDC; SMAD3; PKD1; FOXO4; HSF1; E2F1; TFAP4; MC1R; POU5F1; MEF2A; PAX5; IRF8; NHLH2; PAX2; HHEX; KMT2A; CEBPZ; HSF2; UBE3A; EXOSC9; MEF2C; GABPB1; PAX8; SOX4; FOXM1; PPP3CA; DHX9; DBP; FOXO1; TFCP2; SMARCB1; BPTF; NFIA; TP53BP1; HYAL2; FOXF1; FOXF2; ZBTB17; RLF; NR1H3; FADD; GPS2; NR5A1; FZD5; SMAD4; MED21; PIN1; RIPK1; NEUROD1; PKD2; IRF5; SNW1; BMPR2; RUNX2; CAMK1; VEZF1; TFDP1; E2F2; HLTF; HNF4G; GBX1; ZNF268; IHH; RRP1B; PRKD1; IRF4; POU4F3; E2F5; PCBP1; NR6A1; SAFB; SHH; SS18; TAF7; TCEA2; HMGN3; NCOA1; SMAD2; SMAD1; USF2; E2F4; BATF; HLF; MAPK14; IFI16; RFX4; GLYR1; CDON; SOHLH1; UTF1; FHL5; CREB3L3; PLAG1; CAPRIN2; GRHL2; ZNF746; CTR9; FIGLA; CRTC1; MACC1; RNF111; ZBTB49; MED25; SCX; PID1; SETX; TFAP2D; PCGF5; NLRC5; SKAP1; CARM1; NPAS4; MAML2; PELP1; ZNF654; MYOCD; TTC5; AHI1; SIX5; OSR2; SPIC; RNF10; PAF1; GLIS3; ZMIZ2; FLCN; TET1; TNIP2; FEZF2; KLF14; SP7; DOT1L; CREB3L4; ZDHHC19; LMO7; CKAP2; CSRNP3; TFAP2B; RTF1; MAML1; TFAP2C; HDAC2; EZH1; KAT2A; ATOH1; COPS5; ARHGEF2; KAT5; MED12; LHX4; MYDGF; WBP2; E2F7; RGMA; EAF2; SIRT1; DDRGK1; RAX2; ZBED3; ABHD14B; CDK5RAP3; MAML3; IFT74; TOX2; RBM14; ZNF300; NR1H4; CITED4; UHRF1; TCF12; PHOX2B; CDC5L; PARK7; GPER1; RIT2; ZBTB18; ELF4; MEIS3; PITX2; NPAS2; NKX3-1; SMO; ATF6B; FOXC2; MESP1; OVOL2; HTATIP2; GATA5; GLIS2; BARHL1; PRKD2; FOXP3; BCL11B; WDR61; EGLN1; PEG3; WWTR1; BRD8; CSRNP2; IRF2BPL; NUCKS1; IL25; DHX36; HIPK2; RGCC; BCAS3; NANOG; BCL2L12; ELL3; PATZ1; BEX1; ARNT2; SENP2; ZNF304; GCM1; MLXIPL; SIX2; HEYL; RPRD1B; PRDM10; SALL1; MED17; SOHLH2; AATF; WWOX; ZFAT; CHD7; ZNF219; ONECUT1; RBPJL; ASH2L; FBLN5; ARMCX3; MLX; TBK1; NUFIP1; MED13; ZNF639; KLF15; SIX4; CNOT7; MOSPD1; LEF1; FOXD3; DDX41; POU2F3; PRDM4; ELF5; CCPG1; ZMIZ1; AKAP8L; PLAGL1; CELA1; TFR2; HDAC5; FOXA2; ATF5; RAX; PYGO1; NR2E1; SALL2; ZNF175; KDM3A; TRAF6; KLF12; ZSCAN21; HEY1; USP16; FHOD1; SOX21; GMEB1; CHCHD2; IKBKG; ZNF821; LPIN3; SOX13; TBX2; ASCL2; TBX3; TBX19; LHX6; ZBTB24; HIF3A; TBX20; SSBP3; POU6F2; ZNF148; KAT6B; MED10; STAT4; HOXA3; CHCHD2P9; MYCL; HOXA2; SETD3; CAMTA1; STAT5A; POU2F2; LAGE3; MAX; NR1D2; RAI1; STAT2; TCEA1; ZNF649; IKZF3; HOXA9; SOX10; EBF4; RARB; ZNF350; ATAD2; TBX18; TBR1; HOXC9; ZNF501; SRY; HDAC8; MECOM; SOX1; NFATC4; ZBED2; PPRC1; MCRS1; IKZF1; ASXL3; SOX5; NR2F1; MEOX1; CRTC2; SOX6; PROX2; GFI1; TEAD4; IKZF5; NR1D1; BCL9; ZNF567; SS18L2; HOXB9; CRTC3; CDK13; RSF1; HDX; NFATC2; HMGB1P1; SSBP4; TEAD2; TAF9B; NKX2-2; IKZF2; E2F6; SS18L1; SSBP2; PHF10; DLX6; SOX14; TBX21; LDB2; DPF3; TBX6; ZNF462; ZNF691; SLC30A9; PROX1; NKX3-2; TAF4B;	GO:0045944~positive regulation of transcription by RNA polymerase II	613	1138	53.8664323374341	0	0	0	0	0	0	0
down	NUDT19; AGPS; PEX12; PEX7; ACOT8; PHYH; SLC27A2; GNPAT; PEX1; PEX10; PEX14; ECI2; IDH1; MLYCD; CAT; NUDT7; UBB; UBC; IDE; AGXT; SCP2; PEX2; EPHX2; HMGCL; MPV17; PEX19; CRAT; ACOT2; UBE2D1; UBE2D3; RPS27A; UBA52; EHHADH; ECH1; TYSND1; ZFAND6; PAOX; LONP2; ACOT4; PEX13; ACOX2; DDO; DHRS4; PECR; DECR2; PIPOX; AMACR; HACL1; HAO1; CROT; GSTK1;	GO:0006625~protein targeting to peroxisome	51	65	78.4615384615385	1.2585791787878e-4	0.0196582553821109	1	1	0.750163458783449	0.999999999963428	0.193300707896502
down	SFI1; PLK4; AURKA; PPP1R12A; CEP290; PPM1D; SSNA1; DCTN3; CEP152; CCNB2; PCNT; FGFR1OP; CHEK2; CDK1; TUBB; HSP90AA1; ABCB1; CALM3; CCNB1; PRKACA; CCNA2; CDK2; PPP2R1A; CDC25A; CDC25C; PRKAR2B; CETN2; PAFAH1B1; NES; CDK7; CCNH; MNAT1; NEK2; PLK1; ARPP19; ACTR1A; PPP1CB; TUBA4A; FOXM1; DYNC1I2; DCTN2; CUL1; CKAP5; DCTN1; MELK; TPD52L1; ODF2; CEP78; CEP135; HAUS3; BORA; HAUS6; CNTRL; CEP57; KDM8; CCNY; CEP70; NEDD1; ALMS1; BRSK1; PHLDA1; HAUS1; OPTN; AJUBA; CEP63; PKMYT1; HAUS8; CEP41; FBXL15; HAUS4; KAT14; CENPJ; PLCB1; HAUS2; NDE1; CEP72; FBXL7; FBXW11; CEP131; BTRC; NINL; USH1C; FBXL8; FBXL3; FBXL12; SKP2;	GO:0000086~G2/M transition of mitotic cell cycle	86	133	64.6616541353383	1.36727419612903e-4	0.0210419477389563	1	1	0.760983919150896	0.999999999963428	0.206906631051443
down	SPTBN2; KALRN; TBC1D4; PLIN3; ZFPL1; SFT2D2; TSC2; AP3M2; RAB38; RAB14; ACTR1A; VAMP2; TBC1D8B; KIF5A; GOLGA4; PICALM; RAB32; MLC1; RABEP1; CYTH1; ZFYVE27; AHI1; BVES; RAB2B; SFT2D1; SPIRE2; YIPF5; VPS33A; RAB39B; CPNE1; KXD1; YIPF2; VPS33B; ARFGAP3; FMN2; ADAMTS9; AP4E1; MAPK8IP1; GOLT1B; MYO5A; SYT7; HSPA1B; EXOC2; TVP23A; CACFD1; CHM; ARL5C; ARL14; CCZ1B; HSPA13; ARL4C; VPS39; SYT1; TVP23C; AP2S1; ARL1; ARF3; GDI2; TRIM23; AP4S1; ARL5B; AP1S1; HSPA8; ARL4A; SYT5; SYT3; GDI1; AP3B1; SYT4; SYT6; SYT13; AP3S1; TGFBRAP1; SYT11; CCZ1; AP4B1; NECAP1; SYT17; HSPA1L; CHML; SYT8; SYT2; SPAG9; ARL6; SYT15; TVP23B; ARL4D; AP3B2; AP1B1;	GO:0016192~vesicle-mediated transport	89	141	63.1205673758865	1.927899795372e-4	0.0284161568430535	1	1	0.815366125827199	0.999999999963428	0.279417635323774
down	TTC26; NKX2-2; WDPCP; GLI1; GLI2; GLI3; BMP4; ARL3; EVC; NKX6-1; ROR2; MAP3K10; FOXF1; PTCH1; IHH; SHH; STIL; NSDHL; ARL13B; CDON; HHAT; TTBK2; TCTN3; TTC21B; EVC2; TMEM17; DZIP1; BBS7; IFT20; DZIP1L; DYRK2; TCTN2; SMO; KIAA0586; IFT27; BOC; TMEM231; CENPJ; IFT46; PKD2L1; IFT80; DISP3; IFT172; B9D1; IFT52; HSPB11; PTCH2; GPC2; HIPK1; HIPK2;	GO:0007224~smoothened signaling pathway	50	65	76.9230769230769	2.03208811965894e-4	0.0291974255369989	1	1	0.820150765094347	0.999999999963428	0.287099893421532
down	GFRA2; PTPRT; DOK2; ANGPTL1; CD4; CD8A; CSF1R; CD3E; CD7; CD8B; INSRR; ERBB3; PTPRG; TEK; RAPGEF1; TRAT1; AHI1; CNKSR1; DOK1; SH2B1; DOK5; PILRB; STAP1; GAB2; FYN; AXL; BLNK; MUSK; TNK2; TIE1; YES1; KDR; PDGFRB; NTF4; SLA; EPHA7; EPHA6; FLT4; RYK; EGFR; EPHA10; NEDD9; RET; SH2D6; SHC2; FES; EPHB6; FER; MERTK; LTK; CLNK; EPHA3; EPHB3; DDR2; TYRO3; BLK; LCP2; ROR2; CASS4; EPHA8; KIT; MST1R; EPHA4; EPHA1; FGFR1; NGF; FGFR2; SHC1; FLT3; NTRK2; FGFR4; PDGFRA; IGF1R; ROR1; LCK; EFS; LMTK2; ROS1;	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	78	120	65	2.41066054631922e-4	0.0331941613384614	1	1	0.837570051470832	0.999999999963428	0.326400016686846
down	SFI1; PLK4; CEP290; NPHP1; SSNA1; NPHP4; DCTN3; CEP152; PCNT; FGFR1OP; CDK1; TUBB; HSP90AA1; PRKACA; PPP2R1A; PRKAR2B; CETN2; PAFAH1B1; NEK2; PLK1; ACTR1A; TUBA4A; DYNC1I2; DCTN2; CKAP5; DCTN1; TCTN1; ODF2; TMEM67; CEP78; KIF24; CEP162; CEP135; RPGRIP1L; HAUS3; TTBK2; TCTN3; HAUS6; CNTRL; CEP57; CEP97; AHI1; CEP70; NEDD1; ALMS1; FBF1; HAUS1; TCTN2; CEP63; SCLT1; CEP89; B9D2; HAUS8; CEP41; HAUS4; CENPJ; HAUS2; MKS1; NDE1; TMEM216; CEP72; B9D1; CEP131; NINL; CEP83;	GO:0097711~ciliary basal body-plasma membrane docking	65	95	68.4210526315789	2.81014264073454e-4	0.0381923931627103	1	1	0.855963066872775	0.999999999963428	0.375547905503946
down	CFAP69; MGAT4D; WIPF3; EFCAB9; SPATA31C2; OVOL1; CLOCK; RAD51C; BCL2L11; TDRD6; FKBP6; DEDD; GJB3; OR7C1; SUN1; ADAMTS2; FSTL3; PTTG1; APOB; SLC4A2; SERPINA5; ERCC1; GLI1; ROS1; SNRPA1; SPATA31C1; MYBL1; AR; KIT; IGF2R; SKIL; ACE; ZNF35; TRIM27; CCNB1; GJA1; TSPAN8; CSNK2A2; MAK; CNR1; PRKACG; ATP2B4; BRD2; ACVR2A; AXL; SSTR1; SSTR2; HOXA10; HOXA9; HOXA11; INPP5B; GPX4; CETN2; SOX9; BRCA2; PRKAG1; RAD23B; FOXA3; SOX8; TPPP2; NANOS3; ACTR1A; PAFAH1B2; HSF1; B4GALNT1; E2F1; PAX5; HSF2; TYRO3; BCL2L1; GOLGA3; MERTK; PRDX4; SMAD4; BIRC3; CCNI; FAM50A; GAMT; DMC1; PUM1; PAFAH1B3; SYCP1; SPA17; TESK1; TRIP13; STK11; MEA1; RNF151; SLC9C1; MCMDC2; TMEM119; MORN2; TDRD12; BRDT; HERC4; SOHLH1; NKAPL; ATAT1; CELF3; ALKBH5; SLCO4C1; CATSPERG; SPATA31E1; SETX; PIWIL4; ZSCAN2; METTL3; GGN; MORC1; C11orf74; TXNDC2; TXNRD3; SPATA24; CATSPERD; DZIP1; TDRP; SIAH1; UBR2; IFT20; ADGRG2; ASPM; SPATA6L; CNTD1; ZFP41; BOLL; TEX19; SPATA5; POC1A; MNS1; TDRD7; PSMA8; SPATA20; PMFBP1; MYCBPAP; PIWIL2; SLC2A14; CREB3L4; ZNF296; ANKRD49; TCP11; IFT81; TAF4B; GHSR; BAD; TMEM203; AZIN2; SIRT1; RPL39L; SCMH1; GMCL1; PIWIL1; CCDC136; MAEL; CALR3; TBATA; LRGUK; ODF3; IMMP2L; MYCBP; GAL3ST1; PAIP2; SPATA25; NDC1; DPCD; KIFC1; KATNAL1; IFT27; LGR4; CADM1; TSGA10; SPEF2; EIF5A2; SPATC1L; XRN2; RACGAP1; DHX36; GGNBP2; RAD21L1; PLEKHA1; ELL3; PATZ1; METTL14; BCL2L10; SPAG4; DDX4; PARP11; CYP26B1; ASF1B; SPATA6; SOHLH2; NPAP1; RAI14; THEG; SFMBT1; DUSP13; ADAM29; SPATA2; CEP131; JAG2; YBX2; TDRKH; TESMIN; HSPB11; PCYT1B; CATSPER1; FAM9B; DAZAP1; GGT5; HIST1H1T; NR0B1;	GO:0007283~spermatogenesis	210	407	51.5970515970516	3.10888797929731e-4	0.0406982372340731	1	1	0.86612566638071	0.999999999963428	0.400188008272855
down	GNB5; PFDN6; PPIH; PFDN1; FKBP6; TBCA; MPDU1; RP2; RGS9; BAG4; HSPA4L; BAG2; CRYAB; GNAI2; GNAO1; HSPA8; GNAT1; TCP1; ATF6; GNAZ; CSNK2A2; CANX; CCT6A; LMAN1; CCT3; RANBP2; ST13; CCT8; CCT4; RAD23B; VCP; GNG2; HSPE1; VBP1; PSMC1; PPIA; GNAI1; CSNK2B; CSNK2A1; CCT2; FKBP4; PPID; PPIL2; PDCL; PDIA5; P3H1; HSP90AA5P; FUT10; CWC27; RIC3; ERO1B; LTBP4; CCT6B; DNAJC19; DNAJA3; NGLY1; DNAJC1; PFDN5; TTC1; DNAJC7; CCT7; TBCD; DERL1; ALG12; LMAN2L; SIL1; PPIL3; GNB4; GRPEL1; DNAJC4; MKKS; PFDN4; PDRG1; SACS; HSPBP1; DNAJB11; PFDN2; AMFR; BAG5; PPIL1; NUDCD3; CALR3; NUDC; TRAP1; DNAJC25; PDIA2; P4HB; HSP90AA1; DNLZ; NUDCD2; PTGES3; CDC37L1;	GO:0006457~protein folding	92	150	61.3333333333333	3.1111887039903e-4	0.0406982372340731	1	1	0.866154935190899	0.999999999963428	0.400188008272855
