DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
down	POM121C; TAF4; IPO5; BIN1; DDX3X; PSMA7; IKBKB; XPO1; OGT; CFLAR; MAP3K7; SUV39H1; BUB1; SGTA; CREB3; BNIP3L; NRP2; DOK2; SYNCRIP; CCNT1; KIN; BRD4; RNGTT; KDM4A; ANKRD17; EED; PRKRA; NUP155; AP1G2; RNF8; ATG12; UBR5; RTN3; SNAPIN; IPO7; AHSA1; DDX58; STAU1; HLA-B; HLA-DRA; C1QA; AMBP; HLA-A; TP53; HSPB1; SLC25A5; KRT18; RB1; NPM1; ASGR1; ASGR2; HSP90AA1; SP1; CFH; KRT19; KRT7; HMGB1; HNRNPA1; CALM1; HLA-C; HSPD1; HSPA8; PCNA; SLC25A4; TPR; UNG; HLA-E; IL2RB; CREB1; ATF7; PSMC3; ERCC2; RCC1; PLCG1; POLR2E; ERCC3; TBP; CCNA2; RAB6A; PSMB1; TAF1; VDAC1; CCL1; SP100; POLR2A; ACKR3; MSN; ATP6V0C; CANX; PIK3R1; PSMB8; PSMB9; PSMB4; PSMB6; PSMB5; RBL1; GTF2E1; SHC1; IL2RG; APLNR; NUP214; TRIM23; FLT3; IL6ST; IFI27; PSMB10; STAT3; CCR2; STAT1; CBX5; CXCL12; CAMLG; CX3CR1; CENPA; CEBPA; PSMB3; NUP153; RANBP2; BCAP31; CCR3; CCR9; USP11; STAT2; GTF2A2; MSH6; NUP98; COPB1; RAD23A; SEC13; NUP107; ABCE1; RAN; RBX1; GRB2; SUMO1; RAE1; FOXK1; GTF2B; HSF1; HNRNPU; MDM2; E2F1; SATB1; TAP1; TAP2; UBXN1; UBE3A; FMR1; C1QBP; KLC1; SSRP1; VAC14; EP300; NUP160; DLG1; BNIP1; BNIP3; NFX1; IK; FADD; GPS2; TRIM28; SKP2; DYNC1I2; SF3B2; CUL1; CUL2; CUL4A; DYRK1A; GTF2H2; CACNA1C; CDK13; IL16; MORC3; EIF4A2; IRF3; RRP1B; CUL7; ZMYND11; TAF5; TRAM1; ITSN1; CCDC85B; ZYX; PKN2; DDB1; BAK1; MICB; MICA; CRTC2; UBR4; MAGI3; E4F1; TAPT1; RICTOR; CRTC3; CRTC1; ATF7IP; SRCAP; CENPU; SUPT6H; SND1; EIF3M; COPS6; NUP54; MAVS; WAPL; NLRX1; ALYREF; CARM1; VRK2; RAB11FIP4; TRIM22; ZNF683; KIAA0319L; ABI1; RPTOR; NUP93; RBM15B; NUP43; NUP37; NUP35; GADD45GIP1; WDR48; DNAJB14; CHD6; CD200R1; DTX3L; NUP210; NUP133; SLC20A1; DDX1; GBF1; NUP205; CREBBP; KAT2A; RAD50; UPF1; TNPO1; KAT5; USP7; CUL5; FBXW7; SEH1L; MCRS1; DDX11; BICD1; POM121; ACY3; CDK5RAP3; PRMT6; FAM111A; SRPK1; RBM15; SPEN; PSMB7; NUP88; GFI1; MXRA8; YIPF4; NDC1; DERL1; HTATIP2; WRAP53; NUP58; NUP85; CADM1; RBCK1; SETD2; DERL2; ACBD3; CCDC86; AZI2; TMEM134; COPS7B; XPO5; SP110; APOBEC3G; MOV10; PARD6A; UBN1; CD93; AAAS; APOBEC3C; EXOC1; RNF216; UCKL1; DNAJB12; ABI2; ITSN2; CLEC1B; MDFIC; PI4KB; NXF1; COPS7A; DAXX; DMBT1; ZC3H7B; TBK1; FBXW11; FBXL2; PILRA; RCOR1; NUP50; AKAP8L; APLN; CLEC4A; G3BP2; USP24; BTRC; NCKAP1; SAMHD1; TLN1; DCAF1; USP15; SUPT16H; HCFC2; DYNC1LI1; WASF2;	GO:0016032~viral process	319	456	69.9561403508772	0	0	0	0	0	0	0
down	UBA6; ASB14; PEX12; UBE2C; SOCS2; SOCS7; SOCS3; SOCS6; ENC1; UBE2L6; AREL1; SOCS1; RNF113A; MED7; KLHL41; PEX10; CCDC22; RNF40; SOCS5; PDCD6; PEX14; FBXO24; MYCBP2; KLHL18; KLHL2; HERC2; HLA-A; RAB40AL; UBB; UBC; PCNA; UCHL3; TRIM21; UBA1; CBL; HIST1H2BO; ARRB2; HIST1H2BB; TRIM23; BRCA1; VHL; CCNF; USP5; CDC34; UBE2A; PEX5; RNF144A; UBE2D1; UBE2E1; UBE2G2; UBE2K; UBE2N; DCAF7; UBE2G1; UBE2H; RBX1; RPS27A; UBA52; UBE2L3; PRKDC; MDM2; ZBTB16; CDC20; NFX1; TRIM32; CBLB; TRIM28; OS9; CUL1; CUL2; CUL3; CUL4A; CUL4B; HLTF; CUL7; SHPRH; HERC3; HERC1; NEUROD2; UBE2V2; NEDD8; DDB1; HIF1A; UBE2S; UVSSA; KCTD21; HERC4; DCAF17; DCAF10; DCST1; UBR4; DCAF12; DCAF8; RNF220; RNF20; RNF123; RNF213; E4F1; RNF43; KCTD11; SPOPL; SDE2; CDC73; MED27; RFWD3; CTR9; SPSB3; TRAF7; KLHL17; RNF111; UBR3; ASB18; UBE2R2; CBLL1; RRAGA; DET1; G2E3; BRAP; FBXO33; ZNF598; DTX2; CAND1; ZC3HC1; FBXO11; RNF130; DTX1; MIB1; RNF135; GID4; UBR1; KLHL7; TRIM22; HACE1; RNF168; UBE2J2; FBXW8; FBXL6; WDTC1; LZTR1; COMMD1; RNF182; TRIML2; UBR7; TRIML1; WDSUB1; RNF149; RNF169; ARRDC4; RNF214; RNF128; DCAF4; NSMCE1; LRRC29; TRIM41; UBE2Q2; PCNP; ZNRF4; ASB5; ASB11; RAB40A; ASB10; ASB13; MYLIP; KCTD13; RTF1; USP9X; USP7; CUL5; MED12; HIST1H2BH; FBXW7; RNF34; UBE2F; TRIM63; UBE2E3; FBXW5; MUL1; TRIM52; UBE2W; C18orf25; RNF25; OTULIN; ANAPC16; RSPRY1; TSPAN17; MED8; MED30; ITCH; VCPIP1; DCAF5; NEURL4; RNF170; LRR1; RCHY1; UHRF2; RNF157; ASB2; CRBN; SPSB2; BARD1; EPAS1; WAC; MED10; DERL1; TRIM62; HERC2P3; RNF26; TRIM8; TRIM9; TRIM7; TRIM4; WDR61; MKRN2; RNF38; KLHL25; WWP1; IRF2BPL; GAN; FBXL15; ASB7; ASB8; RNF121; MED20; MAGEF1; TRIM39; RAD18; CISH; ATG3; DCAF13; ASB6; DCAF16; ANAPC11; WSB2; MED11; KLHL8; KLHL13; RNF7; RNF14; MALT1; FBXL17; KLHL3; FBXL7; MID2; FBXO2; FEM1B; FBXO10; FBXO9; FBXO3; FBXL5; FBXW11; FBXL2; FBXO5; FBXO4; FBXL3; CBLC; STUB1; TRIM33; RNF24; BTRC; DTX4; KLHL20; HIF3A; UBE2D4; UBE2J1; MED31; FBXO7; DCAF1; HECTD4; ASB3; ASB1; MGRN1; MIB2; HUWE1; CDC27; CDC16; MSL2; AMFR; DCAF15; PJA1; DTX3L; ANAPC7; HECW2; CNOT4; SMURF2; RNF115; UHRF1; CDC23; UBR2; RNF8;	GO:0016567~protein ubiquitination	289	444	65.0900900900901	0	0	0	0	0	0	0
down	FEZF1; APBB1; HAS3; PSMD9; TAF4; ARNTL; NR5A2; NFIB; WNT7A; DVL2; IKBKB; CEP290; CHUK; AXIN1; TOX3; CLOCK; ATMIN; FOXO3; ZIC3; CREBL2; EDF1; BRD4; MITF; FZD7; SS18L1; PITX3; SUPT3H; TADA3; LRP6; FOXH1; PIAS1; PIAS2; TRIM16; ZIC2; YEATS4; NFATC1; SNAI1; EOMES; WNT11; CHEK2; AGT; FOS; MYC; PDGFB; EGF; TGFB1; EPO; CD4; HLA-DRB1; COL1A1; ESR1; TP53; IL4; INSR; RB1; NPM1; SP1; GLI2; GLI3; ZBTB48; MYB; MYBL1; TGFB3; IRF1; EGR2; BMP4; CDH1; NCF1; ETS1; TCF4; GATA1; CREB1; PPP3CB; HMGA1; TAL1; ERCC2; BMP7; EGR1; ELK1; WT1; TBP; CCNA2; POU3F3; NR1D1; CAPN3; MDK; FGF7; IL10; SP100; PAX3; GATA3; NR2F2; CCNE1; CDK2; F2R; MT3; HMGB2; ARNT; POU1F1; TEAD1; SHC1; KDM5A; OTX2; ELF1; PHB; RFC1; DDIT3; HNF1B; SOX18; MAP2K2; TGFBR1; BRCA1; VHL; STAT3; HNF4A; CD86; STAT1; GATA4; NKX2-1; NOTCH1; RFX3; SOX2; SOX9; NRIP1; LHX1; TNNI2; PSEN1; CDKN1C; LHX2; CDK7; RORC; SMARCA4; BRCA2; MECP2; HCFC1; NEK4; MRPL12; NKX2-5; BLM; BRPF1; PRMT2; MAZ; HDAC4; SOX10; WNT3A; WNT4; FOXL2; PCBD1; RAN; RNF4; FOXK1; DAB2; ZXDA; TFAM; E2F1; FOXK2; TFAP4; XPC; ID2; SP3; MAP2K1; CREB5; POU3F1; KMT2A; YWHAH; ZBTB16; MEF2C; SOX4; EP300; FOXO1; MAP3K12; ILF2; ILF3; FOXF1; FOXF2; MLLT11; REST; NR1H3; TRIM28; KLF1; UBE2V1; NFATC2; NEUROD1; PTCH1; RUNX3; NCOA4; RUNX2; HNRNPD; NPAT; FZD2; NCOA6; NR1D2; IRF4; SIX1; NCOA1; ZIC1; CAMK4; NFE2; NFIL3; HIF1A; ZNF423; ZXDC; EDRF1; LBH; PCID2; HIVEP3; RNF187; HES5; RNF20; ZNF318; PYHIN1; GDF6; HMBOX1; RGMB; PSRC1; ATAD2; ATF7IP; RNF111; CREB3L2; SCX; PHF5A; GDF7; RAI1; RBM23; CASZ1; GPBP1; SKAP1; SFR1; RFX6; YAF2; OSR2; KDM8; SFRP1; AFAP1L2; ZNF398; DTX3L; ZFP90; CHURC1; ANKRD49; PHIP; KAT6B; ING5; TFAP2B; ZNF516; ESR2; RREB1; HDAC2; PROX1; CREBBP; KAT6A; TAF15; KAT2A; SMARCC1; KAT5; DVL3; MED12; TP53INP1; TESC; TRIM44; MED30; FUBP3; GPATCH3; ZNF496; FOXN4; TRERF1; CDK5RAP2; RSF1; MMS19; NOTCH4; ELF4; CDX2; HNRNPAB; NPAS2; NKX3-1; FOXC2; CITED1; CITED2; HINFP; SOST; ZKSCAN3; INPP5K; WAC; NAA15; ZNF341; PBX4; TBL1XR1; PITHD1; NIF3L1; PCBD2; ING2; HIPK2; TFB2M; SOX17; KAT8; PTGES2; ZNF287; ARNT2; CHD8; ENY2; BRD7; MED4; PLCB1; PRDM11; TOPORS; SALL1; MED17; RRN3; CXXC1; MDFIC; PIM2; CALCOCO1; PPARGC1A; HEY2; RNF14; MAD2L2; SIX4; LEF1; USP21; FBXW11; TBX21; FZD1; PHF8; USP22; MAPRE3; RNF6; FOXA2; BTRC; ATF5; MYRF; MAP3K2; THRAP3; MED16; ZNF281; GRIP1; ZNF711; KDM3A; MAGED1; SPIN1; NCOA3; WBP2NL; PRDM2; PRDM9; KMT2B; DYRK1A; RFXAP; ING1; WBP2; SERTAD3; NFE2L1; FEZF2; PRDM4; MYBL2; SS18; ZFHX4; SS18L2; NUP85;	GO:0045893~positive regulation of transcription, DNA-templated	356	570	62.4561403508772	0	0	0	0	0	0	0
down	NKX2-6; HELT; ARID3C; EFCAB7; MCIDAS; HAX1; TLR4; APBB1; MEN1; SUPT5H; ARNTL; NR5A2; DLL1; DDX3X; NFIB; WNT7A; KMT2D; ITGB1BP1; OVOL1; BACH1; IKBKB; PPP1R12A; CHUK; NKRF; OGT; FOXN1; SOX12; HDAC3; CLOCK; FGF10; NKX2-8; CRX; HOXC11; ATMIN; FOXO3; NCK2; TCF21; TRIAP1; CHP2; CREB3; KDM1A; ZIC3; CCNT1; CCNT2; KPNA6; GALR3; BRD4; MITF; PROP1; PITX3; LRP6; RPS6KA5; MED6; FOXH1; STK16; KLF7; CCNK; MTA2; PRPF6; NFAT5; CAMTA2; SOX30; VENTX; KAT7; TNKS; SIX3; YEATS4; NFATC1; IL33; DDX58; EOMES; ONECUT2; HAND1; ABL1; FOS; MYC; HRAS; TGFB1; IFNB1; PF4; ESR1; RAF1; PLA2G1B; NR3C1; CD3D; TP53; IL4; FGF1; EDN1; RB1; NPM1; ADRB2; YES1; SP1; PFKM; FGF4; SERPINF2; HOXD4; HOXC4; HOXB5; HMGB1; WNT2; PARP1; CSF3; UBB; UBC; GLI2; GLI3; MYB; MYBL1; MYBL2; TGFB3; CD28; IRF1; EGR2; ERG; TOP2A; VDR; ESRRA; BMP4; SKI; HOXD8; RARG; GTF2F2; HGF; DRD2; HOXB3; HOXB2; HOXB1; POU2F1; ETS1; MYOD1; MYOG; ATF2; VEGFA; HIVEP1; PAX1; TCF4; GATA1; CREB1; PPP3CB; NCK1; ZNF24; RHOQ; HMGA1; JUNB; HOXB4; TAL1; ENG; PSMC3; ERCC2; BMP7; EGR1; ADCYAP1; NELFE; ATF1; NCL; ELK1; ERCC3; WT1; EN2; RXRA; POU3F2; IL11; S1PR1; TAF1; FGFR2; BMP5; BMP6; USF1; GAL; NR4A1; ITGA6; SFPQ; PAX7; PAX3; GATA2; GATA3; CCNC; YY1; LMO2; LMO1; CD40; HMGB2; ACVR2A; ARNT; PIK3R1; POU1F1; TEAD1; HOXD10; MSX1; MZF1; RXRB; RBL1; ARID4A; HOXD3; HOXA7; TLX1; OTX2; ELF1; GTF2H1; HOXD13; DDIT3; SOX18; ZNF76; BMPR1A; ACVR1B; ZEB1; RBMX; BRCA1; GDNF; PBX2; STAT3; ETV6; HNF4A; ELK3; STAT1; STAT6; TXK; NAMPT; GATA4; NKX2-1; ATRX; NOTCH1; P2RY1; CDX1; ID4; RFX2; RFX3; RFX5; SOX2; SOX9; NRIP1; NR2C2; HOXA1; EVX1; CEBPA; CEBPD; FLT3LG; MEOX2; CDK7; SMARCA4; RPS6KA3; LUM; MNAT1; GTF2A2; ZNF131; ZNF143; GBX2; NKX2-5; FOSB; CEBPG; NRL; UCN; MLLT10; MLLT6; CDH13; FOXA3; DLX1; HDAC4; WNT3A; PRDM15; FOXL2; CD81; IL2; ACTR2; ISL1; LMO4; TBPL1; RPS27A; UBA52; RNF4; CX3CL1; PRKDC; PKD1; FOXO4; HOXA4; HSF1; HNRNPU; E2F1; FOXK2; TFAP4; MC1R; MEF2A; MEF2B; SP3; PAX5; IRF8; NHLH1; HHEX; KMT2A; CEBPZ; HSF2; UBE3A; RNASEL; EN1; EXOSC9; RBPJ; MEF2C; GABPA; SOX4; PPP3CA; DHX9; EP300; DBP; FOXO1; TFCP2; BPTF; POU4F2; NFIA; TCF15; HYAL2; FOXF1; FOXF2; PRDM2; ZBTB17; NR1H3; FADD; MAP2K5; GPS2; NOG; NR5A1; ATM; PIN1; NEUROD1; PKD2; IRF5; KLF5; RUNX2; CBFB; NFYC; CAMK1; VEZF1; E2F2; NFE2L1; HLTF; HNF4G; GBX1; ZNF268; IHH; IRF3; RRP1B; NCOA6; IRF4; E2F5; NR6A1; RPS6KA1; SAFB; SIX1; SS18; TAF7; TCEA2; HMGN3; TWIST1; CEBPE; NEUROD2; NCOA1; SMAD1; ZIC1; BATF; MAPK14; NRF1; HIF1A; IFI16; BSX; GLYR1; CDON; ARID4B; SOHLH1; AKNAD1; HES5; HES3; MYSM1; MLIP; PLAG1; CAPRIN2; TET2; ZNF746; CDC73; TAF2; CCDC62; CTR9; FIGLA; CRTC1; TFAP2E; RNF111; ZBTB49; CREB3L2; MED25; ASXL2; BHLHA15; SCX; PID1; SETX; MAVS; AKNA; TFAP2D; STRA8; PCGF5; LDB1; NFE4; NLRC5; SKAP1; CARM1; METTL23; PPARGC1B; RFX6; NPAS4; CREBRF; ARID3B; SIRT2; ASXL1; PELP1; ZNF654; TTC5; AHI1; OSR2; VGLL2; ZBTB38; GLIS3; TET1; TNIP2; GABPB2; OSR1; FEZF2; SP7; LMX1A; GRHL3; CREB3L4; GLMP; CKAP2; PHIP; AUTS2; TFAP2B; LPIN2; RTF1; MAML1; TFAP2C; RREB1; HDAC2; CREBBP; KAT2A; DDX17; NEUROG1; COPS5; SMARCC1; FOXJ1; ARHGEF2; KAT5; MED12; LHX4; MYDGF; WBP2; EAF2; DDRGK1; FUBP3; RAX2; ZBED3; ABHD14B; CDK5RAP3; MAML3; RBM14; ZNF300; NR1H4; SIN3A; UHRF1; TCF12; PHOX2B; CDC5L; PARK7; EYA1; ZBTB18; ELF4; NPAS2; NKX3-1; EPAS1; SMO; ARID3A; FOXC2; CITED2; PAGR1; IER2; HTATIP2; GATA5; BARHL1; TBL1XR1; PRKD2; BCL11B; WDR61; BRD8; IRF2BPL; DHX36; HIPK2; GSX1; RGCC; SOX17; BCAS3; NANOG; BCL2L12; ELL3; PATZ1; BARX1; ARNT2; NOD2; SENP2; CHD8; ZNF304; SIX2; IL23A; RPRD1B; PRDM10; ASH1L; SIRT7; SALL1; MED17; SOHLH2; BARHL2; AATF; HOXC10; FOXJ2; SENP1; CALCOCO1; ZFAT; CHD7; ONECUT1; RBPJL; PPARGC1A; ASH2L; HEY2; DUX4; FBLN5; ARMCX3; TBK1; NUFIP1; ZNF639; KLF15; SIX4; CNOT7; MOSPD1; LEF1; FOXD3; DDX41; PRDM4; INO80; CCPG1; AKAP8L; MYO6; PLAGL1; ATP1B4; CELA1; TFR2; FOXJ3; FOXA2; ATF5; RAX; THRAP3; KLF13; NR2E1; ZNF175; MTF2; KDM3A; TRAF6; KLF12; NEUROG3; ZSCAN21; DMRT1; FHOD1; SOX21; CHCHD2; NCOA3; FOXO6; ZNF821; ONECUT3; MGA; SOX13; ASCL2; TBX3; TBX19; ZBTB24; HIF3A; TBX20; ZNF148; KAT6B; MED10; STAT4; LHX1; TBX22; MYCL; HOXA2; LHX5; STAT5A; EBF1; ZNF382; POU2F2; LAGE3; CTAG2; NKX1-1; HMGB4; NR1D2; AHRR; RAI1; STAT2; TCEA1; ZNF649; SOX10; TAF4; RARB; ZNF350; SMARCA5; ATAD2; TBX18; HOXC9; LPIN1; ZNF501; HDAC8; SOX1; NFATC4; DLX3; PPRC1; MCRS1; PAXBP1; PTOV1; ZNF497; DLX2; ASXL3; SBNO2; EBF2; THRA; SOX5; NR2F1; CRTC2; SOX6; PROX2; PCGF6; GFI1; TEAD4; IKZF5; NCOA2; KAT8; NR1D1; BCL9; LHX9; ZNF567; DR1; SS18L2; HOXB9; KMT2C; ZNF564; SIM1; CRTC3; CDK13; RSF1; HDX; POU3F3; NFATC2; SSBP4; TAF9B; TBX4; LHX2; IKZF2; E2F6; HOXD9; SS18L1; SSBP2; NKX2-4; ATAD2B; PHF10; ZNF740; DLX6; TBX21; DPF2; TBX15; TCF20; DPF3; POU3F1; TBX6; ZNF462; KAT6A; ZNF691; SLC30A9; PROX1; NKX3-2; TAF4B;	GO:0045944~positive regulation of transcription by RNA polymerase II	683	1138	60.0175746924429	0	0	0	0	0	0	0
down	POM121C; SUMO1P1; CBX4; NUP155; PIAS1; PIAS2; EGR2; TPR; NUP214; RANGAP1; NUP153; RANBP2; NUP98; HDAC4; NUP107; SUMO2; SUMO1; RAE1; MDM2; NUP160; TRIM28; STX1A; RNF212; SUMO4; NUP54; NUP93; NUP43; NUP37; NUP35; TRPM4; NUP210; NUP133; NUP205; MUL1; SEH1L; POM121; EYA1; NUP88; NDC1; NUP58; NUP85; SENP6; BCL11A; SENP2; KIAA1586; AAAS; TOPORS; SENP1; UBA2; NUP50; ZNF451; PIAS3;	GO:0016925~protein sumoylation	52	66	78.7878787878788	1.03361410648373e-4	0.0143865302101115	1	1	0.731724359780453	0.999208986164194	0.141427758232587
down	SFI1; PLK4; AURKA; CEP290; CCP110; SSNA1; HMMR; OFD1; DCTN3; HAUS5; CEP152; PCNT; FGFR1OP; TUBB; HSP90AA1; PRKAR2B; CETN2; PAFAH1B1; CSNK1D; CENPF; NEK2; PKIA; TUBA4A; DYNC1I2; CKAP5; DCTN1; KIF14; PCM1; CTC1; ODF2; CEP78; RNASEH2B; CEP135; HAUS3; CLASP1; HAUS6; CNTRL; SDCCAG8; CEP57; KCNH5; CEP70; NEDD1; CEP76; ALMS1; HAUS1; CEP63; CDK5RAP2; AKAP9; HAUS8; CEP41; HAUS4; CENPJ; HAUS2; CEP72; TPX2; CEP131; CEP164; NINL; CDK2;	GO:0010389~regulation of G2/M transition of mitotic cell cycle	59	80	73.75	1.33451013320296e-4	0.0180921445201373	1	1	0.762629430919533	0.999208986164194	0.177856050328565
down	PSMB11; PSMD11; PSMD9; UBE2C; PSMA7; BUB3; BUB1B; PSMD10; CCNB1; PSMC3; ERCC2; ERCC3; PSMB1; PSMA1; PSMA2; PSMB8; PSMB9; PSMA5; PSMB4; PSMB6; PSMB5; CDC27; PSMC2; PSMB10; PSMD8; PSMB3; PSMD7; UBE2D1; UBE2E1; ANAPC15; PSMC1; TFAP4; XPC; CDC20; CDC16; MAD2L1; CUL1; PSMD6; PSMD5; DDB1; NEK11; CDC26; PSMA8; PSMF1; ANAPC16; ATAD5; PSMB7; ANAPC1; ANAPC11; CDC23; ANAPC7; ANAPC5; ANAPC4; FBXO5; PSME2; FZR1; ANAPC10; BTRC;	GO:1901990~regulation of mitotic cell cycle phase transition	58	80	72.5	2.07809389255909e-4	0.0271165276805304	1	1	0.828642629572235	0.999208986164194	0.266570859331591
down	DDX3X; RIOK3; NDC80; BIRC5; RGS14; CIAO1; NR3C1; SLC25A5; TOP2A; ERCC2; RCC1; BRCA1; CENPF; NEK2; CENPE; NUMA1; CENPW; SGO1; PMF1; TLK2; PHF13; SKA3; HJURP; NUP43; NUP37; SKA2; USP9X; ARL8A; CENPT; CENPN; SPAG5; SRPK1; CDK5RAP2; SETDB2; MMS19; NTMT1; NUF2; MIS12; USP44; CDT1; SPC25; NEK6; INCENP; BEX4; UVRAG; KNSTRN; OIP5; TLK1; NEK11; TTK; BANF1; NEK8; MIS18A; CENPH;	GO:0007059~chromosome segregation	54	73	73.972602739726	2.37383179512829e-4	0.0298559398907762	1	1	0.843105699093836	0.999208986164194	0.293500836338676
down	RAB27B; LEFTY2; ISLR; ABCC4; VEGFD; SOD1; F8; F13A1; CFD; PLG; SERPINA1; SERPINA3; A2M; PDGFB; EGF; TGFB1; APOA1; FGA; FGB; FGG; APOH; FN1; ORM1; PPBP; PF4; HRG; A1BG; VWF; ITGB3; SERPING1; CLEC3B; PROS1; ITGA2B; PLEK; SERPINF2; ANXA5; SPARC; CALM1; TGFB3; CLU; F5; LAMP2; HGF; VEGFA; SELP; PECAM1; CD36; ORM2; VEGFB; VEGFC; MANF; CTSW; STXBP1; TGFB2; TUBA4A; APLP2; MMRN1; GAS6; ITIH4; STXBP2; ECM1; HABP4; LY6G6F; APOOL; CD109; CDC37L1; NHLRC2; PCYOX1L; SCCPDH; FAM3C; TMX3; RARRES2; CHID1; POTEKP; OLA1; FAM49B; CYB5R1; BRPF3; TLN1; TEX264;	GO:0002576~platelet degranulation	80	124	64.5161290322581	2.46854043583267e-4	0.0306774923924491	1	1	0.847715381940085	0.999208986164194	0.301577163770311
down	COL6A5; ARVCF; CHL1; PODXL; ISLR; ADGRB1; NCAN; TOR1A; PDZD2; ADAM12; EFS; CHST10; PSTPIP1; NUAK1; NRP2; NPHS1; LPXN; ADAM23; LRRN2; CNTN5; ITGBL1; ADA; CD4; FN1; AMBP; BGLAP; VWF; ITGB3; ITGB2; GP1BA; LAMB1; ITGA5; RPSA; PTPRF; HAPLN1; LAMC1; ITGAM; COL6A2; VCAN; GP9; SELP; ITGB4; CD36; ITGA2; ENG; CD22; ITGAL; MAG; S1PR1; CD72; ANOS1; OMG; PRPH2; IL32; LAMA2; FPR2; ACKR3; LAMA1; ITGB7; ITGB8; DPP4; COL8A1; L1CAM; MYH10; SPAM1; ITGAE; GP5; CD96; MCAM; CXCL12; PXN; CX3CR1; CXCR3; CCR3; APLP1; BMX; PRKX; EPHA4; SLURP1; AFDN; CDH15; IL2; RHOB; CNTNAP1; CX3CL1; DGCR2; COL4A3; CNTN2; DST; CD164; TYRO3; COL16A1; CNTN1; CDH17; ARHGAP5; MMRN1; SLAMF1; PTK7; ITGB3BP; SEMA5A; ALCAM; ITGA9; SCARF1; SELPLG; ADGRE1; FLOT2; FAT1; HABP2; SSPN; MYBPC3; OPCML; COL19A1; HEPACAM; POSTN; PGM5; NECTIN1; CD226; PKN2; CYP1B1; DDR2; AOC3; CDON; FBLN7; FLG2; FREM2; HES5; THEMIS2; RGMB; KIRREL2; OLFM4; CUZD1; PPFIBP1; CD177; SPACA4; CNTNAP5; LMLN; ERBIN; HAPLN3; CSF3R; AMELX; FEZ1; ADAM2; MXRA8; CNTNAP3; PRKD2; CNTNAP4; HAPLN2; CDHR5; LY9; SLAMF7; CASS4; ADAM22; SIRPG; CNTN3; CTNNAL1; CD300A; CNTNAP2; EGFL7; ADGRE2; TINAG; CLEC4A; CNTN6; CLCA2; SSX2IP; TLN2; LOXL2; EMILIN1; NINJ2; PCDHB8; SIGLEC5; PCDH17; PCDHA13; PCDHA3; CDHR1; CDH16; PCDHAC1; PCDHB13; PCDHGA2; PCDHB2; PCDHA10; PCDHA11; PCDHB12; SIGLEC10; ICAM2; SIGLEC14; PCDHA5; PCDHB5; PCDH9; FES; SPON2; PARD3B; PCDH10; PCDHA9; CDHR4; SIGLEC9; PCDHB1; SIGLEC16; PCDH19; PCDHGB6; PCDHB11; SIGLEC8; PCDHGC3; PCDHB9; PCDHB7; PCDHB16; PNN; CD33; PCDH18; PCDHGB2; SPON1; FER; PCDHB3; PCDHGA10; PCDHA4; PCDH11X; PCDHGA4; ICAM3; PCDHB18P; PCDHA2; GPNMB; PCDHB4; PCDHGA8; PCDH12; PCDHGA11; PCDHGB7; PCDHB6; PCDH8; PCDHA8; PCDHA12; PCDHA6; TGFBI; PCDH15;	GO:0007155~cell adhesion	232	454	51.1013215859031	2.52672801208109e-4	0.0310311926095465	1	1	0.850566730460686	0.999208986164194	0.305054237676243
