DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
up	RPLP1; RPLP2; RPLP0; RPS17; GSPT1; RPS2; RPL35A; RPL7; RPL17; RPS4Y1; RPS3; RPS12; RPL13; RPL10; RPL12; PPP2R1A; RPL9; RPL22; RPL4; EIF4A3; RPL13A; RPS27; RPL35; RPL27A; RPL5; RPL21; RPL28; RPS9; RPS5; RPL29; RPL34; RPL14; NCBP2; RPS20; RPS3A; RPL26; RPL15; MAGOH; RPL37A; RPL37; RPS7; RPS8; RPS15A; RPS16; RPS14; RPS23; RPS18; RPS29; RPS13; RPS11; RPL7A; ETF1; RPS4X; RPL23A; RPS6; RPL23; RPS15; RPS25; RPS26; RPS28; RPL30; RPL39; RPL31; RPL32; RPL8; RPL41; RPS27A; PPP2R2A; RPS21; PPP2CA; RPL24; RPL36A; RPL19; RPL18A; RPL18; NCBP1; RNPS1; SMG8; UPF1; PYM1; UPF3B; SMG9; UPF3A; PNRC2; SMG5; RPL36; RBM8A;	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	87	117	74.3589743589744	1.11441160739023e-4	0.143918299011538	1	1	0.965219400616794	0.999986678293671	1
down	SSPO; CHL1; PODXL; ADGRB1; NCAN; PDZD2; INPPL1; RS1; EFS; TGFB1I1; MTSS1; CHST10; PSTPIP1; SUSD5; PLXNC1; ADAM23; CNTN5; ADA; FN1; VTN; ATP1B1; ITGB3; ITGB2; ICAM1; ITGB1; ITGAV; GP1BA; LAMB1; HCK; ITGA5; FREM3; SPP1; ITGAM; COL6A1; COL6A2; COL6A3; CCL4; CCL2; NCAM1; VCAN; CEACAM1; SELL; B4GALT1; CD44; SELP; ACAN; ITGB4; PRKCA; ITGA2; ENG; VCL; CDH2; ITGAL; ITGAX; COL5A1; KITLG; ACHE; PRPH2; LAMA2; TNC; APC; FPR2; AZGP1; ITGB8; EPHA2; EPHA3; CCR1; CTNNB1; COL15A1; COL18A1; GP5; CD96; CXCL12; PXN; CX3CR1; ENTPD1; ATP4B; CCR3; BMX; EPHB4; EPHA4; MFAP4; CDH4; CDH8; CDH11; CDH15; SIRPA; CNTNAP1; CLDN10; OLR1; CX3CL1; ADAM17; SRPX; TNFAIP6; COL4A3; CNTN2; APBA1; DST; COL16A1; SCN1B; MFGE8; SPOCK1; CNTN1; ARHGAP5; MMRN1; MYBPH; SLAMF1; ITGB3BP; ADAM9; LSAMP; LAMC2; ITGA9; PKP1; DGCR6; SCARF1; SELPLG; ADGRE1; FLOT2; MYBPC2; FAT1; HABP2; DSC3; MYBPC3; OPCML; POSTN; PGM5; CDSN; CD226; IGFBP7; PKN2; MOG; DDR2; AOC3; SVEP1; FBLN7; FREM2; CERCAM; THEMIS2; ASTL; CUZD1; EGFL6; AGGF1; CADM2; CHST4; CD99L2; STAB2; CNTNAP5; TM9SF4; PTPRU; TNR; SYMPK; HAS1; SEMA4D; LMLN; ERBIN; CSF3R; FEZ1; COL12A1; MXRA8; EMILIN2; CNTNAP3; PRKD2; HAPLN2; AMBN; CASS4; STAB1; FLRT1; ADAM22; EGFL7; ADGRE2; AJAP1; CLEC4A; TLN2; LOXL2; ROBO1; NINJ2; PCDHB8; PCDH17; PCDHA13; PCDHA3; SIGLEC11; PCDHAC1; PCDHA7; PCDHB2; PCDHA10; PCDHAC2; SIGLEC6; PCDH7; SIGLEC10; ICAM2; FES; SPON2; PCDH10; SIGLEC9; PCDHB10; SIGLEC16; PCDH19; PCDHGC3; PCDHB9; PNN; CD33; PCDHGB2; PCDHB3; PCDH11X; SIGLEC7; PCDHGA4; ICAM5; PCDHA2; GPNMB; NINJ1; PCDHGA8; PCDHGB7; PCDH8; PCDHGB5; PCDHGA7; PCDHGA12; PCDHA6; TGFBI;	GO:0007155~cell adhesion	218	454	48.0176211453744	1.90918039604249e-4	0.130533391077991	1	1	0.878763646111998	0.999999893501135	1
down	ARGFX; ZNF487; FOXE1; FOXN3; ARID1A; ZNF609; TBX3; OGT; SOX12; YY2; CLOCK; TBX1; MED7; SOX15; SMARCA5; TRAK2; CREBL2; ZNF354A; TBX19; SHOX2; ZBED4; TADA2A; CREG1; CAMTA2; MED26; SIX6; FSTL3; EGFR; MYC; TNF; SOD2; MYCN; TFAP2A; PRKCB; INHBA; HMGB1; ANXA4; RHOXF2B; PRKAR1A; ATF2; ZFX; ZSCAN20; ATF7; DDX5; ATF6; PAM; POU3F2; MYF6; ATP2B4; PTAFR; BRD2; UCP1; HMGB2; HOXA6; FOXN2; FUS; DEK; AHR; ZNF76; SREBF1; ZEB1; BRCA1; STAT3; STAT6; STAT5A; NOP2; SMARCA2; STAT5B; MNAT1; STAT2; ZNF143; SUB1; VSX2; ZC3H6; RHOA; PSMC5; IRX4; IRX3; SMAD3; HOXC5; IRF9; FOXK2; SP4; CREB5; MLLT1; ZFP36L1; RBL2; DBP; TFCP2; SMARCB1; BPTF; CHD3; NFATC3; SNW1; HLX; BRD3; MED22; TEAD4; ELF2; NEUROD2; NEDD8; PKN1; MAPK14; ECM1; LRRFIP1; GON4L; ZBED5; SNAPC4; DMRTA1; OTP; ZKSCAN2; ELP2; ADNP2; SMARCD3; LBX2; ZNF705A; NFXL1; TTC21B; THAP5; ZBTB33; NFE4; ZBTB46; FOXP4; BBS7; ZZZ3; TAF1L; LCORL; JMY; ZSCAN1; BHLHE23; BHLHE22; RHOXF1; SMARCC2; THAP6; BBX; ARNTL2; AHCTF1; DDX17; SMARCC1; SMARCD2; SMARCE1; ISL2; ELP4; SMARCD1; PKNOX2; DACH2; FOXN4; TRERF1; MED15; TCF12; TSC22D3; RBBP8; LITAF; PRRX2; VGLL1; RHOXF2; PHF20; ZNF541; THAP2; NUCKS1; ADNP; ZNF335; THAP9; SP140L; SEBOX; SP110; ASCL3; BAZ1A; MED17; ZNF446; SMARCAL1; CNOT2; VSX1; ZNFX1; RCOR3; MYEF2; THAP10; RNF14; KDM5B; GTF2IRD1; BAZ2B; BAZ1B; MYT1L; DMTF1; KCNIP3; MED16; TSC22D4; HCFC2; SOX21; MED6; RFX8; CCNL2; TCF23; HIF3A; KLF7; HAND1; PIAS1; VENTX; TCF24; CBFB; KLF2; EPC2; ELK4; BARX1; MED1; NFE2L1; BRWD1; MTF1; SUPT5H; HMGB3; SP6; MED13; ARID4A; EPC1; HMGB4; ZNF791; ANKRA2; PIAS3; HIF1A; ZNF563; NFE2L3; ZMYM4; FOS; JDP2; RUNX1; ZIC5; ZNF833P; ZNF625; NFKBIZ; MTDH; ETV3; FOXL2; SUPT20H; TFAP2E; TCF7; ZNF14; TADA1; ZIC2; FOXD4L5; ANKRD1; NR2C2; DLX6; SUPT20HL2; SUPT3H; FOXC1; IFRD1; RFX7; KLF12; FOXI3; TAF7L; ZNF433; ETV7; ZMYM5; FOXD4L4; ZMYM2; KLF9; DBX2; NR2F1; IRF2BPL; MED12; NFE2; TCF7L1; BATF2; FLI1; CCNT2; ZNF292; ZMYM3; EN2; NANOG; BATF3; ZNF442; EGR2; TFDP1; CCNK; ETS1; ANKRD2; TWIST1; GRHL1; ZNF101; ZNF654; HOPX; KLF15; MED23; SPI1; NR2E3; FOXS1; MED21; ARID1B; DLX3; NR2E1; FOXD1; HAND2; DLX4; NR2C1; ARID5A; DUXB; ETV5; TWIST2; RXRG; ZNF441; GLIS2; FOXQ1; RXRB; VAX1; ATF4; NPAS4; RFXANK; ZMYM6; ELF5; MAMSTR; QRICH1; GABPA; MED13L; ZNF608; ZMIZ1; RFX4; SP1; ETV1; PHIP; ZMIZ2; KLF11; LYL1; PIAS4; ELK3; GMEB1; ZNF709; NR2F2; ZMYM1; GTF2H2C; RUVBL1; SP3; ZIC1; SP2; TBL1XR1; NANOGP1; SIM2;	GO:0006357~regulation of transcription by RNA polymerase II	336	747	44.9799196787149	2.2161574627233e-4	0.141420394887916	1	1	0.894206470511368	0.999999893501135	1
down	TLR3; TNFSF12; GREM1; RAMP2; PDCD6; SASH1; RAPGEF3; C3; IL1A; IL1B; LRG1; ITGB2; SERPINE1; ITGB1; PRKCB; SP1; CTSH; CXCL8; RRAS; ANXA3; C6; HGF; ETS1; PRKCA; ENG; XBP1; FLT1; PLCG1; ITGAX; C5AR1; TBXA2R; GATA2; CMA1; CXCR2; ITGB8; NOS3; AQP1; ADM; APLNR; CHI3L1; TGFBR2; BRCA1; STAT3; WNT5A; CX3CR1; CCR3; HK2; CX3CL1; RUNX1; TEK; HYAL1; PTK2B; PRKD1; TWIST1; C3AR1; ECM1; HIF1A; ZC3H12A; PIK3R6; CCBE1; MTDH; HIPK1; AGGF1; NODAL; PRKD2; HIPK2; SMOC2; ZNF304; SPHK1; ERAP1; AGO2; CELA1; ANGPT4; NR2E1; ANGPTL3; VEGFC; PGF; VEGFB;	GO:0045766~positive regulation of angiogenesis	78	131	59.5419847328244	2.80024599686568e-4	0.148910859344435	1	1	0.923549361580312	0.999999893501135	1
down	TBKBP1; POM121C; TAF4; IPO5; DDX3X; IKBKB; XPO1; OGT; CFLAR; MAP3K7; SGTA; BNIP3L; SYNCRIP; KIN; BRD4; NBN; RNGTT; ANKRD17; PRKRA; RFPL3; NUP155; AP1G2; ATG12; UBR5; RTN3; IPO7; STAU1; HLA-B; HLA-DRA; APOA2; HPX; HLA-A; ISG15; RB1; ASGR1; ANXA2; LYN; SP1; PTPRC; CFH; VIM; HMGB1; HLA-C; TOP1; TPR; HLA-E; FDPS; CREB1; PDGFRA; ATF7; PLCG1; TNFRSF1A; ERCC3; BRD2; PSMA3; PSMA4; MSN; CANX; RBL1; SHC1; PML; FCGR2B; CTNNB1; APLNR; NUP214; TRIM23; NUP62; IL6ST; IFI27; PSMB10; STAT3; STAT1; SYK; RANBP1; CBX5; IQGAP1; CXCL12; CX3CR1; PSMB2; RANBP2; TSC2; IRAK1; CCR3; CCR9; USP11; STAT2; MSH6; NUP107; ABCE1; PSME3; RHOA; GRB2; UBE2I; FOXK1; MDM2; E2F1; SET; TAP1; TAP2; RELA; EIF4G1; UBE3A; FMR1; KLC1; VAC14; EP300; NUP160; DLG1; NFX1; TRIM28; G3BP1; SKP2; SERINC3; SNW1; CACNA1C; CDK13; IL16; KEAP1; MORC3; IKBKE; EIF4A2; IRF3; ZMYND11; TRAM1; ITSN1; ZYX; PKN2; DDB1; BAK1; MICB; MICA; SMU1; CRTC2; ZC3H12A; NUP188; UBR4; E4F1; TAPT1; CRTC3; ATF7IP; SND1; MAVS; PACS2; VRK2; ABI1; RPTOR; WDR48; DNAJB14; CHD6; CD200R1; DTX3L; NUP133; GBF1; CREBBP; KAT2B; TANK; RAD50; TNPO1; CUL5; FBXW7; DHX58; SEH1L; BICD1; POM121; CDK5RAP3; FAM111A; VPS35; SRPK1; RBM15; SPEN; MXRA8; NUP58; NUP85; CADM1; RBCK1; SETD2; IFIH1; ULBP2; ULBP1; NLRP1; DERL2; AZI2; XPO5; SP110; APOBEC3G; MOV10; CD93; EXOC1; RNF216; ABI2; ITSN2; CLEC1B; MDFIC; PI4KB; NXF1; DMBT1; ZC3H7B; TBK1; FBXW11; PILRA; RCOR1; AKAP8L; APLN; CLEC4A; USP24; BTRC; NCKAP1; AP3M1; SAMHD1; TLN1; DCAF1; USP15; HCFC2; DYNC1LI1; IKBKG; WASF2;	GO:0016032~viral process	216	456	47.3684210526316	3.57938668263502e-4	0.171309446630912	1	1	0.948108438766118	0.999999893501135	1
down	TLR4; TRAF5; TRIM38; AIM2; IKBKB; TLR3; CLOCK; CFLAR; IRAK2; MAP3K7; RIPK2; GREM1; TLR2; RPS6KA4; FLOT1; TRIM37; IL18RAP; AGT; TNF; IL1B; TFRC; LTF; NTRK1; ITGB2; S100A8; IL6; ICAM1; PRKCB; CLU; EIF2AK2; CAPN3; CD40LG; STAT3; WNT5A; CX3CR1; IRAK1; PSMA6; ADAM8; CX3CL1; S100A12; NFKB2; RELA; PRKCQ; TRIM32; TRAF1; IL18R1; IL18; FLOT2; AGER; PRKD1; TRADD; LRRFIP1; CARD16; MTDH; ERC1; RHEBL1; ARHGEF2; TRIM52; RAB7B; RNF31; NLRP3; MYD88; TRIM62; CARD14; RBCK1; PRKD2; TRIM8; DHX33; EDA2R; NOD2; NLRC4; TLR9; SPHK1; TERF2IP; TAB2; CRNN; MALT1; SLCO3A1; ALK; TNFSF18; CAMK2A; NOD1; TLR6; TRAF6; IRAK3; IKBKG; IL1RAP;	GO:0051092~positive regulation of NF-kappaB transcription factor activity	87	154	56.4935064935065	4.65935085968705e-4	0.202724120131475	1	1	0.96777473288854	0.999999893501135	1
down	TLR4; DDX3X; TLR3; TNFSF14; GREM1; TLR2; PTP4A3; SASH1; NFAT5; EGFR; TNF; IL1B; EIF2AK2; MMP8; CALR; LIMS1; IRAK1; NLRP12; RHOA; RELA; EP300; ILK; IL18R1; IL18; AGER; TRADD; TRIP6; EDARADD; TRIM44; C1QTNF4; RBCK1; AGO3; RC3H2; NOD2; IL23A; TLR9; SPHK1; TERF2IP; TLR7; AGO1; NOD1; TRAF6; HMGB4; HMGB1;	GO:1901224~positive regulation of NIK/NF-kappaB signaling	44	64	68.75	7.1927228311619e-4	0.286869762249507	1	1	0.99329095129434	0.999999893501135	1
down	UBA6; UBE2QL1; PEX12; SOCS2; SOCS7; SOCS6; UBE2L6; SOCS1; PJA2; MED7; SOCS5; PDCD6; MYCBP2; KLHL2; ARIH2; HLA-A; UCHL3; UBA1; CBL; HIST1H2BO; ARRB2; HIST1H2BB; TRIM23; BRCA1; UBA7; USP5; NEDD4; RNF144A; VCP; RAG2; UBE2G2; DCAF7; UBE2G1; UBE2H; PRKDC; MDM2; NFX1; TRIM32; CBLB; TRIM28; OS9; BIRC3; MED21; CUL4B; KEAP1; HLTF; SHPRH; HERPUD1; HERC3; LRRC41; MED1; HERC1; NEUROD2; NEDD8; DDB1; HIF1A; UBE2S; UVSSA; KCTD21; HERC4; DCAF17; DCAF10; DCST1; UBR4; DCAF8; RNF213; E4F1; SPOPL; KLHL10; CDC73; RFWD3; SPSB3; TRAF7; RNF111; UBR3; ASB18; UBE2R2; CBLL1; DET1; G2E3; BRAP; FBXO33; SYVN1; ZNF598; DTX2; CAND1; ZC3HC1; FBXO11; RNF130; DTX1; MIB1; GID4; CUL9; KLHL7; AMN1; HACE1; FBXW8; RNF175; FBXL6; ARRDC1; RNF182; PAF1; DTX3; TRIML1; WDSUB1; RNF149; KCTD6; RNF169; RNF214; TRPC4AP; LRRC29; TRIM41; UBE2Q2; PCNP; LMO7; ASB11; SOCS4; ASB17; ASB15; MYLIP; KCTD13; RTF1; USP9X; CUL5; MED12; FBXW7; TRIM63; TRIM52; SPSB1; OTULIN; TRIM11; ITCH; VCPIP1; DCAF5; C10orf90; RNF145; UHRF2; RNF157; CRBN; BARD1; NEURL2; WAC; TRIM62; HERC2P3; TRIM8; TRIM31; TRIM9; TRIM4; RNF38; KLHL25; WWP1; IRF2BPL; GAN; KCTD10; UBE2Z; JADE2; BIRC6; TULP4; ATG3; RLIM; ASB6; DCAF16; KLHL9; KLHL13; SAE1; RNF14; MALT1; HERC5; KLHL21; FBXL7; FEM1B; FBXO10; FBXO9; FBXL5; FBXW11; FBXL3; ZNRF3; TRIM33; RNF24; BTRC; KLHL20; HIF3A; UBE2D4; UBE2J1; FBXO7; DCAF1; HECTD4; ASB3; NUB1; RNF215; MIB2; HUWE1; CHFR; CDC27; CDC16; MSL2; DCAF15; PJA1; CAND2; HECW1; DTX3L; ISG15; HECW2; CNOT4; SMURF2; RNF115; UBR2;	GO:0016567~protein ubiquitination	207	444	46.6216216216216	8.58827628906211e-4	0.32882792255561	1	1	0.999999893501135	0.999999893501135	1
down	F2RL2; PLSCR1; FZD6; DGKI; F8; F2; COL1A1; COL3A1; PF4; ITGB3; PRKCG; IL6; PRKCB; FYN; GP1BA; LYN; ADRA2A; PF4V1; SRF; ACTN1; VAV1; PLCG2; PRKCA; ADRA2B; ADRA2C; FLNA; F2R; PTPN6; CD40LG; FCER1G; ARRB2; GP5; PIK3CA; PIK3CB; SYK; PIK3CG; DGKE; GNG2; RAP2B; GNB1; GNA12; PRKCQ; PRKCD; PTPN11; MERTK; LCP2; TRPC3; DGKZ; ITPR2; ITPR3; PIK3R6; DGKH; PDPN; TREML1; PIK3R5; F2RL3; GP6; CLEC1B; TRPC6; DGKB; AXL;	GO:0030168~platelet activation	61	102	59.8039215686275	0.00111291717670403	0.399858526391529	1	1	0.999999893501135	0.999999893501135	1
down	TLR4; TRAF5; TRIM38; TNFRSF10B; IKBKB; TLR3; CFLAR; MAP3K7; RIPK2; BRD4; ANKRD17; PLEKHG5; APOL3; ABL1; TNF; HLA-DRB1; TFRC; LTF; CD74; PRKCB; FYN; LGALS1; GJA1; TNFRSF1A; FLNA; TGM2; F2R; S100A4; CASP1; CTNNB1; NUP62; TNFSF10; IRAK1; RHOA; UBE2I; CX3CL1; S100A12; ATP2C1; RELA; BST2; TRIM32; IFIT5; BIRC3; IKBKE; IRF3; CASP8; PRKD1; TRADD; ADIPOQ; ECM1; CARD16; MAVS; MTDH; TICAM2; ZDHHC17; LURAP1L; SHISA5; C18orf32; LPAR1; TFG; CASP10; TRIM52; MIB2; TIFA; RNF31; AJUBA; LURAP1; ALPK1; JMJD8; MAP3K14; LITAF; MAP3K3; MYD88; NDFIP1; TRIM62; RBCK1; TRIM8; DHX36; PELI2; NOD2; NEK6; TLR9; IRAK4; TERF2IP; TAB2; PLK2; PIM2; MALT1; TBK1; NOD1; TLR6; TRAF6; IKBKG; IL1B; EDA2R; TNFRSF19; IL1A;	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	97	183	53.0054644808743	0.00112789178986328	0.399858526391529	1	1	0.999999893501135	0.999999893501135	1
