DGE	Genes	Process~name	num_of_Genes	gene_group	percentage%	P-value	Benjamini and Hochberg (FDR)	Hommel singlewise process	Bonferroni single-step process	Hommel singlewise process_1	Hochberg step-up process	Benjamini and Yekutieli
up	TBKBP1; TAF4; DDX3X; ACOT8; IKBKB; XPO1; TP73; CFLAR; SYNGR2; SGTA; BNIP3L; CCNT1; BRD4; NBN; RNGTT; RFPL3; AP1G2; ATG12; UBR5; RTN3; IPO7; TDP2; DDX58; STAU1; HLA-B; HLA-DRA; APOA2; C1QA; AMBP; HLA-A; SLC25A5; CFI; ISG15; KRT18; KRT8; RB1; EIF4E; HSP90AA1; SP1; PTPRC; KRT19; HMGB1; POLA1; IFIT1; CALM1; HLA-C; HSPD1; HSPA8; TOP1; TPR; HLA-E; FDPS; CREB1; ATF7; TNFRSF1A; TBP; RAB6A; TAF1; HNRNPA2B1; FBLN1; SP100; POLR2A; BRD2; PSMA3; PSMA4; MSN; ZFP36; MAPK3; ATP6V0C; CANX; PSMB4; MAPK1; PML; IL2RG; YWHAB; CTNNB1; APLNR; LTBR; IL6ST; IFI27; PSMB10; STAT3; STAT1; SYK; RANBP1; IQGAP1; CD151; TUFM; CEBPA; PSMB2; NUP153; RANBP2; TSC2; BCAP31; IRAK1; CCR3; CCR9; USP11; STAT2; NUP98; NUP107; EIF4A1; PSME3; RHOA; HNRNPK; PPP1CA; YWHAE; GRB2; SUMO1; SKP1; RACK1; UBE2I; FOXK1; HSF1; HNRNPU; MDM2; E2F1; SET; SATB1; TAP1; TAP2; RELA; UBXN1; EIF4G1; UBE3A; FMR1; BAX; KLC1; VAC14; EP300; NUP160; DLG1; IK; CALCOCO2; TRIM28; G3BP1; SERINC3; RIPK1; SNW1; DYRK1A; CACNA1C; CDK13; KEAP1; MORC3; IKBKE; EIF4A2; TRIM25; FKBP8; BECN1; IRF3; EIF4H; TRAM1; ITSN1; ZYX; NFE2L2; PKN2; DDB1; BAK1; MICA; SMU1; CRTC2; NUP188; UBR4; MAGI3; RAET1L; E4F1; RAET1G; RICTOR; CRTC3; CRTC1; ATF7IP; SUPT6H; SND1; MAVS; WAPL; SH3RF1; SERINC5; PACS2; RAB11FIP4; TICAM1; TRIM22; KIAA0319L; ABI1; NUP43; WDR48; DNAJB14; DTX3L; NUP133; SLC20A1; RSAD2; GBF1; CREBBP; KAT2B; TANK; TNPO1; USP7; FBXW7; DHX58; OPTN; SIRT1; POM121; ACY3; VPS35; SRPK1; SPEN; MXRA8; PAAF1; YIPF4; NUP85; RBCK1; SETD2; IFIH1; NLRP1; TRIM5; DERL2; SP110; APOBEC3G; MOV10; UBN1; CD93; LMBRD1; EXOC1; UCKL1; ABI2; ITSN2; VAPA; PI4KB; VPS29; NXF1; ZC3H7B; TBK1; RCOR1; AP3M1; SAMHD1; TLN1; USP15; YTHDF2; DYNC1LI1; IKBKG; WASF2;	GO:0016032~viral process	240	456	52.6315789473684	1.0402433919865e-4	0.115472036229406	1	1	0.807332896520719	0.999318340862183	1
up	HMX2; DPRX; ARGFX; UNCX; VGLL3; ANHX; PDLIM1; FOXN3; ARID1A; CHD1; CHD2; ZNF609; ZBTB22; FOXN1; CLOCK; ZBTB43; PAX4; TBX1; FOXO3; TLX3; RAD21; SMARCA5; ZNF354A; ZBED4; TSC22D2; TADA2A; CREG1; ACTL6B; CAMTA2; ALX3; MED26; SIX6; EGFR; TGFA; ESR1; ERBB2; PRKCB; PFN1; INHBA; HMGB1; ANXA4; RHOXF2B; MYBL2; PRKAR1A; HSPD1; THRA; MYOD1; ATF2; VEGFA; ZFX; JUNB; UBTF; HOXB6; ATF7; DDX5; ATF6; POU3F2; HNF1A; MYF6; ATP2B4; PTAFR; NFYB; BRD2; YY1; UCP1; HMGB2; HOXA6; HOXA11; HOXA13; HOXC12; HOXD11; FOXN2; HOXD12; FUS; DEK; AHR; ZNF76; SREBF1; PPARG; ZEB1; BRCA1; CUX1; STAT3; SOX3; HNF4A; STAT6; CRK; ID4; ZFP36L2; RFX2; SMARCA2; SMARCA4; STAT5B; STAT2; ZNF143; DGKQ; SUB1; ZC3H6; RHOA; PSMC5; IRX5; SMAD3; HOXC5; IRF9; FOXK2; CREB5; MLLT1; PPARD; EVX2; GABPB1; ZFP36L1; TEF; TFCP2; SMARCB1; BPTF; CHD3; NFATC3; HDAC1; CAMK2D; SNW1; NFYC; HLX; ELF2; NEDD8; PKN1; MAPK14; ECM1; ISX; LRRFIP1; GON4L; KLF17; SNAPC4; DMRTA1; OTP; USF3; ELP2; FOXR1; SMARCD3; ZNF704; THAP5; FOXP4; DMRTC2; TPRX1; JMY; BHLHE23; RHOXF1; SNIP1; SMARCC2; SP7; ARNTL2; AHCTF1; TFAP2C; DDX17; SMARCC1; SMARCD2; SMARCE1; SMARCD1; SNF8; LCOR; PKNOX2; DACH2; FOXN4; TRERF1; NR1H4; MED15; DMRTA2; TSC22D3; PITX2; RBBP8; PRRX2; CITED1; PHF20; ABCA2; GSX2; CTDSP1; HOXD1; NUCKS1; NEUROG2; ADNP; FOXP1; KDM4C; ZNF335; SP140L; SP110; SRA1; UBN1; TCF7L2; DMRT3; BAZ1A; ZNF446; CNOT2; ZNFX1; RCOR3; RERE; KDM5B; GTF2IRD1; BAZ2B; IKZF3; MYT1L; ZC3H4; TRAK1; FOXA2; MED16; TSC22D4; USP16; ELF1; CCNL2; RUVBL2; TCF23; HIF3A; KLF7; DLX2; TFAP2D; PIAS1; TCF24; CBFB; KLF2; ELK4; ZNF823; BARX1; MED1; NFE2L1; BRWD1; NR2F6; SUPT5H; HMGB3; TSHZ2; SP6; MED13; ELF4; ARID4A; EPC1; RFX6; HMGB4; ZNF791; FOSL2; VEZF1; KLF13; HIF1A; EPAS1; KLF16; NFE2L3; FOXC2; ZMYM4; DBX1; FOS; RUNX1; ZIC5; NFKBIZ; MED18; NOTO; MTDH; ETV3; SUPT20H; SP8; RLF; ZIC2; NR2C2; NANOGP8; HNF4G; IFRD1; FOXA1; FOXI3; TAF7L; MLXIPL; NFE2L2; ZNF433; TBL1X; ETV7; SUPT20HL1; RFX3; EN1; DBX2; NR2F1; IRF2BPL; BARHL2; MED12; NFE2; TCF7L1; BATF2; FLI1; FOXI2; ZNF292; KLF5; MYT1; EN2; NANOG; ZNF442; MED14; TFDP1; PTF1A; ZNF844; EGR1; TFAP2B; BRWD3; NUPR2; FOXL1; KLF14; TWIST1; TFDP2; ZNF101; ASCL1; HMGB1P1; KLF15; TBL1Y; ZIC3; GMEB2; MED31; SPIC; BSX; FAM58BP; MED21; ARID1B; TCF21; RFX1; CDX1; BHLHA9; CDX2; NRF1; NFKBID; FOSL1; FOSB; HAND2; GRHL2; CCNT1; KLF6; ARID5A; ZIC4; IRF2BP2; ETV5; SIM1; RXRG; FOXQ1; ARID5B; ARID4B; ATF4; SATB1; RFXANK; ETV6; MLX; GABPA; MED13L; ZMIZ1; RFX4; ERF; SP1; ETV1; PHIP; ZMIZ2; GSX1; PIAS4; ELK3; CCNL1; GMEB1; NR2F2; FEV; RUVBL1; NPAS3; SP3; ZIC1; SP2; TBL1XR1; NANOGP1; RXRA; ELF3; ETS2; DEAF1; FOXB2; FOXB1;	GO:0006357~regulation of transcription by RNA polymerase II	369	747	49.3975903614458	1.07593780522275e-4	0.115472036229406	1	1	0.813296166973079	0.999318340862183	1
up	SGK1; PIK3CD; STK25; ADAM10; RIOK3; BCKDK; IKBKB; CASK; GAK; DCLK1; CHUK; BIRC5; PDPK1; MAP3K13; DAPK3; PRKY; KALRN; GMFG; CCNT1; JAK2; BRD4; HUS1; ROCK2; CPNE3; ERN1; RPS6KA5; RPS6KA4; TRIO; STK17B; STK10; PRKD3; OXSR1; MAP4K4; LATS1; TGFB1; RAF1; ERBB2; PRKCG; PRKCB; INSR; HCK; FGR; RARA; BCR; PIM1; PSKH1; BRAF; MYOD1; CREB1; PRKCA; PRKACA; EIF2AK2; CDK11B; TAF1; CCNO; JAK1; CFL1; ITPKA; CCND1; PRKCH; MAPK3; MARK3; MAPK1; TYK2; CCND2; CDC25B; MAPK4; AKT1; TGFBR2; CSK; PRKCI; PIK3CA; MTOR; TEC; FRK; GRK6; SYK; MAPK8; MAPK9; CSNK1A1; CSNK1D; PIK3CG; MAPKAPK2; CSNK1E; CLK3; GSK3A; GSK3B; RASSF2; CDK9; IRAK1; CCL11; GUCY2F; NEK2; JAK3; LIMK1; LIMK2; SRPK2; CSNK1G2; PRKDC; MAP3K9; PRKCE; MAP2K1; ACVR1; PRKCD; RNASEL; AKAP13; MAP4K2; ILF3; STK4; PRKAA1; PAK1; PAK2; STK3; MAP3K1; PTK7; ATM; ROCK1; TNK1; SQSTM1; CAMK2B; CAMK2G; CAMK2D; DYRK1A; PTK6; CCNI; MORC3; IKBKE; PTK2B; PDK1; PRKD1; STK38; MMD; STK11; PKN1; PKN2; MAP3K11; CCNG2; PDK4; MAPK6; PHKG1; DGUOK; AAK1; LRRK1; ADCK5; PLK5; PAN3; LRRK2; CDC42BPA; CDC42BPG; MAST2; NEK5; KSR2; ERN2; MARK2; TAOK1; PXK; HIPK1; CCNJL; TEX14; LMTK2; FAM20C; MMD2; MINK1; MLKL; CAMKV; PIK3C3; COQ8A; STK35; NEK7; PPP4R1; MYO3B; MAML1; DYRK2; MAP4K1; SGK3; RSRC1; MARK4; IP6K3; ALPK1; PASK; CAMKK2; TESK2; PPP1R9B; SRPK1; PIK3R4; SMAD5; VRK1; MKNK1; TRPM6; PINK1; STK31; PRKD2; NUAK2; SIK2; TAOK3; HIPK2; HIPK3; WNK1; CNTD2; MKNK2; SGK2; BIRC6; SNRK; LATS2; STK36; PLK2; MARK1; PIM2; EIF2AK4; STK17A; STK39; TBK1; DAPK2; HSPB8; TLK1; CDK11A; STK38L; MAP3K2; WNK2; DYRK1B; PRKAB1; CDC42BPB; STK24; RPS6KL1; BMPR2; CDK19; PHKA2; HUNK; RPS6KB2; CDK13; RPS6KA6; CHEK1; CDK10; CDK12; ACVR2B; PRPF4B; CDK18; RPS6KA1; BMP2K; RPS6KB1; BMP2KL; RPS6KA3; PHKB; CDK14; NRBP1; CDK16; FAM20B; PRKAA2; CDKL5; PEAK1; CDK8;	GO:0006468~protein phosphorylation	251	482	52.0746887966805	1.21633312210379e-4	0.117485616264005	1	1	0.836715554695194	0.999318340862183	1
up	LRRD1; ANKDD1B; GTPBP1; SIRPB1; PIK3CD; AGRN; STK25; CHL1; SH2B2; PLPP1; PTPRT; IRS4; PTGES; MAP2K7; TAAR5; EREG; HGS; PPP1R12A; ANGPT2; NPHP1; INPP4B; IPO8; TLR3; CAPN5; CLOCK; PLXNB1; RIPK2; TNFSF14; AKAP10; PSTPIP1; OR1F1; KALRN; GMFG; SH3BP5; ADCY3; ADCY9; JAK2; OPHN1; SRGAP2; FLNB; NR1I2; SKAP2; TOM1L1; NCR1; PDE5A; PDE9A; FGF18; TNFSF15; OR6A2; IPO7; RAPGEF3; CNIH1; PCNT; CLIC3; PEX11B; PAK4; EGFR; C3; HRAS; TGFA; TG; GAST; HLA-DRB1; ESR1; RAF1; PLA2G1B; TFF1; ERBB2; GNAI2; FGF1; REG1A; PRKCB; CCK; PGR; S100A6; GPI; CRH; GRP; IGF1R; FGF4; IGFBP1; ANXA4; GIP; C1QTNF9; CGB7; AR; RARA; NR2F6; NR2F1; CHRM1; BCR; VDR; FGF3; GNAT1; IGF2R; BMP1; EDN3; RAC2; IFNGR1; SPN; CREB1; PECAM1; GJA1; SMPD1; ATF6; EPOR; CD53; TYMP; CD33; MX1; ITGAL; OGN; NTF3; RASA1; FPR1; MDK; ERBB3; IGFBP4; NR4A1; RPS6KB1; MCC; ITPKA; IL4R; NR2F2; IGFBP5; PRKCH; CXCR2; EDNRA; FAS; KLRK1; PDE4A; ITPKB; MAPK1; GRN; PTPRM; CD38; CASP1; GNA11; LRPAP1; SRI; CHRNB4; AKT1; AKT2; IL2RG; CSF2RB; LSP1; ADM; ADRA1A; THBS4; FBN1; DEK; GNL1; LTBR; PPARG; COL15A1; CAP2; ADCY8; STAT3; IL15; NBL1; VIPR2; ELK3; ASIP; STAT6; GRIA1; GRIA2; ARHGAP25; PIK3CB; PI4KA; IL12RB1; RANBP1; NAMPT; CHRNA4; MAP2K4; IQGAP1; RAP1GAP; OR3A3; SOX9; CSNK1A1; PXN; CSNK1E; PGF; HINT1; DNM2; TNFSF10; CCL11; CCR6; CLCN6; GPR143; RPS6KA3; HDGF; TDGF1P3; RND2; VAV2; COPA; LIMK1; PRKAA2; AFDN; GFER; TPTE; HUNK; GPR85; RAP2B; HNRNPK; GNB1; GNG5; SH3BP2; GTF2I; DLG4; CSNK1G2; ARHGAP8; MPP1; PRKCE; MAP2K1; TEK; RASSF7; TLE3; CD164; MST1R; PRKCD; CXCL9; SOS1; RGS1; LGALS3BP; VAC14; PLCXD2; BST1; ANK3; STK4; TRAF3; PRKAA1; PPFIA1; MAP2K5; PAK2; STK3; PTK7; ATM; MTA1; PPP2R5C; PDAP1; ROCK1; IL18R1; CAMK2B; NAE1; ITPK1; IQGAP2; OR2F1; ACVR2B; ARFRP1; ARHGEF7; DIAPH2-AS1; PTK2B; GNA13; GRB14; NEDD9; FGFBP1; ITPR2; INSL4; RASA3; NR1I3; GAPVD1; PRKD1; PPP2R5A; PTGES3; PTPRK; RASA2; ERBB4; RPS6KA1; TRADD; TRIP10; ADIPOQ; CNGA3; EXT1; PKN1; PKN2; PPP2R5E; MAPK14; CARTPT; ECM1; MAPKAPK3; MAPK6; HIF1A; DGKD; ANKDD1A; ERFE; ARHGAP15; AKAP4; ARHGAP21; ARHGAP40; PLCXD3; METRNL; ARHGAP17; SIGIRR; EPGN; LMBR1L; C17orf99; ARHGAP36; RASSF6; ARHGAP27; TOM1L2; RASGRP2; MAVS; APBB1IP; SRGAP1; PLEKHH3; ADGRA1; RASSF3; THNSL2; MAPKAPK5; ARHGAP12; TAGAP; TMEM102; NFAM1; APPL2; STOML3; RIN3; DLG5; MICAL1; PPP4R1; SECTM1; CASKIN1; ARAP2; NSMAF; CREBBP; INPP5D; TANK; CDS1; FGF14; RIT1; TNFRSF25; EXT2; P2RX5; OPTN; SIPA1; THOC1; HSH2D; SNX27; AGAP3; ARAP1; INPP4A; ASB2; HHIP; ERBIN; AMELX; SMAD5; PIP5K1A; EPAS1; MYD88; ATF6B; SH3GL1; SH3GL2; SH3GL3; AKAP9; DPYSL5; RASL11B; RETNLB; PMCHL2; ARHGAP9; PPP1R12C; ARHGAP39; TOLLIP; WWP1; ING2; RASSF4; RERGL; IL21; PDE11A; SH2D2A; PDE7B; AMBN; FGF20; CABP2; KIF13B; DLL4; CDC42SE1; ARHGAP35; FGF21; TENM2; FAM13B; IL1RAPL1; CD274; CALML5; CALCOCO1; ARHGAP23; TENM3; PAK5; ARHGAP28; PI4KB; GNG12; RPS6KB2; FEZ2; RASAL2; RPS6KA6; PITPNC1; CDC42EP3; CASP8AP2; AMFR; MKLN1; DAPP1; ARHGAP26; OSGIN2; NOD1; PLAA; TNFSF13B; PKIG; STARD13; SIT1; PRKAB1; IRS2; INSL6; CD2AP; CDC42BPB; TNFRSF18; WIF1; STK24; CSNK1G3; HTR3A; SCUBE1; GLRA3; GABRG2; ZYX; SCUBE3; GABRA6; GLRA2; CBLB; GABRR3; HTR3E; NDRG1; PLPP5; GABRD; GABRA2; GABRQ; GABRG3; SAV1; LMBR1; MAGI1; GABRE; HTR3B; GSK3A; MAGI3; GUCY2F; NDRG4; HTR3C; GABRA3; PRKX; HTR3D; CBLC; CHRNA10; GABRR1; GABRP; PLPP2; PLPPR1; CBL; CHRNB3; GABRB1; GABRG1; PLPPR5; SLC39A4; GSK3B; PRKY; NDRG3; GABRA5; NUDT6; CHRNA1; MAGI2; GABRA1;	GO:0007165~signal transduction	466	989	47.118301314459	3.64937201230875e-4	0.27114834051454	1	1	0.955964067291284	0.999318340862183	1
up	CBX4; WWP2; ARNTL; FOXN3; EREG; BTAF1; PER2; TRIM24; HDAC3; BIRC5; FOXP2; CLOCK; RBFOX2; CBFA2T2; HR; CBFA2T3; DNAJB6; ZNF217; NCOR1; DEAF1; NR1I2; RPS6KA5; HEXIM1; SIX3; ZBTB7A; ZIC2; SOX14; TGFB1; CALCA; CRYAB; CSF2; IL4; JUN; RB1; ENO1; RARA; THRA; IRF1; HSPA8; VDR; XRCC6; POU2F1; GCFC2; ZNF12; HMGA1; BMP7; POU3F3; BCL3; SFPQ; MYF6; NR2F2; MT3; HMGB2; YWHAQ; CALR; CD38; ARID4A; PML; YWHAB; CIITA; CTNNB1; AHR; PPARG; ZEB1; BRCA1; ID1; BCL6; KDM5C; HNF4A; ELK3; NKX2-1; CDKN1B; NOTCH1; ID4; LIMS1; RFX3; SOX9; GCLC; LHX1; PPM1F; CTCF; CEBPA; CEBPD; CDKN1C; ASCL1; DAP; SMARCA2; SMARCA4; MECP2; NR0B1; NKX2-5; ATXN1; NR1H2; FOXG1; PAX9; HDAC4; PSMC5; SUMO1; UBE2I; PITX1; ELF3; BASP1; FOXK1; MDM2; E2F1; SET; FOXK2; NRG1; SP3; PAX2; PPARD; ARID5A; RELA; ZNF91; RBPJ; RUNX1T1; RING1; KHDRBS1; RIPPLY1; ILF3; STRN3; REST; CBX3; TBX2; TRIM28; IKZF1; SMAD4; HDAC1; SNW1; TFDP2; HES1; ARID5B; CDK5R1; NONO; PTPRK; TWIST1; SMAD2; ADIPOQ; NFIL3; IFI16; ZNF423; LRRFIP1; GON4L; ZNF568; CRY2; BCL7A; LBH; PRAMEF20; PRAMEF17; PRAMEF15; NIPBL; HMBOX1; ZNF746; TBPL2; ATF7IP; BCOR; ERN2; LDB1; CIR1; PPARGC1B; GATAD2A; IFNL1; NOSTRIN; SIRT2; YAF2; CCAR2; PIAS4; NKAP; ESX1; ZBTB38; SMYD1; DMBX1; SMARCC2; KAT6B; TFAP2B; BAP1; PROX1; KAT6A; JARID2; GATA6; SMARCE1; NACC2; SIRT1; TRIM11; USP47; HEXIM2; PRICKLE1; PHF12; NACC1; CIC; UIMC1; SIN3A; ZSCAN10; RSF1; SPEN; SETDB2; PFDN5; PHB2; TSG101; CITED1; CITED2; HINFP; MYBBP1A; LGR4; PCGF6; WWP1; EPC1; IKZF4; FOXP1; ZNF703; KAT8; EHMT1; SMURF2; PRDM16; CHD8; CHMP1A; HMX1; MLXIPL; LHX9; TCF7L2; KMT5A; RLIM; BCLAF1; ZNF219; MBD2; DKK3; HEY2; KDM5B; MLX; DACH1; MBD1; MAGEL2; DNMT3L; RCOR1; YEATS2; TBX20; SNX6; ING4; TRIM33; HDAC5; ZNF148; SBNO2; TSC22D4; TBX22; TRAF6; ZNF706; NCOR2; ZHX2; PPARA; ZC3H6; SOX5; ZNF488; ANHX; ZC3H4; ZNF586; DPF1; DPF2; SIX1; SOX13; TRIM66; SIX6; ALX1; SOX6; DPF3;	GO:0045892~negative regulation of transcription, DNA-templated	264	530	49.811320754717	6.44540745565858e-4	0.415041270761375	1	1	0.985780091304099	0.999318340862183	1
up	TMEM129; UBA6; NEURL1B; KBTBD13; RNF103; WWP2; SOCS7; SOCS3; SOCS6; UBE2L6; AREL1; TRIM24; UBD; SOCS1; PJA2; PPP1R11; MYCBP2; KLHL2; ARIH2; HERC2; HLA-A; RAB40AL; FBXO45; UBB; UBC; UBA1; CBL; PEX2; AKT1; HIST1H2BB; BRCA1; VHL; UBA7; USP5; NEDD4; CDC34; PEX5; VCP; RAG2; UBE2G2; CDC42; UBE2D3; UBE2M; DCAF7; UBE2G1; UBE2H; UBE2D2; RPS27A; UBE2B; SKP1; RACK1; PRKDC; XIAP; MDM2; CBLB; TRIM28; OS9; BIRC3; MED21; CUL3; CUL4B; TNFAIP1; KEAP1; HERPUD1; LRRC41; MED1; HERC1; NEDD8; NFE2L2; DDB1; HIF1A; UBE2S; UVSSA; DCAF6; HERC4; DCAF17; DCAF10; HECTD3; UBR4; RNF220; RNF123; RNF213; E4F1; RNF43; SPOPL; CDC73; RFWD3; TRAF7; KLHL24; RNF111; UBR3; ASB18; UBE2R2; CBLL1; KCTD9; IRF2BP2; UBE2Q1; SYVN1; ZNF598; DTX2; CAND1; FBXO11; MIB1; RNF135; SIAH3; CUL9; UBR1; AMN1; TRIM22; RNF168; KLHL36; FBXL6; WDTC1; ARRDC1; TRIML2; RNF148; PAF1; RNF152; DTX3; TRIML1; RNF149; KCTD6; RNF169; ARRDC4; LNX1; DCAF11; RNF128; TRPC4AP; TRIM41; RNF138; LMO7; ASB5; SOCS4; ASB10; ASB17; ASB13; KCTD13; RTF1; PEX13; USP9X; USP7; MED12; FBXW7; FBXW5; UBE2W; C18orf25; SPSB1; ANAPC16; RSPRY1; SIRT1; TRIM11; ITCH; VCPIP1; FEM1C; LRR1; KLHL15; NEDD4L; ASB2; RAB40C; BARD1; EPAS1; FEM1A; UBAC1; WAC; HERC2P3; PINK1; TRIM8; WWTR1; BTBD1; RNF38; WWP1; IRF2BPL; UBE2Z; SMURF1; CCNB1IP1; JADE2; BIRC6; TULP4; CISH; ATG3; RLIM; ASB6; DCAF16; KCMF1; RNF181; KLHL9; SAE1; PEF1; MALT1; FBXL17; KLHL3; HERC5; FBXL7; FEM1B; FBXO9; FBXO3; FBXL5; CBLC; TRIM33; RNF24; DTX4; KLHL20; HIF3A; UBE2D4; NOSIP; UBE2J1; MED31; HECTD4; ARIH1; NUB1; RNF215; MGRN1; MIB2; HUWE1; CHFR; AMFR; DCAF15; HECW1; DTX3L; RNF126; ISG15; HECW2; CNOT4; SMURF2; UBR2;	GO:0016567~protein ubiquitination	225	444	50.6756756756757	7.87814395090347e-4	0.475593702636104	1	1	0.99094293302615	0.999318340862183	1
up	KRT86; PPL; KRT34; KRT37; KRT38; KRT75; KRT14; KRT6A; KRT6B; CAPNS1; KRT18; KRT8; CAPN1; IVL; CELA2A; KRT19; KRT16; FURIN; KRT3; JUP; DSP; KRT15; FLG; SPRR1B; SPRR2E; SPRR2D; CASP14; DSG3; SPRR1A; SPRR2A; KRT9; KRT20; KRT6C; KRT83; KRT85; KRT76; DSG1; DSC2; DSG2; KRT33B; KRT32; DSC3; KRT72; KRT31; CDSN; PRSS8; KRT24; KRT71; LCE1A; LIPM; KRT40; KRT39; RPTN; KRT74; KRT25; KRT77; DSG4; KRT73; KRT35; EVPL; PERP; SPRR2F; SPRR2G; SPINK5; KRT84; KRT82; SPRR3; KLK12; KLK5; PKP3; ST14;	GO:0070268~cornification	71	113	62.8318584070796	0.00120961481135895	0.644868808830174	1	1	0.999318340862183	0.999318340862183	1
up	TRIM38; MID1; JAK2; OAS1; HLA-B; HLA-H; HLA-DRA; HLA-DQA1; HLA-DRB1; HLA-DQB1; MT2A; HLA-A; HCK; HLA-C; IRF1; IFI30; NCAM1; HLA-E; IRF2; IFNGR1; CD44; HLA-DPA1; JAK1; SP100; PTAFR; PML; OAS2; HLA-F; GBP1; GBP2; CIITA; STAT1; B2M; IRF9; IRF8; PRKCD; TRIM26; NMI; CAMK2B; CAMK2G; CAMK2D; TRIM25; IRF3; IRF4; OASL; HLA-DRB5; TRIM22; IRF7; TRIM8; TRIM5;	GO:0060333~interferon-gamma-mediated signaling pathway	50	72	69.4444444444444	0.00136964162486053	0.658261716901563	1	1	0.999318340862183	0.999318340862183	1
up	BECN2; FFAR2; KLF7; OAS1; INSR; PYGL; ADRA2A; DBH; ALOX5; SLC2A4; CYP11B1; PTPN2; HNF1A; IGFBP5; PAX6; AKT1; SSTR5; GCK; PCK1; G6PC; PPARG; ADCY8; STAT3; HNF4A; PRCP; GCGR; MTNR1B; CEBPA; PDX1; SLC16A1; PRKAA2; FOXA1; CAV3; SESN2; SESN3; RPS6; PTPN11; ACSM2A; PRKAA1; NEUROD1; STK11; ADIPOQ; PDK4; HIF1A; CRY2; CRTC2; SLC8B1; CYB5R4; ADIPOR2; RFX6; SLC30A8; ADGRF5; SIDT2; MCU; APPL2; TFAP2B; ADIPOR1; GPR21; MLXIPL; TCF7L2; G6PC2; MBD5; RPH3AL; STXBP5L; HECTD4; BCKDK; IGF1R; FOXO3; ADRA1B; PDK3; PDK1;	GO:0042593~glucose homeostasis	71	114	62.280701754386	0.00143115188476373	0.658261716901563	1	1	0.999318340862183	0.999318340862183	1
up	IFIT3; OAS1; IFNA1; IFNA21; HLA-B; HLA-H; HLA-A; ISG15; IFI6; IFIT2; IFIT1; HLA-C; IRF1; IFITM1; HLA-E; IRF2; IFNAR1; EGR1; MX1; JAK1; SP100; TYK2; OAS2; HLA-F; GBP2; IFI27; STAT1; IRAK1; STAT2; ADAR; IFI35; IRF9; IFITM3; IFITM2; IRF8; RNASEL; BST2; IRF3; IRF4; OASL; XAF1; RSAD2; IRF7; ISG20; MYD88; IP6K2; SAMHD1;	GO:0060337~type I interferon signaling pathway	47	67	70.1492537313433	0.00161800807701007	0.710379091629103	1	1	0.999318340862183	0.999318340862183	1
